case_id,person_id,true_role
CASE064,P0753,Coordinator
CASE064,P0462,Financial Intermediary
CASE064,P0568,False Lead
CASE064,P0488,Vehicle Provider
CASE064,P0519,Operational Member
CASE064,P0169,Communicator
CASE064,P0848,Vehicle Provider
CASE065,P0790,Coordinator
CASE065,P0560,Financial Intermediary
CASE065,P0598,False Lead
CASE065,P0401,Unrelated Person
CASE065,P0795,Recruiter
CASE065,P0015,Unrelated Person
CASE065,P0561,Operational Member
CASE066,P0778,Coordinator
CASE066,P0180,Financial Intermediary
CASE066,P0368,False Lead
CASE066,P0107,False Lead
CASE066,P0930,False Lead
CASE066,P0969,False Lead
CASE066,P0942,False Lead
CASE066,P0795,False Lead
CASE066,P0724,False Lead
CASE066,P0671,Bridge / Communicator
CASE066,P0743,Associate
CASE066,P0845,Operational Member
CASE066,P0956,Unrelated Person
CASE066,P0648,Operational Member
CASE066,P0148,Unrelated Person
CASE066,P0853,Communicator
CASE066,P0809,Unrelated Person
CASE066,P0389,Logistics Coordinator
CASE066,P0940,Associate
CASE066,P0606,Vehicle Provider
CASE066,P0789,Unrelated Person
CASE066,P0132,Associate
CASE066,P0274,Associate
CASE066,P0859,Operational Member
CASE066,P0213,Vehicle Provider
CASE066,P0450,Logistics Coordinator
CASE066,P0153,Associate
CASE066,P0932,Associate
CASE066,P0101,Recruiter
CASE066,P0248,Logistics Coordinator
CASE066,P0090,Document Handler
CASE066,P0141,Unrelated Person
CASE066,P0189,Operational Member
CASE066,P0601,Unrelated Person
CASE066,P0725,Recruiter
CASE066,P0405,Associate
CASE066,P0750,Vehicle Provider
CASE066,P0688,Vehicle Provider
CASE066,P0957,Unrelated Person
CASE066,P0830,Recruiter
CASE066,P0113,Operational Member
CASE066,P0171,Operational Member
CASE066,P0475,Unrelated Person
CASE066,P0104,Logistics Coordinator
CASE066,P0379,Operational Member
CASE066,P0850,Vehicle Provider
CASE066,P0584,Document Handler
CASE066,P0580,Vehicle Provider
CASE066,P0055,Operational Member
CASE066,P0410,Associate
CASE066,P0501,Associate
CASE066,P0543,Vehicle Provider
CASE066,P0391,Communicator
CASE066,P0432,Unrelated Person
CASE066,P0498,Unrelated Person
CASE066,P0669,Recruiter
CASE066,P0441,Document Handler
CASE066,P0121,Vehicle Provider
CASE066,P0713,Associate
CASE066,P0697,Logistics Coordinator
CASE066,P0878,Document Handler
CASE066,P0444,Logistics Coordinator
CASE066,P0357,Communicator
CASE066,P0784,Unrelated Person
CASE066,P0964,Logistics Coordinator
CASE066,P0553,Logistics Coordinator
CASE066,P0003,Vehicle Provider
CASE066,P0687,Unrelated Person
CASE066,P0469,Associate
CASE066,P0806,Associate
CASE066,P0159,Unrelated Person
CASE067,P0156,Coordinator
CASE067,P0258,Financial Intermediary
CASE067,P0847,False Lead
CASE068,P0763,Coordinator
CASE068,P0309,Financial Intermediary
CASE068,P0795,False Lead
CASE068,P0721,False Lead
CASE068,P0939,False Lead
CASE068,P0622,Document Handler
CASE068,P0267,Vehicle Provider
CASE068,P0115,Communicator
CASE068,P0932,Recruiter
CASE068,P0068,Recruiter
CASE068,P0333,Vehicle Provider
CASE068,P0225,Unrelated Person
CASE068,P0107,Operational Member
CASE068,P0089,Logistics Coordinator
CASE068,P0994,Unrelated Person
CASE068,P0845,Associate
CASE068,P0923,Associate
CASE068,P0280,Operational Member
CASE068,P0051,Logistics Coordinator
CASE068,P0510,Recruiter
CASE068,P0971,Recruiter
CASE068,P0238,Vehicle Provider
CASE068,P0262,Recruiter
CASE068,P0724,Communicator
CASE068,P0103,Unrelated Person
CASE068,P0712,Recruiter
CASE068,P0788,Document Handler
CASE068,P0980,Communicator
CASE068,P0512,Unrelated Person
CASE068,P0989,Document Handler
CASE068,P0571,Operational Member
CASE069,P0195,Coordinator
CASE069,P0846,Financial Intermediary
CASE069,P0180,False Lead
CASE069,P0914,Operational Member
CASE069,P0906,Logistics Coordinator
CASE069,P0326,Unrelated Person
CASE069,P0737,Document Handler
CASE069,P0212,Unrelated Person
CASE069,P0700,Logistics Coordinator
CASE069,P0757,Vehicle Provider
CASE069,P0550,Operational Member
CASE069,P0016,Logistics Coordinator
CASE069,P0293,Logistics Coordinator
CASE069,P0998,Associate
CASE069,P0919,Document Handler
CASE069,P0079,Recruiter
CASE070,P0300,Coordinator
CASE070,P0357,Financial Intermediary
CASE070,P0128,False Lead
CASE070,P0316,False Lead
CASE070,P0270,Associate
CASE070,P0738,Unrelated Person
CASE070,P0469,Recruiter
CASE070,P0262,Unrelated Person
CASE070,P0663,Operational Member
CASE070,P0084,Unrelated Person
CASE070,P0861,Vehicle Provider
CASE070,P0853,Associate
CASE070,P0710,Associate
CASE070,P0418,Operational Member
CASE070,P0212,Operational Member
CASE070,P0563,Recruiter
CASE070,P0766,Recruiter
CASE070,P0240,Associate
CASE070,P0510,Operational Member
CASE070,P0175,Operational Member
CASE070,P0770,Operational Member
CASE070,P0383,Vehicle Provider
CASE070,P0430,Document Handler
CASE070,P0980,Operational Member
CASE071,P0662,Coordinator
CASE071,P0023,Financial Intermediary
CASE071,P0549,False Lead
CASE071,P0499,False Lead
CASE071,P0197,False Lead
CASE071,P0482,False Lead
CASE071,P0508,Bridge / Communicator
CASE071,P0683,Associate
CASE071,P0693,Operational Member
CASE071,P0061,Vehicle Provider
CASE071,P0175,Operational Member
CASE071,P0665,Unrelated Person
CASE071,P0341,Unrelated Person
CASE071,P0206,Recruiter
CASE071,P0737,Recruiter
CASE071,P0924,Associate
CASE071,P0518,Recruiter
CASE071,P0990,Recruiter
CASE071,P0689,Unrelated Person
CASE071,P0126,Logistics Coordinator
CASE071,P0736,Unrelated Person
CASE071,P0286,Unrelated Person
CASE071,P0954,Logistics Coordinator
CASE071,P0059,Operational Member
CASE071,P0072,Recruiter
CASE071,P0314,Document Handler
CASE071,P0459,Vehicle Provider
CASE071,P0998,Document Handler
CASE071,P0419,Associate
CASE071,P0310,Vehicle Provider
CASE071,P0401,Associate
CASE071,P0484,Document Handler
CASE071,P0381,Logistics Coordinator
CASE071,P0724,Vehicle Provider
CASE071,P0232,Communicator
CASE071,P0437,Document Handler
CASE071,P0378,Unrelated Person
CASE071,P0553,Communicator
CASE071,P0411,Unrelated Person
CASE071,P0649,Vehicle Provider
CASE071,P0651,Recruiter
CASE071,P0057,Associate
CASE071,P0745,Vehicle Provider
CASE072,P0958,Coordinator
CASE072,P0650,Financial Intermediary
CASE072,P0311,False Lead
CASE072,P0240,False Lead
CASE072,P0751,False Lead
CASE072,P0754,False Lead
CASE072,P0065,False Lead
CASE072,P0588,False Lead
CASE072,P0172,Document Handler
CASE072,P0938,Associate
CASE072,P0663,Communicator
CASE072,P0019,Recruiter
CASE072,P0615,Logistics Coordinator
CASE072,P0450,Vehicle Provider
CASE072,P0935,Communicator
CASE072,P0869,Unrelated Person
CASE072,P0825,Recruiter
CASE072,P0837,Recruiter
CASE072,P0336,Unrelated Person
CASE072,P0323,Operational Member
CASE072,P0051,Communicator
CASE072,P0281,Vehicle Provider
CASE072,P0004,Communicator
CASE072,P0261,Communicator
CASE072,P0295,Document Handler
CASE072,P0489,Unrelated Person
CASE072,P0401,Unrelated Person
CASE072,P0319,Vehicle Provider
CASE072,P0691,Operational Member
CASE072,P0379,Recruiter
CASE072,P0757,Communicator
CASE072,P0906,Logistics Coordinator
CASE072,P0808,Logistics Coordinator
CASE072,P0070,Recruiter
CASE072,P0377,Recruiter
CASE072,P0169,Vehicle Provider
CASE072,P0146,Unrelated Person
CASE072,P0769,Vehicle Provider
CASE072,P0604,Communicator
CASE072,P0164,Operational Member
CASE072,P0592,Recruiter
CASE072,P0636,Vehicle Provider
CASE072,P0214,Logistics Coordinator
CASE072,P0047,Communicator
CASE072,P0767,Operational Member
CASE072,P0687,Recruiter
CASE072,P0010,Unrelated Person
CASE072,P0968,Logistics Coordinator
CASE072,P0599,Unrelated Person
CASE072,P0764,Unrelated Person
CASE072,P0887,Document Handler
CASE072,P0048,Unrelated Person
CASE072,P0290,Logistics Coordinator
CASE072,P0882,Document Handler
CASE072,P0955,Document Handler
CASE072,P0846,Vehicle Provider
CASE072,P0883,Recruiter
CASE072,P0834,Communicator
CASE072,P0533,Vehicle Provider
CASE072,P0920,Recruiter
CASE072,P0481,Document Handler
CASE072,P0541,Document Handler
CASE072,P0108,Unrelated Person
CASE072,P0473,Vehicle Provider
CASE072,P0670,Logistics Coordinator
CASE072,P0403,Operational Member
CASE072,P0289,Unrelated Person
CASE072,P0013,Logistics Coordinator
CASE073,P0664,Coordinator
CASE073,P0450,Financial Intermediary
CASE073,P0955,False Lead
CASE073,P0235,False Lead
CASE073,P0358,False Lead
CASE073,P0286,Associate
CASE073,P0572,Unrelated Person
CASE073,P0321,Document Handler
CASE073,P0455,Communicator
CASE073,P0409,Vehicle Provider
CASE073,P0640,Operational Member
CASE073,P0956,Document Handler
CASE073,P0904,Communicator
CASE073,P0987,Vehicle Provider
CASE073,P0189,Associate
CASE073,P0621,Communicator
CASE073,P0830,Operational Member
CASE073,P0428,Operational Member
CASE073,P0547,Vehicle Provider
CASE073,P0276,Associate
CASE073,P0036,Vehicle Provider
CASE073,P0821,Unrelated Person
CASE073,P0673,Associate
CASE073,P0543,Logistics Coordinator
CASE073,P0711,Communicator
CASE073,P0650,Unrelated Person
CASE073,P0143,Operational Member
CASE073,P0209,Communicator
CASE073,P0086,Recruiter
CASE073,P0626,Recruiter
CASE073,P0954,Associate
CASE073,P0897,Unrelated Person
CASE073,P0581,Logistics Coordinator
CASE073,P0812,Communicator
CASE073,P0055,Associate
CASE073,P0011,Communicator
CASE073,P0600,Operational Member
CASE073,P0493,Unrelated Person
CASE073,P0994,Vehicle Provider
CASE074,P0884,Coordinator
CASE074,P0056,Financial Intermediary
CASE074,P0935,False Lead
CASE074,P0898,False Lead
CASE074,P0344,False Lead
CASE074,P0398,False Lead
CASE074,P0909,False Lead
CASE074,P0845,False Lead
CASE074,P0577,False Lead
CASE074,P0329,Associate
CASE074,P0251,Vehicle Provider
CASE074,P0309,Vehicle Provider
CASE074,P0036,Recruiter
CASE074,P0821,Operational Member
CASE074,P0040,Operational Member
CASE074,P0498,Unrelated Person
CASE074,P0317,Operational Member
CASE074,P0402,Communicator
CASE074,P0875,Communicator
CASE074,P0549,Communicator
CASE074,P0964,Vehicle Provider
CASE074,P0233,Associate
CASE074,P0250,Associate
CASE074,P0843,Logistics Coordinator
CASE074,P0125,Logistics Coordinator
CASE074,P0734,Recruiter
CASE074,P0597,Associate
CASE074,P0838,Vehicle Provider
CASE074,P0958,Logistics Coordinator
CASE074,P0683,Associate
CASE074,P0308,Logistics Coordinator
CASE074,P0351,Unrelated Person
CASE074,P0057,Document Handler
CASE074,P0963,Document Handler
CASE074,P0916,Associate
CASE074,P0650,Unrelated Person
CASE074,P0401,Document Handler
CASE074,P0678,Logistics Coordinator
CASE074,P0372,Communicator
CASE074,P0511,Recruiter
CASE074,P0939,Communicator
CASE074,P0934,Document Handler
CASE074,P0319,Vehicle Provider
CASE074,P0803,Logistics Coordinator
CASE074,P0975,Document Handler
CASE074,P0887,Associate
CASE074,P0531,Logistics Coordinator
CASE074,P0374,Document Handler
CASE074,P0991,Recruiter
CASE074,P0147,Unrelated Person
CASE074,P0184,Communicator
CASE074,P0508,Logistics Coordinator
CASE074,P0676,Unrelated Person
CASE074,P0016,Operational Member
CASE074,P0500,Document Handler
CASE074,P0273,Unrelated Person
CASE074,P0910,Logistics Coordinator
CASE074,P0456,Operational Member
CASE074,P0830,Recruiter
CASE074,P0361,Recruiter
CASE074,P0264,Associate
CASE074,P0522,Logistics Coordinator
CASE074,P0285,Communicator
CASE074,P0258,Logistics Coordinator
CASE074,P0217,Document Handler
CASE074,P0651,Vehicle Provider
CASE074,P0320,Logistics Coordinator
CASE074,P0529,Unrelated Person
CASE074,P0071,Unrelated Person
CASE074,P0536,Recruiter
CASE074,P0523,Communicator
CASE074,P0978,Logistics Coordinator
CASE075,P0460,Coordinator
CASE075,P0571,Financial Intermediary
CASE075,P0505,False Lead
CASE075,P0143,Operational Member
CASE075,P0474,Document Handler
CASE075,P0317,Vehicle Provider
CASE075,P0014,Recruiter
CASE076,P0947,Coordinator
CASE076,P0559,Financial Intermediary
CASE076,P0771,False Lead
CASE076,P0101,Associate
CASE076,P0095,Vehicle Provider
CASE076,P0240,Associate
CASE077,P0664,Coordinator
CASE077,P0775,Financial Intermediary
CASE077,P0541,False Lead
CASE077,P0996,False Lead
CASE077,P0968,Vehicle Provider
CASE077,P0690,Recruiter
CASE077,P0343,Operational Member
CASE077,P0649,Communicator
CASE077,P0854,Vehicle Provider
CASE077,P0397,Logistics Coordinator
CASE077,P0144,Communicator
CASE077,P0106,Logistics Coordinator
CASE077,P0009,Vehicle Provider
CASE077,P0286,Document Handler
CASE077,P0352,Unrelated Person
CASE077,P0169,Logistics Coordinator
CASE077,P0785,Vehicle Provider
CASE077,P0572,Document Handler
CASE077,P0230,Associate
CASE077,P0692,Unrelated Person
CASE077,P0705,Document Handler
CASE077,P0876,Communicator
CASE077,P0737,Associate
CASE077,P0904,Document Handler
CASE077,P0436,Logistics Coordinator
CASE077,P0618,Vehicle Provider
CASE078,P0200,Coordinator
CASE078,P0092,Financial Intermediary
CASE078,P0269,False Lead
CASE078,P0711,False Lead
CASE078,P0056,False Lead
CASE078,P0128,False Lead
CASE078,P0801,False Lead
CASE078,P0346,Associate
CASE078,P0248,Operational Member
CASE078,P0856,Logistics Coordinator
CASE078,P0052,Associate
CASE078,P0832,Operational Member
CASE078,P0445,Recruiter
CASE078,P0107,Operational Member
CASE078,P0981,Unrelated Person
CASE078,P0285,Vehicle Provider
CASE078,P0148,Unrelated Person
CASE078,P0833,Vehicle Provider
CASE078,P0691,Communicator
CASE078,P0597,Unrelated Person
CASE078,P0864,Document Handler
CASE078,P0905,Recruiter
CASE078,P0612,Logistics Coordinator
CASE078,P0777,Unrelated Person
CASE078,P0295,Associate
CASE078,P0927,Recruiter
CASE078,P0619,Communicator
CASE078,P0325,Vehicle Provider
CASE078,P0725,Logistics Coordinator
CASE078,P0138,Vehicle Provider
CASE078,P0536,Document Handler
CASE078,P0985,Unrelated Person
CASE078,P0002,Document Handler
CASE078,P0270,Communicator
CASE078,P0240,Recruiter
CASE078,P0868,Operational Member
CASE078,P0658,Communicator
CASE078,P0524,Recruiter
CASE078,P0854,Communicator
CASE078,P0489,Recruiter
CASE078,P0036,Document Handler
CASE078,P0160,Logistics Coordinator
CASE078,P0019,Unrelated Person
CASE078,P0694,Unrelated Person
CASE078,P0796,Document Handler
CASE078,P0328,Vehicle Provider
CASE078,P0222,Unrelated Person
CASE078,P0969,Communicator
CASE078,P0010,Unrelated Person
CASE078,P0561,Associate
CASE078,P0341,Vehicle Provider
CASE078,P0618,Communicator
CASE078,P0701,Recruiter
CASE078,P0474,Operational Member
CASE078,P0225,Logistics Coordinator
CASE078,P0719,Document Handler
CASE079,P0701,Coordinator
CASE079,P0139,Financial Intermediary
CASE079,P0373,False Lead
CASE079,P0286,False Lead
CASE079,P0028,False Lead
CASE079,P0279,Bridge / Communicator
CASE079,P0171,Vehicle Provider
CASE079,P0267,Unrelated Person
CASE079,P0007,Vehicle Provider
CASE079,P0313,Vehicle Provider
CASE079,P0769,Communicator
CASE079,P0451,Unrelated Person
CASE079,P0784,Operational Member
CASE079,P0108,Document Handler
CASE079,P0086,Operational Member
CASE079,P0204,Document Handler
CASE079,P0507,Communicator
CASE079,P0832,Associate
CASE079,P0644,Operational Member
CASE079,P0837,Operational Member
CASE079,P0465,Unrelated Person
CASE079,P0594,Communicator
CASE079,P0867,Operational Member
CASE079,P0541,Logistics Coordinator
CASE079,P0066,Associate
CASE079,P0341,Document Handler
CASE079,P0670,Associate
CASE079,P0745,Logistics Coordinator
CASE079,P0210,Logistics Coordinator
CASE079,P0535,Recruiter
CASE079,P0704,Associate
CASE079,P0746,Recruiter
CASE079,P0367,Logistics Coordinator
CASE080,P0303,Coordinator
CASE080,P0779,Financial Intermediary
CASE080,P0322,False Lead
CASE080,P0049,Document Handler
CASE080,P0997,Logistics Coordinator
CASE080,P0881,Vehicle Provider
CASE080,P0869,Recruiter
CASE080,P0699,Associate
CASE080,P0105,Document Handler
CASE080,P0735,Associate
CASE080,P0155,Logistics Coordinator
CASE080,P0131,Logistics Coordinator
CASE080,P0643,Vehicle Provider
CASE080,P0026,Recruiter
CASE080,P0392,Unrelated Person
CASE081,P0582,Coordinator
CASE081,P0548,Financial Intermediary
CASE081,P0620,False Lead
CASE081,P0979,False Lead
CASE081,P0529,False Lead
CASE081,P0117,Logistics Coordinator
CASE081,P0351,Unrelated Person
CASE081,P0233,Logistics Coordinator
CASE081,P0433,Document Handler
CASE081,P0872,Logistics Coordinator
CASE081,P0789,Document Handler
CASE081,P0525,Vehicle Provider
CASE081,P0742,Unrelated Person
CASE081,P0493,Document Handler
CASE081,P0562,Associate
CASE081,P0107,Communicator
CASE081,P0891,Vehicle Provider
CASE081,P0429,Document Handler
CASE081,P0585,Recruiter
CASE081,P0499,Logistics Coordinator
CASE081,P0439,Document Handler
CASE081,P0075,Unrelated Person
CASE081,P0434,Operational Member
CASE081,P0007,Associate
CASE081,P0679,Unrelated Person
CASE081,P0505,Operational Member
CASE081,P0986,Vehicle Provider
CASE081,P0946,Document Handler
CASE081,P0945,Document Handler
CASE081,P0684,Recruiter
CASE081,P0420,Recruiter
CASE081,P0873,Document Handler
CASE081,P0992,Document Handler
CASE081,P0566,Recruiter
CASE081,P0393,Vehicle Provider
CASE081,P0261,Communicator
CASE081,P0352,Vehicle Provider
CASE081,P0295,Unrelated Person
CASE081,P0944,Logistics Coordinator
CASE082,P0530,Coordinator
CASE082,P0107,Financial Intermediary
CASE082,P0528,False Lead
CASE082,P0042,False Lead
CASE082,P0404,False Lead
CASE082,P0279,Bridge / Communicator
CASE082,P0243,Unrelated Person
CASE082,P0525,Operational Member
CASE082,P0534,Unrelated Person
CASE082,P0397,Operational Member
CASE082,P0701,Unrelated Person
CASE082,P0547,Operational Member
CASE082,P0433,Operational Member
CASE082,P0314,Document Handler
CASE082,P0862,Recruiter
CASE082,P0325,Recruiter
CASE082,P0581,Unrelated Person
CASE082,P0284,Communicator
CASE082,P0103,Vehicle Provider
CASE082,P0186,Associate
CASE082,P0504,Vehicle Provider
CASE082,P0138,Logistics Coordinator
CASE082,P0848,Recruiter
CASE082,P0233,Vehicle Provider
CASE082,P0614,Operational Member
CASE082,P0145,Communicator
CASE082,P0116,Vehicle Provider
CASE082,P0248,Logistics Coordinator
CASE082,P0387,Associate
CASE082,P0255,Associate
CASE082,P0236,Operational Member
CASE083,P0241,Coordinator
CASE083,P0435,Financial Intermediary
CASE083,P0415,False Lead
CASE083,P0288,False Lead
CASE083,P0827,Associate
CASE083,P0351,Associate
CASE083,P0549,Operational Member
CASE083,P0163,Communicator
CASE083,P0277,Logistics Coordinator
CASE083,P0661,Document Handler
CASE083,P0371,Recruiter
CASE083,P0321,Logistics Coordinator
CASE083,P0929,Document Handler
CASE083,P0793,Document Handler
CASE083,P0259,Vehicle Provider
CASE083,P0857,Document Handler
CASE083,P0278,Associate
CASE083,P0324,Recruiter
CASE083,P0014,Operational Member
CASE083,P0066,Recruiter
CASE083,P0601,Unrelated Person
CASE083,P0671,Recruiter
CASE083,P0158,Operational Member
CASE083,P0229,Recruiter
CASE083,P0660,Recruiter
CASE083,P0052,Associate
CASE083,P0850,Associate
CASE083,P0247,Operational Member
CASE084,P0647,Coordinator
CASE084,P0862,Financial Intermediary
CASE084,P0870,False Lead
CASE084,P0576,False Lead
CASE084,P0612,Operational Member
CASE084,P0651,Vehicle Provider
CASE084,P0198,Associate
CASE084,P0960,Unrelated Person
CASE084,P0624,Recruiter
CASE084,P0575,Vehicle Provider
CASE084,P0567,Communicator
CASE084,P0649,Logistics Coordinator
CASE084,P0867,Associate
CASE084,P0785,Recruiter
CASE084,P0077,Associate
CASE084,P0668,Operational Member
CASE084,P0689,Vehicle Provider
CASE084,P0096,Unrelated Person
CASE084,P0185,Logistics Coordinator
CASE084,P0573,Communicator
CASE084,P0699,Unrelated Person
CASE084,P0740,Unrelated Person
CASE084,P0875,Document Handler
CASE084,P0719,Document Handler
CASE084,P0496,Unrelated Person
CASE084,P0724,Logistics Coordinator
CASE085,P0182,Coordinator
CASE085,P0605,Financial Intermediary
CASE085,P0426,False Lead
CASE085,P0158,Bridge / Communicator
CASE085,P0957,Document Handler
CASE085,P0105,Vehicle Provider
CASE085,P0637,Vehicle Provider
CASE085,P0577,Associate
CASE085,P0329,Communicator
CASE086,P0301,Coordinator
CASE086,P0245,Financial Intermediary
CASE086,P0751,False Lead
CASE086,P0443,Bridge / Communicator
CASE086,P0771,Logistics Coordinator
CASE086,P0445,Operational Member
CASE086,P0839,Document Handler
CASE086,P0020,Logistics Coordinator
CASE086,P0469,Unrelated Person
CASE086,P0513,Associate
CASE086,P0322,Associate
CASE086,P0106,Recruiter
CASE086,P0119,Logistics Coordinator
CASE086,P0690,Logistics Coordinator
CASE087,P0359,Coordinator
CASE087,P0826,Financial Intermediary
CASE087,P0638,False Lead
CASE087,P0857,Unrelated Person
CASE087,P0754,Recruiter
CASE087,P0697,Vehicle Provider
CASE087,P0024,Document Handler
CASE088,P0651,Coordinator
CASE088,P0187,Financial Intermediary
CASE088,P0696,False Lead
CASE088,P0279,Bridge / Communicator
CASE088,P0813,Document Handler
CASE088,P0463,Vehicle Provider
CASE088,P0985,Recruiter
CASE088,P0775,Document Handler
CASE088,P0016,Logistics Coordinator
CASE088,P0759,Logistics Coordinator
CASE088,P0714,Vehicle Provider
CASE088,P0825,Recruiter
CASE088,P0459,Communicator
CASE089,P0172,Coordinator
CASE089,P0777,Financial Intermediary
CASE089,P0378,False Lead
CASE089,P0014,Associate
CASE089,P0051,Vehicle Provider
CASE090,P0906,Coordinator
CASE090,P0623,Financial Intermediary
CASE090,P0978,False Lead
CASE090,P0633,False Lead
CASE090,P0376,False Lead
CASE090,P0651,False Lead
CASE090,P0257,False Lead
CASE090,P0328,False Lead
CASE090,P0545,False Lead
CASE090,P0806,Vehicle Provider
CASE090,P0749,Unrelated Person
CASE090,P0643,Operational Member
CASE090,P0362,Recruiter
CASE090,P0482,Logistics Coordinator
CASE090,P0172,Logistics Coordinator
CASE090,P0645,Document Handler
CASE090,P0994,Operational Member
CASE090,P0560,Recruiter
CASE090,P0781,Communicator
CASE090,P0263,Unrelated Person
CASE090,P0105,Document Handler
CASE090,P0962,Associate
CASE090,P0841,Vehicle Provider
CASE090,P0316,Vehicle Provider
CASE090,P0265,Logistics Coordinator
CASE090,P0534,Recruiter
CASE090,P0170,Vehicle Provider
CASE090,P0700,Communicator
CASE090,P0928,Document Handler
CASE090,P0533,Associate
CASE090,P0224,Communicator
CASE090,P0758,Unrelated Person
CASE090,P0966,Recruiter
CASE090,P0840,Operational Member
CASE090,P0008,Unrelated Person
CASE090,P0486,Unrelated Person
CASE090,P0118,Logistics Coordinator
CASE090,P0015,Associate
CASE090,P0117,Associate
CASE090,P0581,Document Handler
CASE090,P0595,Document Handler
CASE090,P0746,Vehicle Provider
CASE090,P0067,Document Handler
CASE090,P0507,Document Handler
CASE090,P0195,Logistics Coordinator
CASE090,P0986,Associate
CASE090,P0152,Vehicle Provider
CASE090,P0524,Document Handler
CASE090,P0883,Unrelated Person
CASE090,P0222,Communicator
CASE090,P0852,Document Handler
CASE090,P0721,Logistics Coordinator
CASE090,P0843,Associate
CASE090,P0449,Vehicle Provider
CASE090,P0078,Vehicle Provider
CASE090,P0961,Logistics Coordinator
CASE090,P0327,Operational Member
CASE090,P0663,Recruiter
CASE090,P0814,Document Handler
CASE090,P0987,Operational Member
CASE090,P0336,Document Handler
CASE090,P0703,Operational Member
CASE090,P0361,Document Handler
CASE090,P0750,Communicator
CASE090,P0691,Logistics Coordinator
CASE090,P0847,Unrelated Person
CASE090,P0474,Unrelated Person
CASE090,P0812,Recruiter
CASE090,P0086,Logistics Coordinator
CASE090,P0945,Recruiter
CASE090,P0348,Logistics Coordinator
CASE090,P0589,Vehicle Provider
CASE090,P0392,Logistics Coordinator
CASE090,P0732,Unrelated Person
CASE090,P0740,Associate
CASE091,P0462,Coordinator
CASE091,P0095,Financial Intermediary
CASE091,P0828,Bridge / Communicator
CASE091,P0600,Document Handler
CASE091,P0286,Logistics Coordinator
CASE091,P0738,Logistics Coordinator
CASE091,P0048,Vehicle Provider
CASE091,P0657,Unrelated Person
CASE092,P0706,Coordinator
CASE092,P0980,Financial Intermediary
CASE092,P0136,False Lead
CASE092,P0472,Logistics Coordinator
CASE092,P0024,Unrelated Person
CASE092,P0309,Operational Member
CASE092,P0822,Communicator
CASE092,P0232,Associate
CASE092,P0187,Associate
CASE092,P0840,Vehicle Provider
CASE092,P0020,Operational Member
CASE092,P0842,Associate
CASE092,P0668,Document Handler
CASE093,P0531,Coordinator
CASE093,P0332,Financial Intermediary
CASE093,P0455,False Lead
CASE093,P0723,Operational Member
CASE093,P0811,Recruiter
CASE093,P0039,Operational Member
CASE093,P0583,Unrelated Person
CASE093,P0311,Associate
CASE094,P0681,Coordinator
CASE094,P0502,Financial Intermediary
CASE094,P0255,False Lead
CASE094,P0269,False Lead
CASE094,P0954,False Lead
CASE094,P0268,False Lead
CASE094,P0286,False Lead
CASE094,P0733,Vehicle Provider
CASE094,P0200,Logistics Coordinator
CASE094,P0825,Communicator
CASE094,P0104,Operational Member
CASE094,P0638,Vehicle Provider
CASE094,P0910,Recruiter
CASE094,P0266,Vehicle Provider
CASE094,P0777,Operational Member
CASE094,P0979,Vehicle Provider
CASE094,P0866,Associate
CASE094,P0226,Logistics Coordinator
CASE094,P0765,Logistics Coordinator
CASE094,P0907,Unrelated Person
CASE094,P0750,Logistics Coordinator
CASE094,P0372,Associate
CASE094,P0186,Communicator
CASE094,P0043,Communicator
CASE094,P0921,Communicator
CASE094,P0088,Operational Member
CASE094,P0783,Operational Member
CASE094,P0356,Logistics Coordinator
CASE094,P0171,Communicator
CASE094,P0228,Associate
CASE094,P0437,Logistics Coordinator
CASE094,P0352,Associate
CASE094,P0501,Recruiter
CASE094,P0841,Document Handler
CASE094,P0865,Communicator
CASE094,P0939,Logistics Coordinator
CASE094,P0198,Unrelated Person
CASE094,P0026,Communicator
CASE094,P0699,Operational Member
CASE094,P0100,Logistics Coordinator
CASE094,P0562,Vehicle Provider
CASE094,P0637,Unrelated Person
CASE094,P0061,Operational Member
CASE094,P0278,Recruiter
CASE094,P0419,Logistics Coordinator
CASE094,P0076,Communicator
CASE094,P0872,Recruiter
CASE094,P0067,Communicator
CASE094,P0080,Communicator
CASE094,P0902,Associate
CASE094,P0151,Unrelated Person
CASE094,P0057,Logistics Coordinator
CASE094,P0032,Logistics Coordinator
CASE095,P0236,Coordinator
CASE095,P0682,Financial Intermediary
CASE095,P0125,False Lead
CASE095,P0315,False Lead
CASE095,P0933,Recruiter
CASE095,P0661,Operational Member
CASE095,P0653,Document Handler
CASE095,P0987,Logistics Coordinator
CASE095,P0260,Vehicle Provider
CASE095,P0207,Communicator
CASE095,P0814,Associate
CASE095,P0519,Vehicle Provider
CASE095,P0679,Logistics Coordinator
CASE095,P0802,Vehicle Provider
CASE095,P0652,Logistics Coordinator
CASE095,P0224,Vehicle Provider
CASE095,P0497,Unrelated Person
CASE095,P0729,Vehicle Provider
CASE095,P0637,Logistics Coordinator
CASE095,P0546,Document Handler
CASE095,P0426,Unrelated Person
CASE095,P0876,Communicator
CASE096,P0673,Coordinator
CASE096,P0331,Financial Intermediary
CASE096,P0332,False Lead
CASE096,P0692,False Lead
CASE096,P0546,False Lead
CASE096,P0812,False Lead
CASE096,P0818,False Lead
CASE096,P0997,False Lead
CASE096,P0279,Bridge / Communicator
