case_id,cdr_id,anomaly_pattern
CASE041,CDR8855,burst_calling
CASE041,CDR8856,burst_calling
CASE041,CDR8857,burst_calling
CASE041,CDR8858,burst_calling
CASE041,CDR8859,burst_calling
CASE041,CDR8860,burst_calling
CASE041,CDR8861,burst_calling
CASE041,CDR8862,burst_calling
CASE041,CDR8863,burst_calling
CASE041,CDR8864,burst_calling
CASE041,CDR8865,odd_hour_contact
CASE041,CDR8866,odd_hour_contact
CASE041,CDR8867,burst_calling
CASE041,CDR8868,burst_calling
CASE041,CDR8869,burst_calling
CASE041,CDR8870,odd_hour_contact|burst_calling
CASE041,CDR8871,burst_calling
CASE041,CDR8880,odd_hour_contact
CASE041,CDR8882,burst_calling
CASE041,CDR8883,burst_calling
CASE041,CDR8884,burst_calling
CASE041,CDR8885,burst_calling
CASE041,CDR8886,burst_calling
CASE041,CDR8891,burst_calling
CASE041,CDR8892,odd_hour_contact|burst_calling
CASE041,CDR8893,burst_calling
CASE041,CDR8894,burst_calling
CASE041,CDR8895,burst_calling
CASE041,CDR8896,odd_hour_contact|burst_calling
CASE041,CDR8897,burst_calling
CASE041,CDR8898,burst_calling
CASE041,CDR8899,burst_calling
CASE041,CDR8900,odd_hour_contact|burst_calling
CASE041,CDR8901,burst_calling
CASE041,CDR8902,burst_calling
CASE041,CDR8903,burst_calling
CASE041,CDR8904,burst_calling
CASE041,CDR8905,odd_hour_contact|burst_calling
CASE041,CDR8906,burst_calling
CASE041,CDR8907,burst_calling
CASE041,CDR8909,odd_hour_contact
CASE041,CDR8914,odd_hour_contact|burst_calling
CASE041,CDR8915,burst_calling
CASE041,CDR8916,odd_hour_contact|burst_calling
CASE041,CDR8917,burst_calling
CASE041,CDR8918,burst_calling
CASE041,CDR8919,odd_hour_contact|burst_calling
CASE041,CDR8920,burst_calling
CASE041,CDR8921,odd_hour_contact|burst_calling
CASE041,CDR8922,odd_hour_contact|burst_calling
CASE041,CDR8923,burst_calling
CASE041,CDR8924,burst_calling
CASE041,CDR8925,burst_calling
CASE041,CDR8926,single_use_contact
CASE041,CDR8927,single_use_contact
CASE041,CDR8928,single_use_contact
CASE041,CDR8929,single_use_contact
CASE041,CDR8930,single_use_contact
CASE041,CDR8931,single_use_contact
CASE041,CDR8932,single_use_contact
CASE041,CDR8933,single_use_contact
CASE041,CDR8934,single_use_contact
CASE041,CDR8935,single_use_contact
CASE041,CDR8936,single_use_contact
CASE041,CDR8937,single_use_contact
CASE041,CDR8938,single_use_contact
CASE041,CDR8939,single_use_contact
CASE041,CDR8940,single_use_contact
CASE041,CDR8941,single_use_contact
CASE041,CDR8942,single_use_contact
CASE041,CDR8943,single_use_contact
CASE041,CDR8944,single_use_contact
CASE041,CDR8945,odd_hour_contact|single_use_contact
CASE041,CDR8946,single_use_contact
CASE041,CDR8947,single_use_contact
CASE041,CDR8948,single_use_contact
CASE041,CDR8949,odd_hour_contact|single_use_contact
CASE041,CDR8950,single_use_contact
CASE041,CDR8951,single_use_contact
CASE041,CDR8952,single_use_contact
CASE041,CDR8953,single_use_contact
CASE041,CDR8954,single_use_contact
CASE041,CDR8955,single_use_contact
CASE041,CDR8956,single_use_contact
CASE041,CDR8957,single_use_contact
CASE041,CDR8958,single_use_contact
CASE041,CDR8959,single_use_contact
CASE041,CDR8960,single_use_contact
CASE041,CDR8961,single_use_contact
CASE041,CDR8962,single_use_contact
CASE041,CDR8963,odd_hour_contact|single_use_contact
CASE041,CDR8964,single_use_contact
CASE041,CDR8965,single_use_contact
CASE041,CDR8966,odd_hour_contact|single_use_contact
CASE041,CDR8967,single_use_contact
CASE041,CDR8968,odd_hour_contact|single_use_contact
CASE041,CDR8969,single_use_contact
CASE041,CDR8970,odd_hour_contact|single_use_contact
CASE041,CDR8971,odd_hour_contact|single_use_contact
CASE041,CDR8972,single_use_contact
CASE041,CDR8973,single_use_contact
CASE041,CDR8974,single_use_contact
CASE041,CDR8975,single_use_contact
CASE041,CDR8976,odd_hour_contact|single_use_contact
CASE041,CDR8977,single_use_contact
CASE041,CDR8978,odd_hour_contact|single_use_contact
CASE041,CDR8979,single_use_contact
CASE041,CDR8980,single_use_contact
CASE041,CDR8981,single_use_contact
CASE041,CDR8982,single_use_contact
CASE041,CDR8983,odd_hour_contact|single_use_contact
CASE041,CDR8984,single_use_contact
CASE041,CDR8985,odd_hour_contact|single_use_contact
CASE041,CDR8986,single_use_contact
CASE041,CDR8987,single_use_contact
CASE041,CDR8988,single_use_contact
CASE041,CDR8989,single_use_contact
CASE041,CDR8990,odd_hour_contact|single_use_contact
CASE041,CDR8991,single_use_contact
CASE041,CDR8992,odd_hour_contact|single_use_contact
CASE041,CDR8993,single_use_contact
CASE041,CDR8994,single_use_contact
CASE041,CDR8995,single_use_contact
CASE041,CDR8996,single_use_contact
CASE041,CDR8997,odd_hour_contact|single_use_contact
CASE041,CDR8998,single_use_contact
CASE041,CDR8999,single_use_contact
CASE041,CDR9000,single_use_contact
CASE041,CDR9001,single_use_contact
CASE041,CDR9002,odd_hour_contact|single_use_contact
CASE041,CDR9003,single_use_contact
CASE041,CDR9004,single_use_contact
CASE041,CDR9005,single_use_contact
CASE041,CDR9006,single_use_contact
CASE041,CDR9007,odd_hour_contact|single_use_contact
CASE041,CDR9008,single_use_contact
CASE041,CDR9009,single_use_contact
CASE041,CDR9010,odd_hour_contact|single_use_contact
CASE041,CDR9011,single_use_contact
CASE041,CDR9012,single_use_contact
CASE041,CDR9013,single_use_contact
CASE041,CDR9014,odd_hour_contact|single_use_contact
CASE041,CDR9015,single_use_contact
CASE042,CDR9016,odd_hour_contact|burst_calling
CASE042,CDR9017,odd_hour_contact|burst_calling
CASE042,CDR9018,odd_hour_contact|burst_calling
CASE042,CDR9019,burst_calling
CASE042,CDR9020,burst_calling
CASE042,CDR9021,burst_calling
CASE042,CDR9022,burst_calling
CASE042,CDR9023,odd_hour_contact|burst_calling
CASE042,CDR9024,burst_calling
CASE042,CDR9025,burst_calling
CASE042,CDR9026,burst_calling
CASE042,CDR9027,burst_calling
CASE042,CDR9028,burst_calling
CASE042,CDR9029,burst_calling
CASE042,CDR9030,burst_calling
CASE042,CDR9031,burst_calling
CASE042,CDR9032,odd_hour_contact|burst_calling
CASE042,CDR9033,odd_hour_contact
CASE042,CDR9040,burst_calling
CASE042,CDR9041,burst_calling
CASE042,CDR9042,burst_calling
CASE042,CDR9043,odd_hour_contact|burst_calling
CASE042,CDR9044,burst_calling
CASE042,CDR9045,burst_calling
CASE042,CDR9046,burst_calling
CASE042,CDR9047,burst_calling
CASE042,CDR9048,burst_calling
CASE042,CDR9049,odd_hour_contact|burst_calling
CASE042,CDR9050,burst_calling
CASE042,CDR9051,burst_calling
CASE042,CDR9052,odd_hour_contact|burst_calling
CASE042,CDR9053,odd_hour_contact|burst_calling
CASE042,CDR9054,odd_hour_contact|burst_calling
CASE042,CDR9055,odd_hour_contact|burst_calling
CASE042,CDR9056,burst_calling
CASE042,CDR9057,odd_hour_contact|burst_calling
CASE042,CDR9060,burst_calling
CASE042,CDR9061,burst_calling
CASE042,CDR9062,burst_calling
CASE042,CDR9063,burst_calling
CASE042,CDR9064,odd_hour_contact|burst_calling
CASE042,CDR9068,burst_calling
CASE042,CDR9069,burst_calling
CASE042,CDR9070,burst_calling
CASE042,CDR9071,burst_calling
CASE042,CDR9072,burst_calling
CASE042,CDR9073,burst_calling
CASE042,CDR9080,burst_calling
CASE042,CDR9081,burst_calling
CASE042,CDR9082,burst_calling
CASE042,CDR9083,odd_hour_contact|burst_calling
CASE042,CDR9084,burst_calling
CASE042,CDR9087,odd_hour_contact
CASE042,CDR9090,single_use_contact
CASE042,CDR9091,single_use_contact
CASE042,CDR9092,single_use_contact
CASE042,CDR9093,single_use_contact
CASE042,CDR9094,single_use_contact
CASE042,CDR9095,odd_hour_contact|single_use_contact
CASE042,CDR9096,single_use_contact
CASE042,CDR9097,single_use_contact
CASE042,CDR9098,single_use_contact
CASE042,CDR9099,single_use_contact
CASE042,CDR9100,single_use_contact
CASE042,CDR9101,single_use_contact
CASE042,CDR9102,odd_hour_contact|single_use_contact
CASE042,CDR9103,single_use_contact
CASE042,CDR9104,single_use_contact
CASE042,CDR9105,single_use_contact
CASE042,CDR9106,single_use_contact
CASE042,CDR9107,single_use_contact
CASE042,CDR9108,single_use_contact
CASE042,CDR9109,single_use_contact
CASE042,CDR9110,single_use_contact
CASE042,CDR9111,single_use_contact
CASE042,CDR9112,single_use_contact
CASE042,CDR9113,single_use_contact
CASE042,CDR9114,single_use_contact
CASE042,CDR9115,single_use_contact
CASE042,CDR9116,single_use_contact
CASE042,CDR9117,single_use_contact
CASE042,CDR9118,single_use_contact
CASE042,CDR9119,single_use_contact
CASE042,CDR9120,odd_hour_contact
CASE042,CDR9121,single_use_contact
CASE042,CDR9122,single_use_contact
CASE042,CDR9123,single_use_contact
CASE042,CDR9124,single_use_contact
CASE042,CDR9125,single_use_contact
CASE042,CDR9126,single_use_contact
CASE042,CDR9127,single_use_contact
CASE042,CDR9128,single_use_contact
CASE042,CDR9129,single_use_contact
CASE042,CDR9130,single_use_contact
CASE042,CDR9131,single_use_contact
CASE042,CDR9132,single_use_contact
CASE042,CDR9133,single_use_contact
CASE042,CDR9134,single_use_contact
CASE042,CDR9135,single_use_contact
CASE042,CDR9136,single_use_contact
CASE042,CDR9137,odd_hour_contact|single_use_contact
CASE042,CDR9138,single_use_contact
CASE042,CDR9139,single_use_contact
CASE042,CDR9140,single_use_contact
CASE042,CDR9141,single_use_contact
CASE042,CDR9142,odd_hour_contact|single_use_contact
CASE042,CDR9143,single_use_contact
CASE042,CDR9144,single_use_contact
CASE042,CDR9145,odd_hour_contact|single_use_contact
CASE042,CDR9146,single_use_contact
CASE042,CDR9147,single_use_contact
CASE042,CDR9148,single_use_contact
CASE042,CDR9149,odd_hour_contact|single_use_contact
CASE042,CDR9150,single_use_contact
CASE042,CDR9151,single_use_contact
CASE042,CDR9152,single_use_contact
CASE042,CDR9153,odd_hour_contact|single_use_contact
CASE042,CDR9154,single_use_contact
CASE042,CDR9155,odd_hour_contact|single_use_contact
CASE042,CDR9157,single_use_contact
CASE042,CDR9158,single_use_contact
CASE042,CDR9159,single_use_contact
CASE042,CDR9160,single_use_contact
CASE042,CDR9161,single_use_contact
CASE042,CDR9162,single_use_contact
CASE042,CDR9163,single_use_contact
CASE042,CDR9164,single_use_contact
CASE042,CDR9165,single_use_contact
CASE042,CDR9166,single_use_contact
CASE042,CDR9167,single_use_contact
CASE042,CDR9168,single_use_contact
CASE042,CDR9169,single_use_contact
CASE042,CDR9170,single_use_contact
CASE042,CDR9171,single_use_contact
CASE042,CDR9172,single_use_contact
CASE042,CDR9173,single_use_contact
CASE042,CDR9174,single_use_contact
CASE042,CDR9175,single_use_contact
CASE042,CDR9176,single_use_contact
CASE042,CDR9177,single_use_contact
CASE042,CDR9178,single_use_contact
CASE042,CDR9179,odd_hour_contact|single_use_contact
CASE043,CDR9180,burst_calling
CASE043,CDR9181,odd_hour_contact|burst_calling
CASE043,CDR9182,burst_calling
CASE043,CDR9183,burst_calling
CASE043,CDR9184,odd_hour_contact|burst_calling
CASE043,CDR9188,odd_hour_contact
CASE043,CDR9189,odd_hour_contact
CASE043,CDR9192,burst_calling
CASE043,CDR9193,burst_calling
CASE043,CDR9194,burst_calling
CASE043,CDR9195,burst_calling
CASE043,CDR9196,burst_calling
CASE043,CDR9197,single_use_contact
CASE043,CDR9198,odd_hour_contact|single_use_contact
CASE043,CDR9199,single_use_contact
CASE043,CDR9200,single_use_contact
CASE043,CDR9201,single_use_contact
CASE043,CDR9202,single_use_contact
CASE043,CDR9203,odd_hour_contact|single_use_contact
CASE043,CDR9204,single_use_contact
CASE043,CDR9205,single_use_contact
CASE043,CDR9206,single_use_contact
CASE043,CDR9207,single_use_contact
CASE043,CDR9208,single_use_contact
CASE043,CDR9209,single_use_contact
CASE043,CDR9210,single_use_contact
CASE043,CDR9211,single_use_contact
CASE043,CDR9212,single_use_contact
CASE043,CDR9213,odd_hour_contact|single_use_contact
CASE043,CDR9214,single_use_contact
CASE043,CDR9215,single_use_contact
CASE043,CDR9216,single_use_contact
CASE043,CDR9217,single_use_contact
CASE043,CDR9218,odd_hour_contact|single_use_contact
CASE043,CDR9219,single_use_contact
CASE043,CDR9220,single_use_contact
CASE043,CDR9221,single_use_contact
CASE043,CDR9222,single_use_contact
CASE043,CDR9223,single_use_contact
CASE043,CDR9224,single_use_contact
CASE043,CDR9225,single_use_contact
CASE043,CDR9226,single_use_contact
CASE043,CDR9227,single_use_contact
CASE043,CDR9228,single_use_contact
CASE043,CDR9229,single_use_contact
CASE043,CDR9230,single_use_contact
CASE043,CDR9231,single_use_contact
CASE043,CDR9232,single_use_contact
CASE043,CDR9233,odd_hour_contact|single_use_contact
CASE043,CDR9235,single_use_contact
CASE043,CDR9236,odd_hour_contact|single_use_contact
CASE043,CDR9237,odd_hour_contact|single_use_contact
CASE043,CDR9238,single_use_contact
CASE043,CDR9239,single_use_contact
CASE043,CDR9240,single_use_contact
CASE043,CDR9241,single_use_contact
CASE043,CDR9242,single_use_contact
CASE043,CDR9243,single_use_contact
CASE043,CDR9244,single_use_contact
CASE043,CDR9245,single_use_contact
CASE043,CDR9246,single_use_contact
CASE043,CDR9247,single_use_contact
CASE043,CDR9248,single_use_contact
CASE043,CDR9249,single_use_contact
CASE043,CDR9250,single_use_contact
CASE043,CDR9251,odd_hour_contact|single_use_contact
CASE043,CDR9252,single_use_contact
CASE043,CDR9253,single_use_contact
CASE043,CDR9254,single_use_contact
CASE043,CDR9255,single_use_contact
CASE043,CDR9256,odd_hour_contact|single_use_contact
CASE043,CDR9257,odd_hour_contact|single_use_contact
CASE043,CDR9259,single_use_contact
CASE043,CDR9260,single_use_contact
CASE043,CDR9261,odd_hour_contact|single_use_contact
CASE043,CDR9263,single_use_contact
CASE043,CDR9264,single_use_contact
CASE043,CDR9265,odd_hour_contact|single_use_contact
CASE043,CDR9266,single_use_contact
CASE043,CDR9267,single_use_contact
CASE043,CDR9268,single_use_contact
CASE043,CDR9269,single_use_contact
CASE043,CDR9270,single_use_contact
CASE043,CDR9271,single_use_contact
CASE043,CDR9272,single_use_contact
CASE043,CDR9273,single_use_contact
CASE043,CDR9274,odd_hour_contact|single_use_contact
CASE043,CDR9276,single_use_contact
CASE043,CDR9277,single_use_contact
CASE043,CDR9278,single_use_contact
CASE043,CDR9279,single_use_contact
CASE043,CDR9280,single_use_contact
CASE043,CDR9281,single_use_contact
CASE043,CDR9282,single_use_contact
CASE043,CDR9283,single_use_contact
CASE043,CDR9284,single_use_contact
CASE043,CDR9285,single_use_contact
CASE043,CDR9286,single_use_contact
CASE044,CDR9289,odd_hour_contact
CASE044,CDR9293,burst_calling
CASE044,CDR9294,burst_calling
CASE044,CDR9295,burst_calling
CASE044,CDR9296,burst_calling
CASE044,CDR9297,burst_calling
CASE044,CDR9298,burst_calling
CASE044,CDR9303,burst_calling
CASE044,CDR9304,burst_calling
CASE044,CDR9305,burst_calling
CASE044,CDR9306,burst_calling
CASE044,CDR9307,burst_calling
CASE044,CDR9309,odd_hour_contact
CASE044,CDR9316,odd_hour_contact
CASE044,CDR9317,odd_hour_contact
CASE044,CDR9320,odd_hour_contact
CASE044,CDR9325,odd_hour_contact|burst_calling
CASE044,CDR9326,burst_calling
CASE044,CDR9327,burst_calling
CASE044,CDR9328,burst_calling
CASE044,CDR9329,odd_hour_contact|burst_calling
CASE044,CDR9330,burst_calling
CASE044,CDR9333,odd_hour_contact
CASE044,CDR9336,burst_calling
CASE044,CDR9337,burst_calling
CASE044,CDR9338,burst_calling
CASE044,CDR9339,burst_calling
CASE044,CDR9340,burst_calling
CASE044,CDR9341,odd_hour_contact|burst_calling
CASE044,CDR9346,single_use_contact
CASE044,CDR9347,odd_hour_contact|single_use_contact
CASE044,CDR9348,single_use_contact
CASE044,CDR9349,single_use_contact
CASE044,CDR9350,single_use_contact
CASE044,CDR9351,single_use_contact
CASE044,CDR9352,single_use_contact
CASE044,CDR9353,single_use_contact
CASE044,CDR9354,single_use_contact
CASE044,CDR9355,single_use_contact
CASE044,CDR9356,single_use_contact
CASE044,CDR9357,odd_hour_contact|single_use_contact
CASE044,CDR9358,single_use_contact
CASE044,CDR9359,odd_hour_contact|single_use_contact
CASE044,CDR9360,single_use_contact
CASE044,CDR9361,single_use_contact
CASE044,CDR9362,single_use_contact
CASE044,CDR9363,single_use_contact
CASE044,CDR9364,odd_hour_contact|single_use_contact
CASE044,CDR9365,odd_hour_contact|single_use_contact
CASE044,CDR9366,single_use_contact
CASE044,CDR9367,single_use_contact
CASE044,CDR9368,single_use_contact
CASE044,CDR9369,odd_hour_contact|single_use_contact
CASE044,CDR9370,single_use_contact
CASE044,CDR9371,odd_hour_contact|single_use_contact
CASE044,CDR9372,single_use_contact
CASE044,CDR9373,single_use_contact
CASE044,CDR9374,single_use_contact
CASE044,CDR9375,single_use_contact
CASE044,CDR9376,odd_hour_contact|single_use_contact
CASE044,CDR9377,single_use_contact
CASE044,CDR9378,single_use_contact
CASE044,CDR9379,single_use_contact
CASE044,CDR9380,single_use_contact
CASE044,CDR9381,single_use_contact
CASE044,CDR9382,single_use_contact
CASE044,CDR9383,single_use_contact
CASE044,CDR9384,single_use_contact
CASE044,CDR9385,single_use_contact
CASE044,CDR9386,single_use_contact
CASE044,CDR9387,single_use_contact
CASE044,CDR9388,single_use_contact
CASE044,CDR9389,single_use_contact
CASE044,CDR9390,odd_hour_contact|single_use_contact
CASE044,CDR9391,single_use_contact
CASE044,CDR9392,odd_hour_contact|single_use_contact
CASE044,CDR9393,odd_hour_contact|single_use_contact
CASE044,CDR9394,single_use_contact
CASE044,CDR9395,single_use_contact
CASE044,CDR9396,single_use_contact
CASE044,CDR9397,single_use_contact
CASE044,CDR9398,single_use_contact
CASE044,CDR9399,single_use_contact
CASE044,CDR9400,single_use_contact
CASE044,CDR9401,single_use_contact
CASE044,CDR9402,odd_hour_contact|single_use_contact
CASE044,CDR9403,odd_hour_contact|single_use_contact
CASE044,CDR9404,single_use_contact
CASE044,CDR9405,odd_hour_contact|single_use_contact
CASE044,CDR9406,single_use_contact
CASE044,CDR9407,odd_hour_contact|single_use_contact
CASE044,CDR9408,single_use_contact
CASE044,CDR9409,single_use_contact
CASE044,CDR9411,single_use_contact
CASE044,CDR9412,single_use_contact
CASE044,CDR9413,single_use_contact
CASE044,CDR9414,single_use_contact
CASE044,CDR9415,odd_hour_contact|single_use_contact
CASE044,CDR9416,odd_hour_contact|single_use_contact
CASE044,CDR9417,single_use_contact
CASE044,CDR9418,single_use_contact
CASE044,CDR9419,single_use_contact
CASE044,CDR9420,single_use_contact
CASE044,CDR9421,single_use_contact
CASE044,CDR9422,single_use_contact
CASE044,CDR9423,single_use_contact
CASE044,CDR9424,single_use_contact
CASE044,CDR9425,single_use_contact
CASE044,CDR9426,single_use_contact
CASE044,CDR9427,single_use_contact
CASE044,CDR9428,odd_hour_contact|single_use_contact
CASE044,CDR9429,single_use_contact
CASE044,CDR9430,single_use_contact
CASE044,CDR9431,odd_hour_contact|single_use_contact
CASE044,CDR9432,single_use_contact
CASE044,CDR9433,odd_hour_contact|single_use_contact
CASE044,CDR9434,single_use_contact
CASE045,CDR9436,odd_hour_contact
CASE045,CDR9437,odd_hour_contact
CASE045,CDR9438,odd_hour_contact
CASE045,CDR9440,burst_calling
CASE045,CDR9441,odd_hour_contact|burst_calling
CASE045,CDR9442,odd_hour_contact|burst_calling
CASE045,CDR9443,burst_calling
CASE045,CDR9444,burst_calling
CASE045,CDR9445,burst_calling
CASE045,CDR9446,odd_hour_contact|burst_calling
CASE045,CDR9447,burst_calling
CASE045,CDR9448,burst_calling
CASE045,CDR9449,burst_calling
CASE045,CDR9450,burst_calling
CASE045,CDR9453,odd_hour_contact
CASE045,CDR9454,burst_calling
CASE045,CDR9455,burst_calling
CASE045,CDR9456,odd_hour_contact|burst_calling
CASE045,CDR9457,burst_calling
CASE045,CDR9458,burst_calling
CASE045,CDR9459,burst_calling
CASE045,CDR9460,burst_calling
CASE045,CDR9461,burst_calling
CASE045,CDR9462,odd_hour_contact|burst_calling
CASE045,CDR9463,burst_calling
CASE045,CDR9464,odd_hour_contact|burst_calling
CASE045,CDR9465,odd_hour_contact|burst_calling
CASE045,CDR9466,burst_calling
CASE045,CDR9467,burst_calling
CASE045,CDR9468,burst_calling
CASE045,CDR9469,burst_calling
CASE045,CDR9470,burst_calling
CASE045,CDR9488,odd_hour_contact|single_use_contact
CASE045,CDR9489,odd_hour_contact|single_use_contact
CASE045,CDR9490,single_use_contact
CASE045,CDR9491,single_use_contact
CASE045,CDR9492,odd_hour_contact|single_use_contact
CASE045,CDR9493,single_use_contact
CASE045,CDR9495,single_use_contact
CASE045,CDR9496,single_use_contact
CASE045,CDR9497,odd_hour_contact|single_use_contact
CASE045,CDR9498,single_use_contact
CASE045,CDR9499,single_use_contact
CASE045,CDR9501,single_use_contact
CASE045,CDR9502,single_use_contact
CASE045,CDR9503,odd_hour_contact|single_use_contact
CASE045,CDR9504,single_use_contact
CASE045,CDR9505,single_use_contact
CASE045,CDR9506,single_use_contact
CASE045,CDR9507,single_use_contact
CASE045,CDR9508,single_use_contact
CASE045,CDR9509,single_use_contact
CASE045,CDR9510,single_use_contact
CASE045,CDR9511,single_use_contact
CASE045,CDR9512,single_use_contact
CASE045,CDR9513,single_use_contact
CASE045,CDR9514,single_use_contact
CASE045,CDR9515,odd_hour_contact|single_use_contact
CASE045,CDR9516,single_use_contact
CASE045,CDR9517,odd_hour_contact|single_use_contact
CASE045,CDR9518,single_use_contact
CASE045,CDR9519,single_use_contact
CASE045,CDR9520,single_use_contact
CASE045,CDR9521,single_use_contact
CASE045,CDR9522,odd_hour_contact|single_use_contact
CASE045,CDR9523,odd_hour_contact|single_use_contact
CASE045,CDR9524,single_use_contact
CASE045,CDR9525,single_use_contact
CASE045,CDR9526,single_use_contact
CASE045,CDR9527,odd_hour_contact|single_use_contact
CASE045,CDR9528,single_use_contact
CASE045,CDR9529,single_use_contact
CASE045,CDR9530,single_use_contact
CASE045,CDR9531,single_use_contact
CASE045,CDR9532,odd_hour_contact|single_use_contact
CASE045,CDR9533,single_use_contact
CASE045,CDR9534,single_use_contact
CASE045,CDR9535,odd_hour_contact|single_use_contact
CASE045,CDR9536,odd_hour_contact|single_use_contact
CASE045,CDR9537,single_use_contact
CASE045,CDR9538,single_use_contact
CASE045,CDR9539,odd_hour_contact|single_use_contact
CASE045,CDR9540,single_use_contact
CASE045,CDR9541,odd_hour_contact|single_use_contact
CASE045,CDR9542,single_use_contact
CASE045,CDR9543,single_use_contact
CASE045,CDR9544,single_use_contact
CASE045,CDR9545,single_use_contact
CASE045,CDR9546,odd_hour_contact|single_use_contact
CASE045,CDR9547,single_use_contact
CASE045,CDR9548,odd_hour_contact|single_use_contact
CASE045,CDR9549,single_use_contact
CASE045,CDR9550,single_use_contact
CASE045,CDR9551,single_use_contact
CASE045,CDR9552,single_use_contact
CASE045,CDR9553,single_use_contact
CASE045,CDR9554,single_use_contact
CASE045,CDR9555,single_use_contact
CASE045,CDR9556,single_use_contact
CASE045,CDR9557,single_use_contact
CASE045,CDR9558,single_use_contact
CASE045,CDR9559,single_use_contact
CASE045,CDR9560,single_use_contact
CASE045,CDR9561,single_use_contact
CASE045,CDR9562,odd_hour_contact|single_use_contact
CASE045,CDR9563,odd_hour_contact|single_use_contact
CASE045,CDR9564,single_use_contact
CASE045,CDR9565,single_use_contact
CASE045,CDR9566,single_use_contact
CASE045,CDR9567,single_use_contact
CASE045,CDR9568,single_use_contact
CASE045,CDR9569,single_use_contact
CASE045,CDR9570,single_use_contact
CASE045,CDR9571,single_use_contact
CASE045,CDR9572,single_use_contact
CASE045,CDR9573,single_use_contact
CASE045,CDR9574,single_use_contact
CASE045,CDR9575,single_use_contact
CASE045,CDR9576,odd_hour_contact|single_use_contact
CASE045,CDR9577,single_use_contact
CASE046,CDR9578,odd_hour_contact
CASE046,CDR9581,burst_calling
CASE046,CDR9582,burst_calling
CASE046,CDR9583,burst_calling
CASE046,CDR9584,burst_calling
CASE046,CDR9585,burst_calling
CASE046,CDR9586,odd_hour_contact|burst_calling
CASE046,CDR9587,single_use_contact
CASE046,CDR9588,single_use_contact
CASE046,CDR9589,odd_hour_contact|single_use_contact
CASE046,CDR9590,single_use_contact
CASE046,CDR9591,single_use_contact
CASE046,CDR9592,odd_hour_contact|single_use_contact
CASE046,CDR9593,single_use_contact
CASE046,CDR9594,single_use_contact
CASE046,CDR9595,single_use_contact
CASE046,CDR9596,single_use_contact
CASE046,CDR9597,single_use_contact
CASE046,CDR9598,single_use_contact
CASE046,CDR9599,single_use_contact
CASE046,CDR9600,single_use_contact
CASE046,CDR9601,odd_hour_contact|single_use_contact
CASE046,CDR9602,single_use_contact
CASE046,CDR9603,single_use_contact
CASE046,CDR9604,single_use_contact
CASE046,CDR9605,odd_hour_contact
CASE046,CDR9607,single_use_contact
CASE046,CDR9608,single_use_contact
CASE046,CDR9609,single_use_contact
CASE046,CDR9611,single_use_contact
CASE046,CDR9612,odd_hour_contact|single_use_contact
CASE046,CDR9614,odd_hour_contact
CASE046,CDR9615,odd_hour_contact|single_use_contact
CASE046,CDR9616,single_use_contact
CASE046,CDR9617,single_use_contact
CASE046,CDR9618,single_use_contact
CASE046,CDR9619,odd_hour_contact|single_use_contact
CASE046,CDR9620,single_use_contact
CASE046,CDR9621,single_use_contact
CASE046,CDR9623,single_use_contact
CASE046,CDR9624,single_use_contact
CASE046,CDR9625,single_use_contact
CASE046,CDR9626,single_use_contact
CASE046,CDR9627,odd_hour_contact|single_use_contact
CASE046,CDR9628,single_use_contact
CASE046,CDR9629,odd_hour_contact|single_use_contact
CASE046,CDR9630,single_use_contact
CASE046,CDR9631,single_use_contact
CASE046,CDR9632,single_use_contact
CASE046,CDR9633,single_use_contact
CASE046,CDR9634,odd_hour_contact|single_use_contact
CASE046,CDR9635,single_use_contact
CASE046,CDR9636,single_use_contact
CASE046,CDR9637,single_use_contact
CASE046,CDR9638,single_use_contact
CASE046,CDR9639,single_use_contact
CASE046,CDR9640,single_use_contact
CASE046,CDR9641,single_use_contact
CASE046,CDR9642,odd_hour_contact|single_use_contact
CASE046,CDR9643,single_use_contact
CASE046,CDR9644,odd_hour_contact|single_use_contact
CASE046,CDR9645,odd_hour_contact|single_use_contact
CASE046,CDR9646,single_use_contact
CASE046,CDR9647,odd_hour_contact|single_use_contact
CASE046,CDR9648,single_use_contact
CASE046,CDR9649,single_use_contact
CASE046,CDR9650,single_use_contact
CASE046,CDR9651,single_use_contact
CASE046,CDR9652,single_use_contact
CASE046,CDR9653,odd_hour_contact|single_use_contact
CASE046,CDR9654,odd_hour_contact|single_use_contact
CASE046,CDR9655,single_use_contact
CASE046,CDR9656,odd_hour_contact|single_use_contact
CASE046,CDR9657,single_use_contact
CASE046,CDR9658,single_use_contact
CASE046,CDR9659,odd_hour_contact|single_use_contact
CASE046,CDR9660,single_use_contact
CASE046,CDR9661,single_use_contact
CASE046,CDR9662,single_use_contact
CASE046,CDR9663,single_use_contact
CASE046,CDR9664,odd_hour_contact|single_use_contact
CASE046,CDR9665,odd_hour_contact|single_use_contact
CASE046,CDR9666,single_use_contact
CASE046,CDR9667,single_use_contact
CASE046,CDR9668,single_use_contact
CASE046,CDR9669,single_use_contact
CASE046,CDR9670,odd_hour_contact|single_use_contact
CASE046,CDR9671,single_use_contact
CASE046,CDR9672,single_use_contact
CASE046,CDR9673,single_use_contact
CASE046,CDR9674,single_use_contact
CASE046,CDR9675,single_use_contact
CASE046,CDR9676,single_use_contact
CASE047,CDR9680,burst_calling
