case_id,person_id,true_role,is_innocent
CASE059,P0458,Vehicle Provider,N
CASE059,P0193,Operational Member,N
CASE059,P0603,Operational Member,N
CASE059,P0885,Operational Member,N
CASE059,P0207,Operational Member,N
CASE059,P0584,Communicator,N
CASE059,P0450,Document Handler,N
CASE059,P0692,Associate,N
CASE060,P0577,Coordinator,N
CASE060,P0884,Financial Intermediary,N
CASE060,P1000,False Lead,Y
CASE060,P0557,False Lead,Y
CASE060,P0354,False Lead,Y
CASE060,P0062,Recruiter,N
CASE060,P0713,Recruiter,N
CASE060,P0373,Unrelated Person,Y
CASE060,P0311,Communicator,N
CASE060,P0358,Operational Member,N
CASE060,P0374,Recruiter,N
CASE060,P0758,Unrelated Person,Y
CASE060,P0696,Associate,N
CASE060,P0666,Associate,N
CASE060,P0968,Communicator,N
CASE060,P0498,Document Handler,N
CASE060,P0371,Operational Member,N
CASE060,P0917,Unrelated Person,Y
CASE060,P0035,Recruiter,N
CASE060,P0733,Logistics Coordinator,N
CASE060,P0033,Associate,N
CASE060,P0316,Recruiter,N
CASE060,P0730,Unrelated Person,Y
CASE060,P0934,Vehicle Provider,N
CASE060,P0529,Operational Member,N
CASE060,P0263,Recruiter,N
CASE060,P0381,Associate,N
CASE060,P0684,Unrelated Person,Y
CASE060,P0981,Communicator,N
CASE060,P0580,Unrelated Person,Y
CASE060,P0550,Vehicle Provider,N
CASE060,P0370,Vehicle Provider,N
CASE060,P0830,Operational Member,N
CASE060,P0559,Operational Member,N
CASE060,P0851,Vehicle Provider,N
CASE060,P0960,Recruiter,N
CASE060,P0494,Unrelated Person,Y
CASE060,P0697,Operational Member,N
CASE060,P0241,Operational Member,N
CASE061,P0353,Coordinator,N
CASE061,P0432,Financial Intermediary,N
CASE061,P0023,False Lead,Y
CASE061,P0996,False Lead,Y
CASE061,P0740,False Lead,Y
CASE061,P0331,False Lead,Y
CASE061,P0001,False Lead,Y
CASE061,P0103,False Lead,Y
CASE061,P0136,False Lead,Y
CASE061,P0035,Communicator,N
CASE061,P0715,Operational Member,N
CASE061,P0133,Document Handler,N
CASE061,P0497,Unrelated Person,Y
CASE061,P0879,Operational Member,N
CASE061,P0661,Unrelated Person,Y
CASE061,P0414,Recruiter,N
CASE061,P0198,Logistics Coordinator,N
CASE061,P0474,Unrelated Person,Y
CASE061,P0115,Communicator,N
CASE061,P0411,Associate,N
CASE061,P0617,Operational Member,N
CASE061,P0711,Unrelated Person,Y
CASE061,P0493,Logistics Coordinator,N
CASE061,P0549,Logistics Coordinator,N
CASE061,P0899,Communicator,N
CASE061,P0294,Unrelated Person,Y
CASE061,P0839,Operational Member,N
CASE061,P0961,Associate,N
CASE061,P0345,Communicator,N
CASE061,P0826,Associate,N
CASE061,P0544,Logistics Coordinator,N
CASE061,P0923,Vehicle Provider,N
CASE061,P0933,Operational Member,N
CASE061,P0492,Communicator,N
CASE061,P0050,Associate,N
CASE061,P0456,Operational Member,N
CASE061,P0116,Operational Member,N
CASE061,P0356,Recruiter,N
CASE061,P0363,Recruiter,N
CASE061,P0908,Communicator,N
CASE061,P0072,Recruiter,N
CASE061,P0752,Associate,N
CASE061,P0399,Communicator,N
CASE061,P0855,Associate,N
CASE061,P0114,Associate,N
CASE061,P0800,Document Handler,N
CASE061,P0510,Vehicle Provider,N
CASE061,P0371,Recruiter,N
CASE061,P0620,Operational Member,N
CASE061,P0272,Unrelated Person,Y
CASE061,P0288,Unrelated Person,Y
CASE061,P0346,Vehicle Provider,N
CASE061,P0816,Document Handler,N
CASE061,P0968,Recruiter,N
CASE061,P0779,Associate,N
CASE061,P0350,Document Handler,N
CASE061,P0298,Communicator,N
CASE061,P0370,Associate,N
CASE061,P0631,Document Handler,N
CASE061,P0650,Associate,N
CASE061,P0327,Operational Member,N
CASE061,P0459,Document Handler,N
CASE061,P0890,Document Handler,N
CASE061,P0725,Document Handler,N
CASE061,P0766,Unrelated Person,Y
CASE061,P0902,Vehicle Provider,N
CASE061,P0049,Associate,N
CASE061,P0280,Vehicle Provider,N
CASE061,P0435,Logistics Coordinator,N
CASE061,P0501,Unrelated Person,Y
CASE061,P0601,Logistics Coordinator,N
CASE061,P0379,Communicator,N
CASE061,P0821,Communicator,N
CASE061,P0321,Operational Member,N
CASE062,P0901,Coordinator,N
CASE062,P0794,Financial Intermediary,N
CASE062,P0395,False Lead,Y
CASE062,P0816,False Lead,Y
CASE062,P0625,Bridge / Communicator,N
CASE062,P0404,False Lead,Y
CASE062,P0314,Vehicle Provider,N
CASE062,P0463,Operational Member,N
CASE062,P0366,Vehicle Provider,N
CASE062,P0108,Operational Member,N
CASE062,P0757,Communicator,N
CASE062,P0456,Logistics Coordinator,N
CASE062,P0200,Logistics Coordinator,N
CASE062,P0824,Document Handler,N
CASE062,P0363,Associate,N
CASE062,P0980,Associate,N
CASE062,P0895,Communicator,N
CASE062,P0328,Logistics Coordinator,N
CASE062,P0519,Operational Member,N
CASE062,P0664,Communicator,N
CASE062,P0782,Communicator,N
CASE062,P0199,Vehicle Provider,N
CASE062,P0070,Unrelated Person,Y
CASE062,P0359,Unrelated Person,Y
CASE062,P0053,Document Handler,N
CASE062,P0287,Logistics Coordinator,N
CASE062,P0653,Document Handler,N
CASE062,P0915,Associate,N
CASE062,P0446,Operational Member,N
CASE062,P0112,Associate,N
CASE062,P0297,Operational Member,N
CASE062,P0060,Recruiter,N
CASE062,P0996,Recruiter,N
CASE062,P0806,Operational Member,N
CASE062,P0345,Document Handler,N
CASE062,P0280,Communicator,N
CASE062,P0853,Logistics Coordinator,N
CASE062,P0370,Vehicle Provider,N
CASE062,P0288,Operational Member,N
CASE062,P0181,Logistics Coordinator,N
CASE062,P0875,Communicator,N
CASE062,P0469,Communicator,N
CASE062,P0969,Communicator,N
CASE062,P0544,Logistics Coordinator,N
CASE063,P0148,Coordinator,N
CASE063,P0471,Financial Intermediary,N
CASE063,P0615,False Lead,Y
CASE063,P0973,False Lead,Y
CASE063,P0689,False Lead,Y
CASE063,P0064,False Lead,Y
CASE063,P0431,False Lead,Y
CASE063,P0116,Associate,N
CASE063,P0272,Communicator,N
CASE063,P0694,Vehicle Provider,N
CASE063,P0229,Operational Member,N
CASE063,P0005,Associate,N
CASE063,P0017,Document Handler,N
CASE063,P0124,Associate,N
CASE063,P0545,Document Handler,N
CASE063,P0707,Unrelated Person,Y
CASE063,P0223,Communicator,N
CASE063,P0390,Recruiter,N
CASE063,P0659,Unrelated Person,Y
CASE063,P0806,Logistics Coordinator,N
CASE063,P0607,Logistics Coordinator,N
CASE063,P0307,Communicator,N
CASE063,P0448,Associate,N
CASE063,P0999,Document Handler,N
CASE063,P0484,Logistics Coordinator,N
CASE063,P0812,Unrelated Person,Y
CASE063,P0370,Recruiter,N
CASE063,P0168,Operational Member,N
CASE063,P0289,Associate,N
CASE063,P0930,Unrelated Person,Y
CASE063,P0306,Logistics Coordinator,N
CASE063,P0027,Associate,N
CASE063,P0611,Unrelated Person,Y
CASE063,P0986,Recruiter,N
CASE063,P0145,Vehicle Provider,N
CASE063,P0469,Recruiter,N
CASE063,P0630,Communicator,N
CASE063,P0451,Vehicle Provider,N
CASE063,P0575,Vehicle Provider,N
CASE063,P0216,Document Handler,N
CASE063,P0135,Recruiter,N
CASE063,P0646,Vehicle Provider,N
CASE063,P0947,Recruiter,N
CASE063,P0861,Operational Member,N
CASE063,P0499,Unrelated Person,Y
CASE063,P0786,Recruiter,N
CASE063,P0134,Unrelated Person,Y
CASE063,P0350,Logistics Coordinator,N
CASE063,P0001,Vehicle Provider,N
CASE063,P0206,Unrelated Person,Y
CASE063,P0282,Operational Member,N
CASE063,P0173,Associate,N
CASE063,P0189,Operational Member,N
CASE063,P0943,Operational Member,N
CASE063,P0388,Recruiter,N
CASE063,P0601,Logistics Coordinator,N
CASE063,P0746,Associate,N
CASE063,P0164,Communicator,N
CASE064,P0753,Coordinator,N
CASE064,P0462,Financial Intermediary,N
CASE064,P0568,False Lead,Y
CASE064,P0488,Vehicle Provider,N
CASE064,P0519,Operational Member,N
CASE064,P0169,Communicator,N
CASE064,P0848,Vehicle Provider,N
CASE065,P0790,Coordinator,N
CASE065,P0560,Financial Intermediary,N
CASE065,P0598,False Lead,Y
CASE065,P0401,Unrelated Person,Y
CASE065,P0795,Recruiter,N
CASE065,P0015,Unrelated Person,Y
CASE065,P0561,Operational Member,N
CASE066,P0778,Coordinator,N
CASE066,P0180,Financial Intermediary,N
CASE066,P0368,False Lead,Y
CASE066,P0107,False Lead,Y
CASE066,P0930,False Lead,Y
CASE066,P0969,False Lead,Y
CASE066,P0942,False Lead,Y
CASE066,P0795,False Lead,Y
CASE066,P0724,False Lead,Y
CASE066,P0671,Bridge / Communicator,N
CASE066,P0743,Associate,N
CASE066,P0845,Operational Member,N
CASE066,P0956,Unrelated Person,Y
CASE066,P0648,Operational Member,N
CASE066,P0148,Unrelated Person,Y
CASE066,P0853,Communicator,N
CASE066,P0809,Unrelated Person,Y
CASE066,P0389,Logistics Coordinator,N
CASE066,P0940,Associate,N
CASE066,P0606,Vehicle Provider,N
CASE066,P0789,Unrelated Person,Y
CASE066,P0132,Associate,N
CASE066,P0274,Associate,N
CASE066,P0859,Operational Member,N
CASE066,P0213,Vehicle Provider,N
CASE066,P0450,Logistics Coordinator,N
CASE066,P0153,Associate,N
CASE066,P0932,Associate,N
CASE066,P0101,Recruiter,N
CASE066,P0248,Logistics Coordinator,N
CASE066,P0090,Document Handler,N
CASE066,P0141,Unrelated Person,Y
CASE066,P0189,Operational Member,N
CASE066,P0601,Unrelated Person,Y
CASE066,P0725,Recruiter,N
CASE066,P0405,Associate,N
CASE066,P0750,Vehicle Provider,N
CASE066,P0688,Vehicle Provider,N
CASE066,P0957,Unrelated Person,Y
CASE066,P0830,Recruiter,N
CASE066,P0113,Operational Member,N
CASE066,P0171,Operational Member,N
CASE066,P0475,Unrelated Person,Y
CASE066,P0104,Logistics Coordinator,N
CASE066,P0379,Operational Member,N
CASE066,P0850,Vehicle Provider,N
CASE066,P0584,Document Handler,N
CASE066,P0580,Vehicle Provider,N
CASE066,P0055,Operational Member,N
CASE066,P0410,Associate,N
CASE066,P0501,Associate,N
CASE066,P0543,Vehicle Provider,N
CASE066,P0391,Communicator,N
CASE066,P0432,Unrelated Person,Y
CASE066,P0498,Unrelated Person,Y
CASE066,P0669,Recruiter,N
CASE066,P0441,Document Handler,N
CASE066,P0121,Vehicle Provider,N
CASE066,P0713,Associate,N
CASE066,P0697,Logistics Coordinator,N
CASE066,P0878,Document Handler,N
CASE066,P0444,Logistics Coordinator,N
CASE066,P0357,Communicator,N
CASE066,P0784,Unrelated Person,Y
CASE066,P0964,Logistics Coordinator,N
CASE066,P0553,Logistics Coordinator,N
CASE066,P0003,Vehicle Provider,N
CASE066,P0687,Unrelated Person,Y
CASE066,P0469,Associate,N
CASE066,P0806,Associate,N
CASE066,P0159,Unrelated Person,Y
CASE067,P0156,Coordinator,N
CASE067,P0258,Financial Intermediary,N
CASE067,P0847,False Lead,Y
CASE068,P0763,Coordinator,N
CASE068,P0309,Financial Intermediary,N
CASE068,P0795,False Lead,Y
CASE068,P0721,False Lead,Y
CASE068,P0939,False Lead,Y
CASE068,P0622,Document Handler,N
CASE068,P0267,Vehicle Provider,N
CASE068,P0115,Communicator,N
CASE068,P0932,Recruiter,N
CASE068,P0068,Recruiter,N
CASE068,P0333,Vehicle Provider,N
CASE068,P0225,Unrelated Person,Y
CASE068,P0107,Operational Member,N
CASE068,P0089,Logistics Coordinator,N
CASE068,P0994,Unrelated Person,Y
CASE068,P0845,Associate,N
CASE068,P0923,Associate,N
CASE068,P0280,Operational Member,N
CASE068,P0051,Logistics Coordinator,N
CASE068,P0510,Recruiter,N
CASE068,P0971,Recruiter,N
CASE068,P0238,Vehicle Provider,N
CASE068,P0262,Recruiter,N
CASE068,P0724,Communicator,N
CASE068,P0103,Unrelated Person,Y
CASE068,P0712,Recruiter,N
CASE068,P0788,Document Handler,N
CASE068,P0980,Communicator,N
CASE068,P0512,Unrelated Person,Y
CASE068,P0989,Document Handler,N
CASE068,P0571,Operational Member,N
CASE069,P0195,Coordinator,N
CASE069,P0846,Financial Intermediary,N
CASE069,P0180,False Lead,Y
CASE069,P0914,Operational Member,N
CASE069,P0906,Logistics Coordinator,N
CASE069,P0326,Unrelated Person,Y
CASE069,P0737,Document Handler,N
CASE069,P0212,Unrelated Person,Y
CASE069,P0700,Logistics Coordinator,N
CASE069,P0757,Vehicle Provider,N
CASE069,P0550,Operational Member,N
CASE069,P0016,Logistics Coordinator,N
CASE069,P0293,Logistics Coordinator,N
CASE069,P0998,Associate,N
CASE069,P0919,Document Handler,N
CASE069,P0079,Recruiter,N
CASE070,P0300,Coordinator,N
CASE070,P0357,Financial Intermediary,N
CASE070,P0128,False Lead,Y
CASE070,P0316,False Lead,Y
CASE070,P0270,Associate,N
CASE070,P0738,Unrelated Person,Y
CASE070,P0469,Recruiter,N
CASE070,P0262,Unrelated Person,Y
CASE070,P0663,Operational Member,N
CASE070,P0084,Unrelated Person,Y
CASE070,P0861,Vehicle Provider,N
CASE070,P0853,Associate,N
CASE070,P0710,Associate,N
CASE070,P0418,Operational Member,N
CASE070,P0212,Operational Member,N
CASE070,P0563,Recruiter,N
CASE070,P0766,Recruiter,N
CASE070,P0240,Associate,N
CASE070,P0510,Operational Member,N
CASE070,P0175,Operational Member,N
CASE070,P0770,Operational Member,N
CASE070,P0383,Vehicle Provider,N
CASE070,P0430,Document Handler,N
CASE070,P0980,Operational Member,N
CASE071,P0662,Coordinator,N
CASE071,P0023,Financial Intermediary,N
CASE071,P0549,False Lead,Y
CASE071,P0499,False Lead,Y
CASE071,P0197,False Lead,Y
CASE071,P0482,False Lead,Y
CASE071,P0508,Bridge / Communicator,N
CASE071,P0683,Associate,N
CASE071,P0693,Operational Member,N
CASE071,P0061,Vehicle Provider,N
CASE071,P0175,Operational Member,N
CASE071,P0665,Unrelated Person,Y
CASE071,P0341,Unrelated Person,Y
CASE071,P0206,Recruiter,N
CASE071,P0737,Recruiter,N
CASE071,P0924,Associate,N
CASE071,P0518,Recruiter,N
CASE071,P0990,Recruiter,N
CASE071,P0689,Unrelated Person,Y
CASE071,P0126,Logistics Coordinator,N
CASE071,P0736,Unrelated Person,Y
CASE071,P0286,Unrelated Person,Y
CASE071,P0954,Logistics Coordinator,N
CASE071,P0059,Operational Member,N
CASE071,P0072,Recruiter,N
CASE071,P0314,Document Handler,N
CASE071,P0459,Vehicle Provider,N
CASE071,P0998,Document Handler,N
CASE071,P0419,Associate,N
CASE071,P0310,Vehicle Provider,N
CASE071,P0401,Associate,N
CASE071,P0484,Document Handler,N
CASE071,P0381,Logistics Coordinator,N
CASE071,P0724,Vehicle Provider,N
CASE071,P0232,Communicator,N
CASE071,P0437,Document Handler,N
CASE071,P0378,Unrelated Person,Y
CASE071,P0553,Communicator,N
CASE071,P0411,Unrelated Person,Y
CASE071,P0649,Vehicle Provider,N
CASE071,P0651,Recruiter,N
CASE071,P0057,Associate,N
CASE071,P0745,Vehicle Provider,N
CASE072,P0958,Coordinator,N
CASE072,P0650,Financial Intermediary,N
CASE072,P0311,False Lead,Y
CASE072,P0240,False Lead,Y
CASE072,P0751,False Lead,Y
CASE072,P0754,False Lead,Y
CASE072,P0065,False Lead,Y
CASE072,P0588,False Lead,Y
CASE072,P0172,Document Handler,N
CASE072,P0938,Associate,N
CASE072,P0663,Communicator,N
CASE072,P0019,Recruiter,N
CASE072,P0615,Logistics Coordinator,N
CASE072,P0450,Vehicle Provider,N
CASE072,P0935,Communicator,N
CASE072,P0869,Unrelated Person,Y
CASE072,P0825,Recruiter,N
CASE072,P0837,Recruiter,N
CASE072,P0336,Unrelated Person,Y
CASE072,P0323,Operational Member,N
CASE072,P0051,Communicator,N
CASE072,P0281,Vehicle Provider,N
CASE072,P0004,Communicator,N
CASE072,P0261,Communicator,N
CASE072,P0295,Document Handler,N
CASE072,P0489,Unrelated Person,Y
CASE072,P0401,Unrelated Person,Y
CASE072,P0319,Vehicle Provider,N
CASE072,P0691,Operational Member,N
CASE072,P0379,Recruiter,N
CASE072,P0757,Communicator,N
CASE072,P0906,Logistics Coordinator,N
CASE072,P0808,Logistics Coordinator,N
CASE072,P0070,Recruiter,N
CASE072,P0377,Recruiter,N
CASE072,P0169,Vehicle Provider,N
CASE072,P0146,Unrelated Person,Y
CASE072,P0769,Vehicle Provider,N
CASE072,P0604,Communicator,N
CASE072,P0164,Operational Member,N
CASE072,P0592,Recruiter,N
CASE072,P0636,Vehicle Provider,N
CASE072,P0214,Logistics Coordinator,N
CASE072,P0047,Communicator,N
CASE072,P0767,Operational Member,N
CASE072,P0687,Recruiter,N
CASE072,P0010,Unrelated Person,Y
CASE072,P0968,Logistics Coordinator,N
CASE072,P0599,Unrelated Person,Y
CASE072,P0764,Unrelated Person,Y
CASE072,P0887,Document Handler,N
CASE072,P0048,Unrelated Person,Y
CASE072,P0290,Logistics Coordinator,N
CASE072,P0882,Document Handler,N
CASE072,P0955,Document Handler,N
CASE072,P0846,Vehicle Provider,N
CASE072,P0883,Recruiter,N
CASE072,P0834,Communicator,N
CASE072,P0533,Vehicle Provider,N
CASE072,P0920,Recruiter,N
CASE072,P0481,Document Handler,N
CASE072,P0541,Document Handler,N
CASE072,P0108,Unrelated Person,Y
CASE072,P0473,Vehicle Provider,N
CASE072,P0670,Logistics Coordinator,N
CASE072,P0403,Operational Member,N
CASE072,P0289,Unrelated Person,Y
CASE072,P0013,Logistics Coordinator,N
CASE073,P0664,Coordinator,N
CASE073,P0450,Financial Intermediary,N
CASE073,P0955,False Lead,Y
CASE073,P0235,False Lead,Y
CASE073,P0358,False Lead,Y
CASE073,P0286,Associate,N
CASE073,P0572,Unrelated Person,Y
CASE073,P0321,Document Handler,N
CASE073,P0455,Communicator,N
CASE073,P0409,Vehicle Provider,N
CASE073,P0640,Operational Member,N
CASE073,P0956,Document Handler,N
CASE073,P0904,Communicator,N
CASE073,P0987,Vehicle Provider,N
CASE073,P0189,Associate,N
CASE073,P0621,Communicator,N
CASE073,P0830,Operational Member,N
CASE073,P0428,Operational Member,N
CASE073,P0547,Vehicle Provider,N
CASE073,P0276,Associate,N
CASE073,P0036,Vehicle Provider,N
CASE073,P0821,Unrelated Person,Y
CASE073,P0673,Associate,N
CASE073,P0543,Logistics Coordinator,N
CASE073,P0711,Communicator,N
CASE073,P0650,Unrelated Person,Y
CASE073,P0143,Operational Member,N
CASE073,P0209,Communicator,N
CASE073,P0086,Recruiter,N
CASE073,P0626,Recruiter,N
CASE073,P0954,Associate,N
CASE073,P0897,Unrelated Person,Y
CASE073,P0581,Logistics Coordinator,N
CASE073,P0812,Communicator,N
CASE073,P0055,Associate,N
CASE073,P0011,Communicator,N
CASE073,P0600,Operational Member,N
CASE073,P0493,Unrelated Person,Y
CASE073,P0994,Vehicle Provider,N
CASE074,P0884,Coordinator,N
CASE074,P0056,Financial Intermediary,N
CASE074,P0935,False Lead,Y
CASE074,P0898,False Lead,Y
CASE074,P0344,False Lead,Y
CASE074,P0398,False Lead,Y
CASE074,P0909,False Lead,Y
CASE074,P0845,False Lead,Y
CASE074,P0577,False Lead,Y
CASE074,P0329,Associate,N
CASE074,P0251,Vehicle Provider,N
CASE074,P0309,Vehicle Provider,N
CASE074,P0036,Recruiter,N
CASE074,P0821,Operational Member,N
CASE074,P0040,Operational Member,N
CASE074,P0498,Unrelated Person,Y
CASE074,P0317,Operational Member,N
CASE074,P0402,Communicator,N
CASE074,P0875,Communicator,N
CASE074,P0549,Communicator,N
CASE074,P0964,Vehicle Provider,N
CASE074,P0233,Associate,N
CASE074,P0250,Associate,N
CASE074,P0843,Logistics Coordinator,N
CASE074,P0125,Logistics Coordinator,N
CASE074,P0734,Recruiter,N
CASE074,P0597,Associate,N
CASE074,P0838,Vehicle Provider,N
CASE074,P0958,Logistics Coordinator,N
CASE074,P0683,Associate,N
CASE074,P0308,Logistics Coordinator,N
CASE074,P0351,Unrelated Person,Y
CASE074,P0057,Document Handler,N
CASE074,P0963,Document Handler,N
CASE074,P0916,Associate,N
CASE074,P0650,Unrelated Person,Y
CASE074,P0401,Document Handler,N
CASE074,P0678,Logistics Coordinator,N
CASE074,P0372,Communicator,N
CASE074,P0511,Recruiter,N
CASE074,P0939,Communicator,N
CASE074,P0934,Document Handler,N
CASE074,P0319,Vehicle Provider,N
CASE074,P0803,Logistics Coordinator,N
CASE074,P0975,Document Handler,N
CASE074,P0887,Associate,N
CASE074,P0531,Logistics Coordinator,N
CASE074,P0374,Document Handler,N
CASE074,P0991,Recruiter,N
CASE074,P0147,Unrelated Person,Y
CASE074,P0184,Communicator,N
CASE074,P0508,Logistics Coordinator,N
CASE074,P0676,Unrelated Person,Y
CASE074,P0016,Operational Member,N
CASE074,P0500,Document Handler,N
CASE074,P0273,Unrelated Person,Y
CASE074,P0910,Logistics Coordinator,N
CASE074,P0456,Operational Member,N
CASE074,P0830,Recruiter,N
CASE074,P0361,Recruiter,N
CASE074,P0264,Associate,N
CASE074,P0522,Logistics Coordinator,N
CASE074,P0285,Communicator,N
CASE074,P0258,Logistics Coordinator,N
CASE074,P0217,Document Handler,N
CASE074,P0651,Vehicle Provider,N
CASE074,P0320,Logistics Coordinator,N
CASE074,P0529,Unrelated Person,Y
CASE074,P0071,Unrelated Person,Y
CASE074,P0536,Recruiter,N
CASE074,P0523,Communicator,N
CASE074,P0978,Logistics Coordinator,N
CASE075,P0460,Coordinator,N
CASE075,P0571,Financial Intermediary,N
CASE075,P0505,False Lead,Y
CASE075,P0143,Operational Member,N
CASE075,P0474,Document Handler,N
CASE075,P0317,Vehicle Provider,N
CASE075,P0014,Recruiter,N
CASE076,P0947,Coordinator,N
CASE076,P0559,Financial Intermediary,N
CASE076,P0771,False Lead,Y
CASE076,P0101,Associate,N
CASE076,P0095,Vehicle Provider,N
CASE076,P0240,Associate,N
CASE077,P0664,Coordinator,N
CASE077,P0775,Financial Intermediary,N
CASE077,P0541,False Lead,Y
CASE077,P0996,False Lead,Y
CASE077,P0968,Vehicle Provider,N
CASE077,P0690,Recruiter,N
CASE077,P0343,Operational Member,N
CASE077,P0649,Communicator,N
CASE077,P0854,Vehicle Provider,N
CASE077,P0397,Logistics Coordinator,N
CASE077,P0144,Communicator,N
CASE077,P0106,Logistics Coordinator,N
CASE077,P0009,Vehicle Provider,N
CASE077,P0286,Document Handler,N
CASE077,P0352,Unrelated Person,Y
CASE077,P0169,Logistics Coordinator,N
CASE077,P0785,Vehicle Provider,N
CASE077,P0572,Document Handler,N
CASE077,P0230,Associate,N
CASE077,P0692,Unrelated Person,Y
CASE077,P0705,Document Handler,N
CASE077,P0876,Communicator,N
CASE077,P0737,Associate,N
CASE077,P0904,Document Handler,N
CASE077,P0436,Logistics Coordinator,N
CASE077,P0618,Vehicle Provider,N
CASE078,P0200,Coordinator,N
CASE078,P0092,Financial Intermediary,N
CASE078,P0269,False Lead,Y
CASE078,P0711,False Lead,Y
CASE078,P0056,False Lead,Y
CASE078,P0128,False Lead,Y
CASE078,P0801,False Lead,Y
CASE078,P0346,Associate,N
CASE078,P0248,Operational Member,N
CASE078,P0856,Logistics Coordinator,N
CASE078,P0052,Associate,N
CASE078,P0832,Operational Member,N
CASE078,P0445,Recruiter,N
CASE078,P0107,Operational Member,N
CASE078,P0981,Unrelated Person,Y
CASE078,P0285,Vehicle Provider,N
CASE078,P0148,Unrelated Person,Y
CASE078,P0833,Vehicle Provider,N
CASE078,P0691,Communicator,N
CASE078,P0597,Unrelated Person,Y
CASE078,P0864,Document Handler,N
CASE078,P0905,Recruiter,N
CASE078,P0612,Logistics Coordinator,N
CASE078,P0777,Unrelated Person,Y
CASE078,P0295,Associate,N
CASE078,P0927,Recruiter,N
CASE078,P0619,Communicator,N
CASE078,P0325,Vehicle Provider,N
CASE078,P0725,Logistics Coordinator,N
CASE078,P0138,Vehicle Provider,N
CASE078,P0536,Document Handler,N
CASE078,P0985,Unrelated Person,Y
CASE078,P0002,Document Handler,N
CASE078,P0270,Communicator,N
CASE078,P0240,Recruiter,N
CASE078,P0868,Operational Member,N
CASE078,P0658,Communicator,N
CASE078,P0524,Recruiter,N
CASE078,P0854,Communicator,N
CASE078,P0489,Recruiter,N
CASE078,P0036,Document Handler,N
CASE078,P0160,Logistics Coordinator,N
CASE078,P0019,Unrelated Person,Y
CASE078,P0694,Unrelated Person,Y
CASE078,P0796,Document Handler,N
CASE078,P0328,Vehicle Provider,N
CASE078,P0222,Unrelated Person,Y
CASE078,P0969,Communicator,N
CASE078,P0010,Unrelated Person,Y
CASE078,P0561,Associate,N
CASE078,P0341,Vehicle Provider,N
CASE078,P0618,Communicator,N
CASE078,P0701,Recruiter,N
CASE078,P0474,Operational Member,N
CASE078,P0225,Logistics Coordinator,N
CASE078,P0719,Document Handler,N
CASE079,P0701,Coordinator,N
CASE079,P0139,Financial Intermediary,N
CASE079,P0373,False Lead,Y
CASE079,P0286,False Lead,Y
CASE079,P0028,False Lead,Y
CASE079,P0279,Bridge / Communicator,N
CASE079,P0171,Vehicle Provider,N
CASE079,P0267,Unrelated Person,Y
CASE079,P0007,Vehicle Provider,N
CASE079,P0313,Vehicle Provider,N
CASE079,P0769,Communicator,N
CASE079,P0451,Unrelated Person,Y
CASE079,P0784,Operational Member,N
CASE079,P0108,Document Handler,N
CASE079,P0086,Operational Member,N
CASE079,P0204,Document Handler,N
CASE079,P0507,Communicator,N
CASE079,P0832,Associate,N
CASE079,P0644,Operational Member,N
CASE079,P0837,Operational Member,N
CASE079,P0465,Unrelated Person,Y
CASE079,P0594,Communicator,N
CASE079,P0867,Operational Member,N
CASE079,P0541,Logistics Coordinator,N
CASE079,P0066,Associate,N
CASE079,P0341,Document Handler,N
CASE079,P0670,Associate,N
CASE079,P0745,Logistics Coordinator,N
CASE079,P0210,Logistics Coordinator,N
CASE079,P0535,Recruiter,N
CASE079,P0704,Associate,N
CASE079,P0746,Recruiter,N
CASE079,P0367,Logistics Coordinator,N
CASE080,P0303,Coordinator,N
CASE080,P0779,Financial Intermediary,N
CASE080,P0322,False Lead,Y
CASE080,P0049,Document Handler,N
CASE080,P0997,Logistics Coordinator,N
CASE080,P0881,Vehicle Provider,N
CASE080,P0869,Recruiter,N
CASE080,P0699,Associate,N
CASE080,P0105,Document Handler,N
CASE080,P0735,Associate,N
CASE080,P0155,Logistics Coordinator,N
CASE080,P0131,Logistics Coordinator,N
CASE080,P0643,Vehicle Provider,N
CASE080,P0026,Recruiter,N
CASE080,P0392,Unrelated Person,Y
CASE081,P0582,Coordinator,N
CASE081,P0548,Financial Intermediary,N
CASE081,P0620,False Lead,Y
CASE081,P0979,False Lead,Y
CASE081,P0529,False Lead,Y
CASE081,P0117,Logistics Coordinator,N
CASE081,P0351,Unrelated Person,Y
CASE081,P0233,Logistics Coordinator,N
CASE081,P0433,Document Handler,N
CASE081,P0872,Logistics Coordinator,N
CASE081,P0789,Document Handler,N
CASE081,P0525,Vehicle Provider,N
CASE081,P0742,Unrelated Person,Y
CASE081,P0493,Document Handler,N
CASE081,P0562,Associate,N
CASE081,P0107,Communicator,N
CASE081,P0891,Vehicle Provider,N
CASE081,P0429,Document Handler,N
CASE081,P0585,Recruiter,N
CASE081,P0499,Logistics Coordinator,N
CASE081,P0439,Document Handler,N
CASE081,P0075,Unrelated Person,Y
CASE081,P0434,Operational Member,N
CASE081,P0007,Associate,N
CASE081,P0679,Unrelated Person,Y
CASE081,P0505,Operational Member,N
CASE081,P0986,Vehicle Provider,N
CASE081,P0946,Document Handler,N
CASE081,P0945,Document Handler,N
CASE081,P0684,Recruiter,N
CASE081,P0420,Recruiter,N
CASE081,P0873,Document Handler,N
CASE081,P0992,Document Handler,N
