case_id,timestamp,event_type,source_table,source_id,description,entities_involved
CASE048,2026-03-31T06:23:00,cdr_voice,cdr,CDR9896,voice 529s,P0563|P0283
CASE048,2026-03-31T07:23:00,cdr_sms,cdr,CDR9835,sms 382s,P0124|P0144
CASE048,2026-03-31T08:23:00,cdr_voice,cdr,CDR9855,voice 39s,P0264|P0297
CASE048,2026-03-31T11:23:00,incident,timelines,CASE048-EVT025,Reported missing-person investigation incident.,P0632
CASE048,2026-03-31T11:23:00,transaction,transactions,TX2282,legitimate transfer amount=622,ACC0084|ACC0207
CASE048,2026-04-01,fir_registration,fir,FIR0048,FIR FIR/2026/048/049 registered (Missing-person Investigation),P0111
CASE049,2025-12-20T11:15:00,transaction,transactions,TX2314,legitimate transfer amount=17309,ACC0048|ACC0340
CASE049,2025-12-22T11:15:00,transaction,transactions,TX2295,legitimate transfer amount=16770,ACC0672|ACC0624
CASE049,2025-12-22T11:15:00,transaction,transactions,TX2334,legitimate transfer amount=15009,ACC0649|ACC0369
CASE049,2025-12-23T11:15:00,transaction,transactions,TX2300,legitimate transfer amount=9717,ACC0249|ACC0715
CASE049,2025-12-23T11:15:00,transaction,transactions,TX2318,legitimate transfer amount=10841,ACC0016|ACC0335
CASE049,2025-12-23T11:15:00,transaction,transactions,TX2320,legitimate transfer amount=5802,ACC0034|ACC0567
CASE049,2025-12-23T11:15:00,transaction,transactions,TX2323,legitimate transfer amount=5946,ACC0343|ACC0137
CASE049,2025-12-23T11:15:00,transaction,transactions,TX2324,legitimate transfer amount=5028,ACC0786|ACC0419
CASE049,2025-12-24T11:15:00,transaction,transactions,TX2328,legitimate transfer amount=1087,ACC0564|ACC0110
CASE049,2025-12-25T11:15:00,transaction,transactions,TX2315,legitimate transfer amount=5634,ACC0577|ACC0504
CASE049,2025-12-25T11:15:00,transaction,transactions,TX2326,legitimate transfer amount=8676,ACC0571|ACC0360
CASE049,2025-12-26T11:15:00,transaction,transactions,TX2299,legitimate transfer amount=5944,ACC0039|ACC0757
CASE049,2025-12-26T11:15:00,transaction,transactions,TX2327,legitimate transfer amount=4114,ACC0329|ACC0104
CASE049,2025-12-28T11:15:00,transaction,transactions,TX2332,legitimate transfer amount=16022,ACC0264|ACC0644
CASE049,2025-12-29T11:15:00,transaction,transactions,TX2302,legitimate transfer amount=19166,ACC0123|ACC0723
CASE049,2025-12-29T11:15:00,transaction,transactions,TX2333,legitimate transfer amount=12893,ACC0123|ACC0417
CASE049,2025-12-29T13:15:00,cdr_sms,cdr,CDR10023,sms 69s,P0923|P0850
CASE049,2025-12-29T14:15:00,cdr_sms,cdr,CDR10027,sms 89s,P0147|P0368
CASE049,2025-12-29T17:15:00,cdr_sms,cdr,CDR10071,sms 69s,P0153|P0710
CASE049,2025-12-29T21:15:00,cdr_sms,cdr,CDR10030,sms 15s,P0145|P0276
CASE049,2025-12-29T23:15:00,cdr_voice,cdr,CDR10031,voice 415s,P0843|P0930
CASE049,2025-12-30T06:15:00,cdr_sms,cdr,CDR10022,sms 496s,P0998|P0381
CASE049,2025-12-30T08:15:00,cdr_sms,cdr,CDR10076,sms 412s,P0274|P0496
CASE049,2025-12-30T08:15:00,cdr_sms,cdr,CDR10077,sms 22s,P0059|P0130
CASE049,2025-12-30T11:15:00,transaction,transactions,TX2317,legitimate transfer amount=5088,ACC0191|ACC0085
CASE049,2025-12-30T14:15:00,cdr_sms,cdr,CDR10024,sms 186s,P0896|P0876
CASE049,2025-12-30T17:15:00,cdr_voice,cdr,CDR10020,voice 66s,P0274|P0292
CASE049,2025-12-30T20:15:00,cdr_voice,cdr,CDR10064,voice 421s,P0837|P0523
CASE049,2025-12-31T05:15:00,cdr_sms,cdr,CDR10080,sms 129s,P0165|P0942
CASE049,2025-12-31T05:15:00,cdr_voice,cdr,CDR10091,voice 47s,P0837|P0734
CASE049,2025-12-31T11:15:00,transaction,transactions,TX2303,legitimate transfer amount=5521,ACC0610|ACC0292
CASE049,2025-12-31T11:15:00,transaction,transactions,TX2311,legitimate transfer amount=14918,ACC0022|ACC0151
CASE049,2025-12-31T12:15:00,cdr_voice,cdr,CDR10078,voice 260s,P1000|P0305
CASE049,2025-12-31T17:15:00,cdr_voice,cdr,CDR10051,voice 494s,P0843|P0470
CASE049,2025-12-31T20:15:00,cdr_voice,cdr,CDR10012,voice 584s,P0156|P0254
CASE049,2026-01-01T04:15:00,cdr_sms,cdr,CDR10025,sms 584s,P0662|P0598
CASE049,2026-01-01T06:15:00,cdr_sms,cdr,CDR10043,sms 286s,P0059|P0571
CASE049,2026-01-01T11:15:00,transaction,transactions,TX2298,legitimate transfer amount=14152,ACC0221|ACC0167
CASE049,2026-01-01T14:15:00,cdr_sms,cdr,CDR10087,sms 597s,P0324|P0288
CASE049,2026-01-01T15:15:00,cdr_sms,cdr,CDR10035,sms 177s,P0896|P0537
CASE049,2026-01-01T22:15:00,cdr_sms,cdr,CDR10097,sms 140s,P1000|P0233
CASE049,2026-01-02T05:15:00,cdr_voice,cdr,CDR10019,voice 453s,P0837|P0033
CASE049,2026-01-02T05:15:00,cdr_voice,cdr,CDR10052,voice 132s,P0153|P0071
CASE049,2026-01-02T09:15:00,cdr_voice,cdr,CDR10072,voice 561s,P0736|P0977
CASE049,2026-01-02T10:15:00,cdr_sms,cdr,CDR10098,sms 69s,P0417|P0950
CASE049,2026-01-02T11:15:00,transaction,transactions,TX2292,legitimate transfer amount=2795,ACC0571|ACC0395
CASE049,2026-01-02T11:15:00,transaction,transactions,TX2297,legitimate transfer amount=14980,ACC0419|ACC0544
CASE049,2026-01-02T11:15:00,transaction,transactions,TX2316,legitimate transfer amount=15727,ACC0741|ACC0790
CASE049,2026-01-02T11:15:00,transaction,transactions,TX2330,legitimate transfer amount=6640,ACC0655|ACC0114
CASE049,2026-01-02T13:15:00,cdr_sms,cdr,CDR10060,sms 161s,P1000|P0150
CASE049,2026-01-02T23:15:00,cdr_sms,cdr,CDR10099,sms 281s,P0755|P0302
CASE049,2026-01-03T02:15:00,cdr_voice,cdr,CDR10013,voice 108s,P0224|P0073
CASE049,2026-01-03T02:15:00,cdr_sms,cdr,CDR10090,sms 205s,P0417|P0053
CASE049,2026-01-03T03:15:00,cdr_sms,cdr,CDR10047,sms 587s,P0923|P0587
CASE049,2026-01-03T05:15:00,cdr_sms,cdr,CDR10028,sms 539s,P0125|P0759
CASE049,2026-01-03T08:15:00,cdr_sms,cdr,CDR10018,sms 469s,P0287|P0732
CASE049,2026-01-03T10:15:00,cdr_voice,cdr,CDR10069,voice 409s,P0147|P0973
CASE049,2026-01-03T11:15:00,transaction,transactions,TX2306,legitimate transfer amount=3926,ACC0171|ACC0353
CASE049,2026-01-03T11:15:00,transaction,transactions,TX2308,legitimate transfer amount=7540,ACC0038|ACC0475
CASE049,2026-01-03T11:15:00,transaction,transactions,TX2335,legitimate transfer amount=3759,ACC0311|ACC0772
CASE049,2026-01-03T12:15:00,cdr_voice,cdr,CDR10042,voice 114s,P0125|P0879
CASE049,2026-01-04T07:15:00,cdr_sms,cdr,CDR10089,sms 341s,P0837|P0263
CASE049,2026-01-04T10:15:00,cdr_sms,cdr,CDR10034,sms 212s,P0755|P0818
CASE049,2026-01-04T18:15:00,cdr_sms,cdr,CDR10045,sms 534s,P0923|P0996
CASE049,2026-01-05T00:15:00,cdr_sms,cdr,CDR10081,sms 598s,P0274|P0665
CASE049,2026-01-05T06:15:00,cdr_sms,cdr,CDR10074,sms 384s,P1000|P0792
CASE049,2026-01-05T07:15:00,cdr_voice,cdr,CDR10055,voice 79s,P0287|P0317
CASE049,2026-01-05T11:15:00,transaction,transactions,TX2321,legitimate transfer amount=3966,ACC0177|ACC0366
CASE049,2026-01-05T17:15:00,cdr_sms,cdr,CDR10079,sms 228s,P0125|P0551
CASE049,2026-01-06T01:15:00,cdr_voice,cdr,CDR10010,voice 554s,P0896|P0050
CASE049,2026-01-06T01:15:00,cdr_voice,cdr,CDR10073,voice 201s,P0165|P0681
CASE049,2026-01-06T06:15:00,cdr_sms,cdr,CDR10085,sms 254s,P0837|P0965
CASE049,2026-01-06T07:15:00,cdr_voice,cdr,CDR10029,voice 275s,P0896|P0426
CASE049,2026-01-06T11:15:00,transaction,transactions,TX2291,legitimate transfer amount=525,ACC0618|ACC0502
CASE049,2026-01-06T11:15:00,transaction,transactions,TX2294,legitimate transfer amount=1686,ACC0508|ACC0569
CASE049,2026-01-06T15:15:00,cdr_sms,cdr,CDR10057,sms 57s,P0287|P0235
CASE049,2026-01-06T18:15:00,cdr_sms,cdr,CDR10040,sms 274s,P0224|P0060
CASE049,2026-01-07T03:15:00,cdr_sms,cdr,CDR10014,sms 119s,P0923|P0637
CASE049,2026-01-07T03:15:00,cdr_sms,cdr,CDR10082,sms 321s,P0896|P0305
CASE049,2026-01-07T08:15:00,cdr_sms,cdr,CDR10093,sms 102s,P0156|P0737
CASE049,2026-01-07T11:15:00,transaction,transactions,TX2307,legitimate transfer amount=10610,ACC0314|ACC0592
CASE049,2026-01-07T11:15:00,location_routine,location_events,CASE049-LE0253,seen at LOC0156,P0287
CASE049,2026-01-07T21:15:00,cdr_sms,cdr,CDR10083,sms 156s,P0059|P0028
CASE049,2026-01-08T02:15:00,cdr_sms,cdr,CDR10067,sms 71s,P0145|P0643
CASE049,2026-01-08T06:15:00,cdr_sms,cdr,CDR10092,sms 122s,P0818|P0864
CASE049,2026-01-08T11:15:00,transaction,transactions,TX2304,legitimate transfer amount=6148,ACC0642|ACC0261
CASE049,2026-01-09T07:15:00,cdr_voice,cdr,CDR10038,voice 201s,P0125|P0393
CASE049,2026-01-09T08:15:00,cdr_voice,cdr,CDR10088,voice 326s,P0059|P0112
CASE049,2026-01-09T11:15:00,transaction,transactions,TX2309,legitimate transfer amount=16464,ACC0531|ACC0532
CASE049,2026-01-09T11:15:00,transaction,transactions,TX2325,legitimate transfer amount=5634,ACC0570|ACC0441
CASE049,2026-01-09T12:15:00,cdr_sms,cdr,CDR9972,sms 830s,P0324|P0165
CASE049,2026-01-09T13:15:00,cdr_voice,cdr,CDR10002,voice 765s,P0274|P0843
CASE049,2026-01-09T23:15:00,cdr_sms,cdr,CDR9986,sms 536s,P0153|P0896
CASE049,2026-01-09T23:15:00,cdr_sms,cdr,CDR10036,sms 188s,P0125|P0746
CASE049,2026-01-09T23:15:00,cdr_voice,cdr,CDR10048,voice 31s,P0165|P0816
CASE049,2026-01-10T01:15:00,cdr_sms,cdr,CDR9985,sms 277s,P0153|P0896
CASE049,2026-01-10T04:15:00,cdr_voice,cdr,CDR10007,voice 515s,P0287|P0417
CASE049,2026-01-10T07:15:00,cdr_voice,cdr,CDR9978,voice 40s,P0998|P0172
CASE049,2026-01-10T07:15:00,cdr_voice,cdr,CDR10044,voice 482s,P0818|P0788
CASE049,2026-01-10T07:15:00,cdr_sms,cdr,CDR10061,sms 493s,P0818|P0167
CASE049,2026-01-10T08:15:00,cdr_sms,cdr,CDR10041,sms 277s,P0417|P0173
CASE049,2026-01-10T09:15:00,cdr_sms,cdr,CDR10050,sms 228s,P0837|P0633
CASE049,2026-01-10T09:15:00,cdr_sms,cdr,CDR10070,sms 346s,P0818|P0384
CASE049,2026-01-10T10:15:00,cdr_voice,cdr,CDR10066,voice 450s,P0998|P0717
CASE049,2026-01-10T11:15:00,transaction,transactions,TX2329,legitimate transfer amount=18490,ACC0341|ACC0200
CASE049,2026-01-10T16:15:00,vehicle_movement,timelines,CASE049-EVT004,Interaction preceding the reported incident.,P0324|P0165
CASE049,2026-01-10T17:15:00,cdr_sms,cdr,CDR9996,sms 750s,P1000|P0616
CASE049,2026-01-10T19:15:00,cdr_sms,cdr,CDR10017,sms 126s,P0145|P0643
CASE049,2026-01-11T00:15:00,cdr_voice,cdr,CDR9966,voice 89s,P0145|P0224
CASE049,2026-01-11T00:15:00,cdr_voice,cdr,CDR10004,voice 799s,P0147|P0818
CASE049,2026-01-11T07:15:00,cdr_voice,cdr,CDR9975,voice 549s,P0662|P0059
CASE049,2026-01-11T09:15:00,cdr_sms,cdr,CDR9990,sms 270s,P0405|P0156
CASE049,2026-01-11T11:15:00,cdr_voice,cdr,CDR10096,voice 556s,P0417|P0517
CASE049,2026-01-11T11:15:00,transaction,transactions,TX2331,legitimate transfer amount=11805,ACC0378|ACC0623
CASE049,2026-01-11T17:15:00,cdr_voice,cdr,CDR9976,voice 649s,P0662|P0059
CASE049,2026-01-11T19:15:00,cdr_voice,cdr,CDR10021,voice 333s,P0662|P0065
CASE049,2026-01-11T21:15:00,cdr_sms,cdr,CDR10000,sms 164s,P0274|P0843
CASE049,2026-01-11T22:15:00,phone_call,timelines,CASE049-EVT011,Interaction preceding the reported incident.,P0147|P0818
CASE049,2026-01-12T01:15:00,cdr_voice,cdr,CDR10063,voice 445s,P0287|P0361
CASE049,2026-01-12T01:15:00,cdr_sms,cdr,CDR10065,sms 535s,P0125|P0085
CASE049,2026-01-12T01:15:00,cdr_sms,cdr,CDR10068,sms 94s,P0153|P0497
CASE049,2026-01-12T02:15:00,phone_call,timelines,CASE049-EVT006,Interaction preceding the reported incident.,P0998|P0172
CASE049,2026-01-12T02:15:00,phone_call,timelines,CASE049-EVT013,Interaction preceding the reported incident.,P0125|P0755
CASE049,2026-01-12T03:15:00,cdr_sms,cdr,CDR10075,sms 155s,P0224|P0619
CASE049,2026-01-12T05:15:00,cdr_voice,cdr,CDR10032,voice 84s,P0417|P0708
CASE049,2026-01-12T07:15:00,cdr_voice,cdr,CDR9970,voice 622s,P0923|P0507
CASE049,2026-01-12T07:15:00,cdr_voice,cdr,CDR9977,voice 313s,P0998|P0172
CASE049,2026-01-12T09:15:00,cdr_voice,cdr,CDR9963,voice 559s,P0145|P0224
CASE049,2026-01-12T11:15:00,transaction,transactions,TX2296,legitimate transfer amount=6864,ACC0389|ACC0765
CASE049,2026-01-12T11:15:00,transaction,transactions,TX2313,legitimate transfer amount=4394,ACC0512|ACC0200
CASE049,2026-01-12T12:15:00,cdr_sms,cdr,CDR9964,sms 870s,P0145|P0224
CASE049,2026-01-12T14:15:00,cdr_voice,cdr,CDR9983,voice 554s,P0153|P0896
CASE049,2026-01-12T15:15:00,cdr_sms,cdr,CDR9965,sms 218s,P0145|P0224
CASE049,2026-01-12T15:15:00,cdr_voice,cdr,CDR9974,voice 344s,P0324|P0165
CASE049,2026-01-12T17:15:00,cdr_voice,cdr,CDR9998,voice 215s,P0274|P0843
CASE049,2026-01-12T18:15:00,phone_call,timelines,CASE049-EVT003,Interaction preceding the reported incident.,P0923|P0507
CASE049,2026-01-12T18:15:00,cdr_voice,cdr,CDR9988,voice 728s,P0153|P0896
CASE049,2026-01-12T19:15:00,cdr_sms,cdr,CDR9971,sms 310s,P0923|P0507
CASE049,2026-01-12T21:15:00,meeting,timelines,CASE049-EVT010,Interaction preceding the reported incident.,P0274|P0843
CASE049,2026-01-12T21:15:00,cdr_voice,cdr,CDR9993,voice 805s,P1000|P0616
CASE049,2026-01-13T01:15:00,cdr_voice,cdr,CDR9973,voice 541s,P0324|P0165
CASE049,2026-01-13T03:15:00,cdr_voice,cdr,CDR9979,voice 253s,P0998|P0172
CASE049,2026-01-13T05:15:00,cdr_sms,cdr,CDR9987,sms 472s,P0153|P0896
CASE049,2026-01-13T05:15:00,cdr_voice,cdr,CDR10016,voice 156s,P0172|P0512
CASE049,2026-01-13T06:15:00,meeting,timelines,CASE049-EVT007,Interaction preceding the reported incident.,P0153|P0896
CASE049,2026-01-13T06:15:00,cdr_voice,cdr,CDR9994,voice 123s,P1000|P0616
CASE049,2026-01-13T11:15:00,transaction,transactions,TX2312,legitimate transfer amount=18968,ACC0383|ACC0008
CASE049,2026-01-13T11:15:00,transaction,transactions,TX2319,legitimate transfer amount=19992,ACC0681|ACC0689
CASE049,2026-01-13T11:15:00,location_routine,location_events,CASE049-LE0254,seen at LOC0084,P0755
CASE049,2026-01-13T13:15:00,cdr_voice,cdr,CDR9984,voice 763s,P0153|P0896
CASE049,2026-01-13T13:15:00,cdr_sms,cdr,CDR10011,sms 370s,P0998|P0594
CASE049,2026-01-13T18:15:00,meeting,timelines,CASE049-EVT012,Interaction preceding the reported incident.,P0287|P0417
CASE049,2026-01-14T06:15:00,cdr_sms,cdr,CDR10009,sms 808s,P0125|P0755
CASE049,2026-01-14T08:15:00,cdr_voice,cdr,CDR9968,voice 572s,P0923|P0507
CASE049,2026-01-14T12:15:00,cdr_sms,cdr,CDR10026,sms 90s,P0616|P0268
CASE049,2026-01-14T15:15:00,cdr_voice,cdr,CDR10049,voice 337s,P0224|P0862
CASE049,2026-01-14T18:15:00,cdr_sms,cdr,CDR10039,sms 221s,P0998|P0896
CASE049,2026-01-14T19:15:00,cdr_voice,cdr,CDR10062,voice 205s,P0662|P0988
CASE049,2026-01-15T01:15:00,cdr_sms,cdr,CDR9992,sms 890s,P1000|P0616
CASE049,2026-01-15T08:15:00,cdr_voice,cdr,CDR10053,voice 271s,P0224|P0953
CASE049,2026-01-15T11:15:00,transaction,transactions,TX2305,legitimate transfer amount=12435,ACC0744|ACC0596
CASE049,2026-01-15T15:15:00,cdr_sms,cdr,CDR10058,sms 197s,P0147|P0925
CASE049,2026-01-15T20:15:00,vehicle_movement,timelines,CASE049-EVT002,Interaction preceding the reported incident.,P0145|P0224
CASE049,2026-01-15T22:15:00,cdr_sms,cdr,CDR9969,sms 771s,P0923|P0507
CASE049,2026-01-15T23:15:00,cdr_voice,cdr,CDR9989,voice 631s,P0405|P0156
CASE049,2026-01-16T00:15:00,cdr_voice,cdr,CDR9962,voice 498s,P0145|P0224
CASE049,2026-01-16T01:15:00,phone_call,timelines,CASE049-EVT001,Interaction preceding the reported incident.,P0736|P0837
CASE049,2026-01-16T02:15:00,cdr_voice,cdr,CDR10006,voice 191s,P0287|P0417
CASE049,2026-01-16T06:15:00,cdr_sms,cdr,CDR10033,sms 324s,P0837|P0404
CASE049,2026-01-16T07:15:00,cdr_sms,cdr,CDR10059,sms 33s,P0837|P0276
CASE049,2026-01-16T09:15:00,cdr_voice,cdr,CDR10084,voice 220s,P0147|P0730
CASE049,2026-01-16T10:15:00,cdr_sms,cdr,CDR9960,sms 708s,P0736|P0837
CASE049,2026-01-16T10:15:00,cdr_voice,cdr,CDR10001,voice 840s,P0274|P0843
CASE049,2026-01-16T11:15:00,transaction,transactions,TX2288,transfer amount=82000,ACC0151|ACC0478
CASE049,2026-01-16T13:15:00,cdr_voice,cdr,CDR9995,voice 36s,P1000|P0616
CASE049,2026-01-16T17:15:00,meeting,timelines,CASE049-EVT008,Interaction preceding the reported incident.,P0405|P0156
CASE049,2026-01-16T23:15:00,cdr_voice,cdr,CDR9961,voice 356s,P0736|P0837
CASE049,2026-01-16T23:15:00,cdr_sms,cdr,CDR10008,sms 579s,P0125|P0755
CASE049,2026-01-17T02:15:00,cdr_sms,cdr,CDR10056,sms 537s,P0405|P0140
CASE049,2026-01-17T06:15:00,location_co-location,location_events,CASE049-LE0251,seen at LOC0113,P0837
CASE049,2026-01-17T10:15:00,phone_call,timelines,CASE049-EVT009,Interaction preceding the reported incident.,P1000|P0616
CASE049,2026-01-17T10:15:00,cdr_voice,cdr,CDR9991,voice 519s,P0405|P0156
CASE049,2026-01-17T10:15:00,cdr_voice,cdr,CDR10086,voice 265s,P0923|P0230
CASE049,2026-01-17T11:15:00,transaction,transactions,TX2310,legitimate transfer amount=18009,ACC0242|ACC0507
CASE049,2026-01-17T11:15:00,location_co-location,location_events,CASE049-LE0250,seen at LOC0113,P0736
CASE049,2026-01-17T13:15:00,cdr_voice,cdr,CDR10046,voice 86s,P0923|P0712
CASE049,2026-01-17T13:15:00,cdr_voice,cdr,CDR10094,voice 21s,P0736|P0140
CASE049,2026-01-17T21:15:00,cdr_sms,cdr,CDR10095,sms 181s,P0156|P0099
CASE049,2026-01-18T01:15:00,phone_call,timelines,CASE049-EVT005,Interaction preceding the reported incident.,P0662|P0059
CASE049,2026-01-18T04:15:00,cdr_voice,cdr,CDR9999,voice 373s,P0274|P0843
CASE049,2026-01-18T05:15:00,cdr_voice,cdr,CDR9981,voice 302s,P0998|P0172
CASE049,2026-01-18T08:15:00,cdr_sms,cdr,CDR10003,sms 380s,P0147|P0818
CASE049,2026-01-18T11:15:00,cdr_voice,cdr,CDR9967,voice 537s,P0145|P0224
CASE049,2026-01-18T11:15:00,transaction,transactions,TX2289,transfer amount=82000,ACC0478|ACC0349
CASE049,2026-01-18T11:15:00,transaction,transactions,TX2293,legitimate transfer amount=11606,ACC0429|ACC0009
CASE049,2026-01-18T14:15:00,cdr_sms,cdr,CDR9980,sms 593s,P0998|P0172
CASE049,2026-01-18T21:15:00,cdr_sms,cdr,CDR10054,sms 577s,P0156|P0566
CASE049,2026-01-18T22:15:00,cdr_voice,cdr,CDR10005,voice 113s,P0287|P0417
CASE049,2026-01-18T23:15:00,cdr_voice,cdr,CDR9997,voice 36s,P1000|P0616
CASE049,2026-01-19T02:15:00,cdr_sms,cdr,CDR9982,sms 242s,P0998|P0172
CASE049,2026-01-19T03:15:00,cdr_voice,cdr,CDR10037,voice 332s,P0324|P0056
CASE049,2026-01-19T06:15:00,cdr_sms,cdr,CDR10015,sms 210s,P0224|P0385
CASE049,2026-01-19T11:15:00,incident,timelines,CASE049-EVT014,Reported robbery network incident.,P0736
CASE049,2026-01-19T11:15:00,transaction,transactions,TX2290,transfer amount=235000,ACC0349|ACC0229
CASE049,2026-01-19T11:15:00,transaction,transactions,TX2301,legitimate transfer amount=17409,ACC0590|ACC0307
CASE049,2026-01-19T11:15:00,transaction,transactions,TX2322,legitimate transfer amount=15538,ACC0665|ACC0330
CASE049,2026-01-19T11:15:00,location_routine,location_events,CASE049-LE0252,seen at LOC0149,P0843
CASE049,2026-01-20,fir_registration,fir,FIR0049,FIR FIR/2026/049/050 registered (Robbery Network),P0896
CASE049,2026-02-19T09:00:00,transaction,transactions,TX5033,transfer amount=45000,ACC0478|ACC0151
CASE049,2026-02-19T09:00:00,transaction,transactions,TX5036,transfer amount=49500,ACC0713|ACC0151
CASE049,2026-02-19T10:00:00,transaction,transactions,TX5035,transfer amount=48000,ACC0229|ACC0151
CASE049,2026-02-21T05:00:00,transaction,transactions,TX5037,transfer amount=49500,ACC0276|ACC0151
CASE049,2026-02-21T17:00:00,transaction,transactions,TX5034,transfer amount=45000,ACC0349|ACC0151
CASE050,2025-05-02T20:06:00,transaction,transactions,TX2360,legitimate transfer amount=8642,ACC0199|ACC0373
CASE050,2025-05-02T20:06:00,transaction,transactions,TX2371,legitimate transfer amount=7326,ACC0558|ACC0147
CASE050,2025-05-03T20:06:00,transaction,transactions,TX2340,legitimate transfer amount=8624,ACC0527|ACC0543
CASE050,2025-05-03T20:06:00,transaction,transactions,TX2366,legitimate transfer amount=13420,ACC0188|ACC0103
CASE050,2025-05-04T20:06:00,transaction,transactions,TX2372,legitimate transfer amount=9423,ACC0346|ACC0741
CASE050,2025-05-04T20:06:00,transaction,transactions,TX2381,legitimate transfer amount=19049,ACC0417|ACC0682
CASE050,2025-05-05T20:06:00,transaction,transactions,TX2364,legitimate transfer amount=18264,ACC0198|ACC0617
CASE050,2025-05-06T20:06:00,transaction,transactions,TX2358,legitimate transfer amount=5405,ACC0308|ACC0203
CASE050,2025-05-08T20:06:00,transaction,transactions,TX2351,legitimate transfer amount=1826,ACC0524|ACC0729
CASE050,2025-05-08T20:06:00,transaction,transactions,TX2368,legitimate transfer amount=8486,ACC0141|ACC0505
CASE050,2025-05-11T21:06:00,cdr_voice,cdr,CDR10357,voice 50s,P0653|P0159
CASE050,2025-05-12T04:06:00,cdr_voice,cdr,CDR10363,voice 557s,P0943|P0291
CASE050,2025-05-12T11:06:00,cdr_sms,cdr,CDR10330,sms 492s,P0080|P0960
CASE050,2025-05-13T10:06:00,cdr_voice,cdr,CDR10312,voice 352s,P0582|P0452
CASE050,2025-05-13T14:06:00,cdr_voice,cdr,CDR10289,voice 63s,P0732|P0376
CASE050,2025-05-13T20:06:00,cdr_sms,cdr,CDR10310,sms 417s,P0272|P0800
CASE050,2025-05-13T23:06:00,cdr_voice,cdr,CDR10304,voice 460s,P0956|P0143
CASE050,2025-05-14T00:06:00,cdr_voice,cdr,CDR10317,voice 284s,P0943|P0430
CASE050,2025-05-14T02:06:00,cdr_sms,cdr,CDR10290,sms 591s,P0575|P0843
CASE050,2025-05-14T04:06:00,cdr_sms,cdr,CDR10313,sms 135s,P0333|P0012
CASE050,2025-05-14T09:06:00,cdr_voice,cdr,CDR10292,voice 296s,P0190|P0089
CASE050,2025-05-14T13:06:00,cdr_sms,cdr,CDR10340,sms 375s,P0843|P0974
CASE050,2025-05-14T17:06:00,cdr_sms,cdr,CDR10342,sms 530s,P0720|P0432
CASE050,2025-05-14T18:06:00,cdr_sms,cdr,CDR10343,sms 236s,P0433|P0634
CASE050,2025-05-14T20:06:00,cdr_sms,cdr,CDR10282,sms 264s,P0720|P0132
CASE050,2025-05-14T20:06:00,transaction,transactions,TX2375,legitimate transfer amount=12810,ACC0768|ACC0296
CASE050,2025-05-14T20:06:00,transaction,transactions,TX2383,legitimate transfer amount=3143,ACC0549|ACC0246
CASE050,2025-05-15T07:06:00,cdr_voice,cdr,CDR10286,voice 128s,P0333|P0123
CASE050,2025-05-15T09:06:00,cdr_sms,cdr,CDR10311,sms 448s,P0046|P0896
CASE050,2025-05-15T13:06:00,cdr_sms,cdr,CDR10308,sms 343s,P0272|P0779
CASE050,2025-05-15T15:06:00,cdr_sms,cdr,CDR10285,sms 430s,P0013|P0125
CASE050,2025-05-15T17:06:00,cdr_voice,cdr,CDR10352,voice 212s,P0700|P0227
CASE050,2025-05-15T18:06:00,cdr_voice,cdr,CDR10353,voice 466s,P0575|P0364
CASE050,2025-05-15T19:06:00,cdr_voice,cdr,CDR10333,voice 196s,P0533|P0733
CASE050,2025-05-15T20:06:00,transaction,transactions,TX2363,legitimate transfer amount=14429,ACC0696|ACC0130
CASE050,2025-05-15T21:06:00,cdr_sms,cdr,CDR10322,sms 100s,P0575|P0542
CASE050,2025-05-15T23:06:00,cdr_voice,cdr,CDR10291,voice 244s,P0653|P0624
CASE050,2025-05-16T02:06:00,cdr_sms,cdr,CDR10359,sms 147s,P0582|P0629
CASE050,2025-05-16T10:06:00,cdr_voice,cdr,CDR10280,voice 376s,P0816|P0215
CASE050,2025-05-16T15:06:00,cdr_voice,cdr,CDR10298,voice 423s,P0021|P0090
CASE050,2025-05-16T16:06:00,cdr_sms,cdr,CDR10355,sms 547s,P0430|P0094
CASE050,2025-05-16T20:06:00,transaction,transactions,TX2348,legitimate transfer amount=16239,ACC0678|ACC0137
CASE050,2025-05-16T20:06:00,transaction,transactions,TX2374,legitimate transfer amount=3926,ACC0780|ACC0415
CASE050,2025-05-17T00:06:00,cdr_sms,cdr,CDR10294,sms 493s,P0582|P0858
CASE050,2025-05-17T06:06:00,cdr_voice,cdr,CDR10346,voice 162s,P0582|P0373
CASE050,2025-05-17T14:06:00,cdr_voice,cdr,CDR10319,voice 295s,P0453|P0201
CASE050,2025-05-17T17:06:00,cdr_voice,cdr,CDR10303,voice 524s,P0942|P0429
CASE050,2025-05-17T19:06:00,cdr_sms,cdr,CDR10325,sms 422s,P0956|P0076
CASE050,2025-05-17T20:06:00,transaction,transactions,TX2341,legitimate transfer amount=9185,ACC0749|ACC0684
CASE050,2025-05-17T20:06:00,transaction,transactions,TX2347,legitimate transfer amount=6241,ACC0385|ACC0759
CASE050,2025-05-17T23:06:00,cdr_voice,cdr,CDR10287,voice 242s,P0453|P0593
CASE050,2025-05-18T08:06:00,cdr_sms,cdr,CDR10301,sms 510s,P0843|P0774
CASE050,2025-05-18T13:06:00,cdr_sms,cdr,CDR10337,sms 492s,P0943|P0984
