event_id,case_id,timestamp,person_ids,location_id,event_type,description
CASE039-EVT059,CASE039,2025-12-20T01:22:00,P0047|P0697,LOC0228,meeting,Interaction preceding the reported incident.
CASE039-EVT060,CASE039,2025-12-20T21:22:00,P0047|P0961,LOC0216,meeting,Interaction preceding the reported incident.
CASE039-EVT061,CASE039,2025-12-17T02:22:00,P0697|P0961,LOC0032,meeting,Interaction preceding the reported incident.
CASE039-EVT062,CASE039,2025-12-19T08:22:00,P0697|P0093,LOC0055,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT063,CASE039,2025-12-14T00:22:00,P0961|P0093,LOC0262,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT064,CASE039,2025-12-15T18:22:00,P0961|P0231,LOC0248,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT065,CASE039,2025-12-22T19:22:00,P0093|P0231,LOC0132,phone_call,Interaction preceding the reported incident.
CASE039-EVT066,CASE039,2025-12-15T02:22:00,P0093|P0089,LOC0169,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT067,CASE039,2025-12-19T01:22:00,P0231|P0089,LOC0258,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT068,CASE039,2025-12-16T20:22:00,P0231|P0033,LOC0242,phone_call,Interaction preceding the reported incident.
CASE039-EVT069,CASE039,2025-12-15T21:22:00,P0089|P0033,LOC0299,phone_call,Interaction preceding the reported incident.
CASE039-EVT070,CASE039,2025-12-17T23:22:00,P0089|P0945,LOC0207,phone_call,Interaction preceding the reported incident.
CASE039-EVT071,CASE039,2025-12-13T15:22:00,P0033|P0945,LOC0009,phone_call,Interaction preceding the reported incident.
CASE039-EVT072,CASE039,2025-12-18T18:22:00,P0033|P0735,LOC0254,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT073,CASE039,2025-12-23T08:22:00,P0945|P0735,LOC0219,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT074,CASE039,2025-12-22T19:22:00,P0945|P0139,LOC0028,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT075,CASE039,2025-12-22T23:22:00,P0735|P0139,LOC0102,phone_call,Interaction preceding the reported incident.
CASE039-EVT076,CASE039,2025-12-20T20:22:00,P0735|P0947,LOC0063,meeting,Interaction preceding the reported incident.
CASE039-EVT077,CASE039,2025-12-21T11:22:00,P0139|P0947,LOC0028,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT078,CASE039,2025-12-13T23:22:00,P0139|P0302,LOC0181,phone_call,Interaction preceding the reported incident.
CASE039-EVT079,CASE039,2025-12-14T22:22:00,P0947|P0302,LOC0029,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT080,CASE039,2025-12-19T00:22:00,P0947|P0477,LOC0037,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT081,CASE039,2025-12-22T02:22:00,P0302|P0477,LOC0272,meeting,Interaction preceding the reported incident.
CASE039-EVT082,CASE039,2025-12-14T09:22:00,P0302|P0621,LOC0216,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT083,CASE039,2025-12-20T05:22:00,P0477|P0621,LOC0048,meeting,Interaction preceding the reported incident.
CASE039-EVT084,CASE039,2025-12-21T22:22:00,P0477|P0549,LOC0105,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT085,CASE039,2025-12-18T23:22:00,P0621|P0549,LOC0169,meeting,Interaction preceding the reported incident.
CASE039-EVT086,CASE039,2025-12-21T03:22:00,P0621|P0413,LOC0276,phone_call,Interaction preceding the reported incident.
CASE039-EVT087,CASE039,2025-12-18T22:22:00,P0549|P0413,LOC0243,phone_call,Interaction preceding the reported incident.
CASE039-EVT088,CASE039,2025-12-13T19:22:00,P0549|P0729,LOC0055,phone_call,Interaction preceding the reported incident.
CASE039-EVT089,CASE039,2025-12-16T08:22:00,P0413|P0729,LOC0013,meeting,Interaction preceding the reported incident.
CASE039-EVT090,CASE039,2025-12-16T05:22:00,P0413|P0024,LOC0247,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT091,CASE039,2025-12-22T16:22:00,P0729|P0024,LOC0006,phone_call,Interaction preceding the reported incident.
CASE039-EVT092,CASE039,2025-12-14T02:22:00,P0729|P0485,LOC0006,meeting,Interaction preceding the reported incident.
CASE039-EVT093,CASE039,2025-12-21T03:22:00,P0024|P0485,LOC0222,meeting,Interaction preceding the reported incident.
CASE039-EVT094,CASE039,2025-12-16T20:22:00,P0024|P0766,LOC0157,phone_call,Interaction preceding the reported incident.
CASE039-EVT095,CASE039,2025-12-16T18:22:00,P0485|P0766,LOC0082,meeting,Interaction preceding the reported incident.
CASE039-EVT096,CASE039,2025-12-17T22:22:00,P0485|P0319,LOC0083,meeting,Interaction preceding the reported incident.
CASE039-EVT097,CASE039,2025-12-17T05:22:00,P0766|P0319,LOC0227,phone_call,Interaction preceding the reported incident.
CASE039-EVT098,CASE039,2025-12-16T11:22:00,P0766|P0733,LOC0257,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT099,CASE039,2025-12-20T22:22:00,P0319|P0733,LOC0082,vehicle_movement,Interaction preceding the reported incident.
CASE039-EVT100,CASE039,2025-12-24T11:22:00,P0826,LOC0261,incident,Reported cyber-enabled fraud incident.
CASE040-EVT001,CASE040,2025-12-11T22:40:00,P0869|P0581,LOC0203,meeting,Interaction preceding the reported incident.
CASE040-EVT002,CASE040,2025-12-05T07:40:00,P0581|P0335,LOC0008,vehicle_movement,Interaction preceding the reported incident.
CASE040-EVT003,CASE040,2025-12-13T14:40:00,P0869,LOC0040,incident,Reported multi-city fraud network incident.
CASE041-EVT001,CASE041,2025-06-04T01:25:00,P0772|P0917,LOC0005,phone_call,Interaction preceding the reported incident.
CASE041-EVT002,CASE041,2025-06-05T13:25:00,P0772|P0714,LOC0178,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT003,CASE041,2025-05-28T18:25:00,P0917|P0714,LOC0133,meeting,Interaction preceding the reported incident.
CASE041-EVT004,CASE041,2025-06-02T20:25:00,P0917|P0659,LOC0182,meeting,Interaction preceding the reported incident.
CASE041-EVT005,CASE041,2025-06-04T14:25:00,P0714|P0659,LOC0159,meeting,Interaction preceding the reported incident.
CASE041-EVT006,CASE041,2025-06-04T02:25:00,P0714|P0311,LOC0125,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT007,CASE041,2025-06-01T09:25:00,P0659|P0311,LOC0122,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT008,CASE041,2025-06-02T00:25:00,P0659|P0176,LOC0091,meeting,Interaction preceding the reported incident.
CASE041-EVT009,CASE041,2025-05-30T00:25:00,P0311|P0176,LOC0139,phone_call,Interaction preceding the reported incident.
CASE041-EVT010,CASE041,2025-06-03T21:25:00,P0311|P0535,LOC0239,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT011,CASE041,2025-06-05T11:25:00,P0176|P0535,LOC0163,phone_call,Interaction preceding the reported incident.
CASE041-EVT012,CASE041,2025-05-30T02:25:00,P0176|P0186,LOC0095,meeting,Interaction preceding the reported incident.
CASE041-EVT013,CASE041,2025-06-03T20:25:00,P0535|P0186,LOC0281,phone_call,Interaction preceding the reported incident.
CASE041-EVT014,CASE041,2025-06-04T09:25:00,P0535|P0095,LOC0034,phone_call,Interaction preceding the reported incident.
CASE041-EVT015,CASE041,2025-05-28T07:25:00,P0186|P0095,LOC0008,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT016,CASE041,2025-06-01T00:25:00,P0186|P0461,LOC0033,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT017,CASE041,2025-06-05T11:25:00,P0095|P0461,LOC0075,meeting,Interaction preceding the reported incident.
CASE041-EVT018,CASE041,2025-05-28T18:25:00,P0095|P0544,LOC0242,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT019,CASE041,2025-06-01T00:25:00,P0461|P0544,LOC0105,phone_call,Interaction preceding the reported incident.
CASE041-EVT020,CASE041,2025-06-01T10:25:00,P0461|P0153,LOC0003,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT021,CASE041,2025-05-31T03:25:00,P0544|P0153,LOC0228,phone_call,Interaction preceding the reported incident.
CASE041-EVT022,CASE041,2025-05-28T14:25:00,P0544|P0640,LOC0056,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT023,CASE041,2025-06-01T13:25:00,P0153|P0640,LOC0043,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT024,CASE041,2025-06-01T02:25:00,P0153|P0382,LOC0139,meeting,Interaction preceding the reported incident.
CASE041-EVT025,CASE041,2025-06-03T12:25:00,P0640|P0382,LOC0190,phone_call,Interaction preceding the reported incident.
CASE041-EVT026,CASE041,2025-05-30T08:25:00,P0640|P0954,LOC0214,phone_call,Interaction preceding the reported incident.
CASE041-EVT027,CASE041,2025-05-30T19:25:00,P0382|P0954,LOC0200,meeting,Interaction preceding the reported incident.
CASE041-EVT028,CASE041,2025-06-05T06:25:00,P0382|P0610,LOC0274,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT029,CASE041,2025-05-28T02:25:00,P0954|P0610,LOC0195,meeting,Interaction preceding the reported incident.
CASE041-EVT030,CASE041,2025-05-31T01:25:00,P0954|P0759,LOC0286,phone_call,Interaction preceding the reported incident.
CASE041-EVT031,CASE041,2025-06-01T02:25:00,P0610|P0759,LOC0140,phone_call,Interaction preceding the reported incident.
CASE041-EVT032,CASE041,2025-05-31T14:25:00,P0610|P0636,LOC0284,phone_call,Interaction preceding the reported incident.
CASE041-EVT033,CASE041,2025-06-04T20:25:00,P0759|P0636,LOC0087,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT034,CASE041,2025-06-04T21:25:00,P0759|P0124,LOC0154,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT035,CASE041,2025-06-04T11:25:00,P0636|P0124,LOC0030,phone_call,Interaction preceding the reported incident.
CASE041-EVT036,CASE041,2025-06-05T13:25:00,P0636|P0947,LOC0270,meeting,Interaction preceding the reported incident.
CASE041-EVT037,CASE041,2025-05-26T19:25:00,P0124|P0947,LOC0024,meeting,Interaction preceding the reported incident.
CASE041-EVT038,CASE041,2025-05-30T14:25:00,P0124|P0928,LOC0116,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT039,CASE041,2025-05-31T03:25:00,P0947|P0928,LOC0266,meeting,Interaction preceding the reported incident.
CASE041-EVT040,CASE041,2025-06-05T11:25:00,P0947|P0729,LOC0230,meeting,Interaction preceding the reported incident.
CASE041-EVT041,CASE041,2025-05-28T21:25:00,P0928|P0729,LOC0192,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT042,CASE041,2025-06-04T04:25:00,P0928|P0410,LOC0104,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT043,CASE041,2025-06-01T09:25:00,P0729|P0410,LOC0016,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT044,CASE041,2025-05-28T14:25:00,P0729|P0310,LOC0044,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT045,CASE041,2025-05-28T00:25:00,P0410|P0310,LOC0005,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT046,CASE041,2025-06-01T05:25:00,P0410|P0534,LOC0206,meeting,Interaction preceding the reported incident.
CASE041-EVT047,CASE041,2025-06-01T13:25:00,P0310|P0534,LOC0182,phone_call,Interaction preceding the reported incident.
CASE041-EVT048,CASE041,2025-05-28T22:25:00,P0310|P0671,LOC0292,phone_call,Interaction preceding the reported incident.
CASE041-EVT049,CASE041,2025-05-28T22:25:00,P0534|P0671,LOC0297,vehicle_movement,Interaction preceding the reported incident.
CASE041-EVT050,CASE041,2025-06-06T14:25:00,P0772,LOC0003,incident,Reported robbery network incident.
CASE042-EVT001,CASE042,2025-07-27T12:53:00,P0431|P0529,LOC0252,phone_call,Interaction preceding the reported incident.
CASE042-EVT002,CASE042,2025-07-25T14:53:00,P0431|P0513,LOC0115,meeting,Interaction preceding the reported incident.
CASE042-EVT003,CASE042,2025-07-25T20:53:00,P0431|P0754,LOC0289,phone_call,Interaction preceding the reported incident.
CASE042-EVT004,CASE042,2025-07-21T14:53:00,P0431|P0013,LOC0290,vehicle_movement,Interaction preceding the reported incident.
CASE042-EVT005,CASE042,2025-07-24T15:53:00,P0431|P0427,LOC0059,phone_call,Interaction preceding the reported incident.
CASE042-EVT006,CASE042,2025-07-26T13:53:00,P0431|P0490,LOC0296,phone_call,Interaction preceding the reported incident.
CASE042-EVT007,CASE042,2025-07-24T13:53:00,P0431|P0512,LOC0070,phone_call,Interaction preceding the reported incident.
CASE042-EVT008,CASE042,2025-07-22T13:53:00,P0431|P0588,LOC0210,vehicle_movement,Interaction preceding the reported incident.
CASE042-EVT009,CASE042,2025-07-28T11:53:00,P0431|P0546,LOC0138,vehicle_movement,Interaction preceding the reported incident.
CASE042-EVT010,CASE042,2025-07-28T12:53:00,P0431|P0987,LOC0030,meeting,Interaction preceding the reported incident.
CASE042-EVT011,CASE042,2025-07-26T16:53:00,P0431|P0954,LOC0119,vehicle_movement,Interaction preceding the reported incident.
CASE042-EVT012,CASE042,2025-07-30T12:53:00,P0431|P0217,LOC0122,vehicle_movement,Interaction preceding the reported incident.
CASE042-EVT013,CASE042,2025-07-28T17:53:00,P0431|P0468,LOC0119,meeting,Interaction preceding the reported incident.
CASE042-EVT014,CASE042,2025-07-21T19:53:00,P0431|P0772,LOC0159,vehicle_movement,Interaction preceding the reported incident.
CASE042-EVT015,CASE042,2025-07-22T19:53:00,P0431|P0194,LOC0101,meeting,Interaction preceding the reported incident.
CASE042-EVT016,CASE042,2025-07-24T07:53:00,P0431|P0583,LOC0119,phone_call,Interaction preceding the reported incident.
CASE042-EVT017,CASE042,2025-07-29T16:53:00,P0431|P0907,LOC0052,vehicle_movement,Interaction preceding the reported incident.
CASE042-EVT018,CASE042,2025-07-23T20:53:00,P0431|P0043,LOC0225,phone_call,Interaction preceding the reported incident.
CASE042-EVT019,CASE042,2025-07-31T21:53:00,P0431,LOC0145,incident,Reported insurance fraud incident.
CASE043-EVT001,CASE043,2026-02-07T06:54:00,P0310|P0133,LOC0052,vehicle_movement,Interaction preceding the reported incident.
CASE043-EVT002,CASE043,2026-02-04T15:54:00,P0310|P0844,LOC0002,vehicle_movement,Interaction preceding the reported incident.
CASE043-EVT003,CASE043,2026-02-01T21:54:00,P0310|P0984,LOC0279,phone_call,Interaction preceding the reported incident.
CASE043-EVT004,CASE043,2026-02-09T19:54:00,P0310|P0074,LOC0153,vehicle_movement,Interaction preceding the reported incident.
CASE043-EVT005,CASE043,2026-02-12T11:54:00,P0310,LOC0098,incident,Reported fake-company network incident.
CASE044-EVT001,CASE044,2026-01-13T16:34:00,P0227|P0758,LOC0154,phone_call,Interaction preceding the reported incident.
CASE044-EVT002,CASE044,2026-01-13T20:34:00,P0227|P0747,LOC0132,phone_call,Interaction preceding the reported incident.
CASE044-EVT003,CASE044,2026-01-12T00:34:00,P0689|P0800,LOC0126,phone_call,Interaction preceding the reported incident.
CASE044-EVT004,CASE044,2026-01-10T14:34:00,P0227|P0449,LOC0144,vehicle_movement,Interaction preceding the reported incident.
CASE044-EVT005,CASE044,2026-01-10T15:34:00,P0227|P0934,LOC0053,vehicle_movement,Interaction preceding the reported incident.
CASE044-EVT006,CASE044,2026-01-14T01:34:00,P0227|P0030,LOC0273,vehicle_movement,Interaction preceding the reported incident.
CASE044-EVT007,CASE044,2026-01-11T23:34:00,P0227|P0823,LOC0032,phone_call,Interaction preceding the reported incident.
CASE044-EVT008,CASE044,2026-01-16T06:34:00,P0689|P0481,LOC0262,meeting,Interaction preceding the reported incident.
CASE044-EVT009,CASE044,2026-01-14T03:34:00,P0227|P0476,LOC0172,meeting,Interaction preceding the reported incident.
CASE044-EVT010,CASE044,2026-01-07T16:34:00,P0227|P0049,LOC0088,phone_call,Interaction preceding the reported incident.
CASE044-EVT011,CASE044,2026-01-08T10:34:00,P0227|P0517,LOC0279,meeting,Interaction preceding the reported incident.
CASE044-EVT012,CASE044,2026-01-11T14:34:00,P0227|P0976,LOC0204,meeting,Interaction preceding the reported incident.
CASE044-EVT013,CASE044,2026-01-06T17:34:00,P0227|P0600,LOC0029,phone_call,Interaction preceding the reported incident.
CASE044-EVT014,CASE044,2026-01-08T02:34:00,P0227|P0052,LOC0242,vehicle_movement,Interaction preceding the reported incident.
CASE044-EVT015,CASE044,2026-01-11T22:34:00,P0689|P0919,LOC0165,vehicle_movement,Interaction preceding the reported incident.
CASE044-EVT016,CASE044,2026-01-09T10:34:00,P0227|P0892,LOC0033,vehicle_movement,Interaction preceding the reported incident.
CASE044-EVT017,CASE044,2026-01-07T10:34:00,P0689|P0729,LOC0276,meeting,Interaction preceding the reported incident.
CASE044-EVT018,CASE044,2026-01-17T06:34:00,P0227,LOC0133,incident,Reported vehicle theft network incident.
CASE045-EVT001,CASE045,2025-11-25T09:01:00,P0125|P0916,LOC0228,vehicle_movement,Interaction preceding the reported incident.
CASE045-EVT002,CASE045,2025-11-26T04:01:00,P0916|P0573,LOC0208,vehicle_movement,Interaction preceding the reported incident.
CASE045-EVT003,CASE045,2025-11-30T12:01:00,P0573|P0755,LOC0147,phone_call,Interaction preceding the reported incident.
CASE045-EVT004,CASE045,2025-11-26T11:01:00,P0755|P0242,LOC0259,vehicle_movement,Interaction preceding the reported incident.
CASE045-EVT005,CASE045,2025-11-24T12:01:00,P0242|P0748,LOC0169,meeting,Interaction preceding the reported incident.
CASE045-EVT006,CASE045,2025-11-29T09:01:00,P0748|P0281,LOC0259,meeting,Interaction preceding the reported incident.
CASE045-EVT007,CASE045,2025-11-26T02:01:00,P0768|P0297,LOC0220,meeting,Interaction preceding the reported incident.
CASE045-EVT008,CASE045,2025-12-02T13:01:00,P0297|P0002,LOC0198,vehicle_movement,Interaction preceding the reported incident.
CASE045-EVT009,CASE045,2025-11-24T01:01:00,P0002|P0785,LOC0157,meeting,Interaction preceding the reported incident.
CASE045-EVT010,CASE045,2025-11-25T14:01:00,P0785|P0261,LOC0264,vehicle_movement,Interaction preceding the reported incident.
CASE045-EVT011,CASE045,2025-11-23T01:01:00,P0261|P0491,LOC0230,meeting,Interaction preceding the reported incident.
CASE045-EVT012,CASE045,2025-12-02T07:01:00,P0491|P0055,LOC0146,meeting,Interaction preceding the reported incident.
CASE045-EVT013,CASE045,2025-11-30T20:01:00,P0281|P0768,LOC0034,phone_call,Interaction preceding the reported incident.
CASE045-EVT014,CASE045,2025-12-03T15:01:00,P0125,LOC0284,incident,Reported procurement fraud incident.
CASE046-EVT001,CASE046,2025-08-19T12:57:00,P0170|P0498,LOC0024,meeting,Interaction preceding the reported incident.
CASE046-EVT002,CASE046,2025-08-21T23:57:00,P0170|P0296,LOC0264,phone_call,Interaction preceding the reported incident.
CASE046-EVT003,CASE046,2025-08-26T12:57:00,P0253,LOC0103,incident,Reported document forgery incident.
CASE047-EVT001,CASE047,2025-07-02T08:09:00,P0296|P0817,LOC0033,meeting,Interaction preceding the reported incident.
CASE047-EVT002,CASE047,2025-07-03T20:09:00,P0817|P0195,LOC0039,vehicle_movement,Interaction preceding the reported incident.
CASE047-EVT003,CASE047,2025-06-26T20:09:00,P0195|P0443,LOC0067,meeting,Interaction preceding the reported incident.
CASE047-EVT004,CASE047,2025-07-06T14:09:00,P0296,LOC0187,incident,Reported identity fraud incident.
CASE048-EVT001,CASE048,2026-03-23T23:23:00,P0632|P0230,LOC0039,phone_call,Interaction preceding the reported incident.
CASE048-EVT002,CASE048,2026-03-26T06:23:00,P0482|P0359,LOC0067,vehicle_movement,Interaction preceding the reported incident.
CASE048-EVT003,CASE048,2026-03-27T20:23:00,P0394|P0709,LOC0114,phone_call,Interaction preceding the reported incident.
CASE048-EVT004,CASE048,2026-03-26T01:23:00,P0947|P0053,LOC0135,vehicle_movement,Interaction preceding the reported incident.
CASE048-EVT005,CASE048,2026-03-27T15:23:00,P0378|P0230,LOC0151,meeting,Interaction preceding the reported incident.
CASE048-EVT006,CASE048,2026-03-28T17:23:00,P0005|P0264,LOC0001,phone_call,Interaction preceding the reported incident.
CASE048-EVT007,CASE048,2026-03-28T02:23:00,P0231|P0053,LOC0277,vehicle_movement,Interaction preceding the reported incident.
CASE048-EVT008,CASE048,2026-03-20T16:23:00,P0346|P0264,LOC0089,meeting,Interaction preceding the reported incident.
CASE048-EVT009,CASE048,2026-03-26T19:23:00,P0228|P0894,LOC0130,phone_call,Interaction preceding the reported incident.
CASE048-EVT010,CASE048,2026-03-29T23:23:00,P0564|P0124,LOC0202,phone_call,Interaction preceding the reported incident.
CASE048-EVT011,CASE048,2026-03-24T01:23:00,P0593|P0359,LOC0259,phone_call,Interaction preceding the reported incident.
CASE048-EVT012,CASE048,2026-03-29T09:23:00,P0930|P0894,LOC0122,phone_call,Interaction preceding the reported incident.
CASE048-EVT013,CASE048,2026-03-27T05:23:00,P0053|P0111,LOC0145,phone_call,Interaction preceding the reported incident.
CASE048-EVT014,CASE048,2026-03-24T17:23:00,P0673|P0297,LOC0132,vehicle_movement,Interaction preceding the reported incident.
CASE048-EVT015,CASE048,2026-03-21T07:23:00,P0124|P0144,LOC0271,vehicle_movement,Interaction preceding the reported incident.
CASE048-EVT016,CASE048,2026-03-24T19:23:00,P0894|P0506,LOC0174,vehicle_movement,Interaction preceding the reported incident.
CASE048-EVT017,CASE048,2026-03-26T01:23:00,P0422|P0558,LOC0045,meeting,Interaction preceding the reported incident.
CASE048-EVT018,CASE048,2026-03-26T05:23:00,P0734|P0961,LOC0186,meeting,Interaction preceding the reported incident.
CASE048-EVT019,CASE048,2026-03-23T03:23:00,P0235|P0111,LOC0083,vehicle_movement,Interaction preceding the reported incident.
CASE048-EVT020,CASE048,2026-03-22T21:23:00,P0264|P0297,LOC0031,meeting,Interaction preceding the reported incident.
CASE048-EVT021,CASE048,2026-03-20T17:23:00,P0359|P0297,LOC0008,phone_call,Interaction preceding the reported incident.
CASE048-EVT022,CASE048,2026-03-21T08:23:00,P0230|P0873,LOC0049,meeting,Interaction preceding the reported incident.
CASE048-EVT023,CASE048,2026-03-21T06:23:00,P0563|P0035,LOC0084,phone_call,Interaction preceding the reported incident.
CASE048-EVT024,CASE048,2026-03-22T05:23:00,P0709|P0144,LOC0194,vehicle_movement,Interaction preceding the reported incident.
CASE048-EVT025,CASE048,2026-03-31T11:23:00,P0632,LOC0151,incident,Reported missing-person investigation incident.
CASE049-EVT001,CASE049,2026-01-16T01:15:00,P0736|P0837,LOC0067,phone_call,Interaction preceding the reported incident.
CASE049-EVT002,CASE049,2026-01-15T20:15:00,P0145|P0224,LOC0094,vehicle_movement,Interaction preceding the reported incident.
CASE049-EVT003,CASE049,2026-01-12T18:15:00,P0923|P0507,LOC0068,phone_call,Interaction preceding the reported incident.
CASE049-EVT004,CASE049,2026-01-10T16:15:00,P0324|P0165,LOC0191,vehicle_movement,Interaction preceding the reported incident.
CASE049-EVT005,CASE049,2026-01-18T01:15:00,P0662|P0059,LOC0218,phone_call,Interaction preceding the reported incident.
CASE049-EVT006,CASE049,2026-01-12T02:15:00,P0998|P0172,LOC0093,phone_call,Interaction preceding the reported incident.
CASE049-EVT007,CASE049,2026-01-13T06:15:00,P0153|P0896,LOC0042,meeting,Interaction preceding the reported incident.
CASE049-EVT008,CASE049,2026-01-16T17:15:00,P0405|P0156,LOC0018,meeting,Interaction preceding the reported incident.
CASE049-EVT009,CASE049,2026-01-17T10:15:00,P1000|P0616,LOC0202,phone_call,Interaction preceding the reported incident.
CASE049-EVT010,CASE049,2026-01-12T21:15:00,P0274|P0843,LOC0096,meeting,Interaction preceding the reported incident.
CASE049-EVT011,CASE049,2026-01-11T22:15:00,P0147|P0818,LOC0110,phone_call,Interaction preceding the reported incident.
CASE049-EVT012,CASE049,2026-01-13T18:15:00,P0287|P0417,LOC0292,meeting,Interaction preceding the reported incident.
CASE049-EVT013,CASE049,2026-01-12T02:15:00,P0125|P0755,LOC0198,phone_call,Interaction preceding the reported incident.
CASE049-EVT014,CASE049,2026-01-19T11:15:00,P0736,LOC0239,incident,Reported robbery network incident.
CASE050-EVT001,CASE050,2025-05-23T00:06:00,P0118|P0156,LOC0189,meeting,Interaction preceding the reported incident.
CASE050-EVT002,CASE050,2025-05-25T10:06:00,P0118|P0700,LOC0165,phone_call,Interaction preceding the reported incident.
CASE050-EVT003,CASE050,2025-05-30T04:06:00,P0118|P0393,LOC0136,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT004,CASE050,2025-05-24T03:06:00,P0118|P0486,LOC0284,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT005,CASE050,2025-05-22T10:06:00,P0118|P0691,LOC0216,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT006,CASE050,2025-05-30T00:06:00,P0118|P0046,LOC0032,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT007,CASE050,2025-05-30T08:06:00,P0118|P0433,LOC0054,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT008,CASE050,2025-05-28T17:06:00,P0118|P0503,LOC0209,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT009,CASE050,2025-05-29T02:06:00,P0118|P0272,LOC0048,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT010,CASE050,2025-05-24T17:06:00,P0118|P0136,LOC0231,phone_call,Interaction preceding the reported incident.
CASE050-EVT011,CASE050,2025-05-25T14:06:00,P0118|P0630,LOC0058,meeting,Interaction preceding the reported incident.
CASE050-EVT012,CASE050,2025-05-22T09:06:00,P0118|P0544,LOC0232,meeting,Interaction preceding the reported incident.
CASE050-EVT013,CASE050,2025-05-24T17:06:00,P0118|P0533,LOC0253,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT014,CASE050,2025-05-25T09:06:00,P0118|P0080,LOC0287,phone_call,Interaction preceding the reported incident.
CASE050-EVT015,CASE050,2025-05-29T07:06:00,P0118|P0065,LOC0252,phone_call,Interaction preceding the reported incident.
CASE050-EVT016,CASE050,2025-05-31T07:06:00,P0118|P0575,LOC0194,phone_call,Interaction preceding the reported incident.
CASE050-EVT017,CASE050,2025-05-27T06:06:00,P0118|P0653,LOC0081,meeting,Interaction preceding the reported incident.
CASE050-EVT018,CASE050,2025-05-23T07:06:00,P0118|P0843,LOC0018,phone_call,Interaction preceding the reported incident.
CASE050-EVT019,CASE050,2025-05-28T19:06:00,P0118|P0430,LOC0039,phone_call,Interaction preceding the reported incident.
CASE050-EVT020,CASE050,2025-05-24T04:06:00,P0118|P0453,LOC0198,meeting,Interaction preceding the reported incident.
CASE050-EVT021,CASE050,2025-05-28T05:06:00,P0118|P0333,LOC0044,phone_call,Interaction preceding the reported incident.
CASE050-EVT022,CASE050,2025-05-29T11:06:00,P0118|P0534,LOC0078,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT023,CASE050,2025-05-24T07:06:00,P0118|P0720,LOC0017,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT024,CASE050,2025-05-31T00:06:00,P0118|P0021,LOC0109,phone_call,Interaction preceding the reported incident.
CASE050-EVT025,CASE050,2025-05-25T03:06:00,P0118|P0686,LOC0028,meeting,Interaction preceding the reported incident.
CASE050-EVT026,CASE050,2025-05-22T18:06:00,P0118|P0816,LOC0201,meeting,Interaction preceding the reported incident.
CASE050-EVT027,CASE050,2025-05-31T20:06:00,P0118|P0984,LOC0091,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT028,CASE050,2025-05-28T13:06:00,P0118|P0013,LOC0001,vehicle_movement,Interaction preceding the reported incident.
CASE050-EVT029,CASE050,2025-05-27T17:06:00,P0118|P0938,LOC0295,phone_call,Interaction preceding the reported incident.
CASE050-EVT030,CASE050,2025-05-27T16:06:00,P0118|P0190,LOC0072,phone_call,Interaction preceding the reported incident.
