case_id,source,target,type
CASE027,P0937,P0203,TRUE_NETWORK_EDGE
CASE027,P0203,P0943,TRUE_NETWORK_EDGE
CASE027,P0943,P0532,TRUE_NETWORK_EDGE
CASE027,P0532,P0292,TRUE_NETWORK_EDGE
CASE027,P0292,P0149,TRUE_NETWORK_EDGE
CASE027,P0149,P0153,TRUE_NETWORK_EDGE
CASE027,P0153,P0995,TRUE_NETWORK_EDGE
CASE027,P0995,P0547,TRUE_NETWORK_EDGE
CASE027,P0547,P0068,TRUE_NETWORK_EDGE
CASE027,P0068,P0558,TRUE_NETWORK_EDGE
CASE027,P0558,P0688,TRUE_NETWORK_EDGE
CASE027,P0688,P0870,TRUE_NETWORK_EDGE
CASE027,P0870,P0327,TRUE_NETWORK_EDGE
CASE027,P0327,P0218,TRUE_NETWORK_EDGE
CASE027,P0218,P0823,TRUE_NETWORK_EDGE
CASE027,P0823,P0692,TRUE_NETWORK_EDGE
CASE027,P0692,P0971,TRUE_NETWORK_EDGE
CASE027,P0971,P0586,TRUE_NETWORK_EDGE
CASE027,P0586,P0975,TRUE_NETWORK_EDGE
CASE027,P0975,P0154,TRUE_NETWORK_EDGE
CASE027,P0154,P0664,TRUE_NETWORK_EDGE
CASE027,P0664,P0258,TRUE_NETWORK_EDGE
CASE027,P0258,P0066,TRUE_NETWORK_EDGE
CASE027,P0066,P0541,TRUE_NETWORK_EDGE
CASE027,P0541,P0259,TRUE_NETWORK_EDGE
CASE027,P0259,P0899,TRUE_NETWORK_EDGE
CASE027,P0899,P0467,TRUE_NETWORK_EDGE
CASE027,P0467,P0158,TRUE_NETWORK_EDGE
CASE028,P0813,P0054,TRUE_NETWORK_EDGE
CASE028,P0054,P0250,TRUE_NETWORK_EDGE
CASE028,P0250,P0648,TRUE_NETWORK_EDGE
CASE028,P0648,P0502,TRUE_NETWORK_EDGE
CASE028,P0502,P0146,TRUE_NETWORK_EDGE
CASE028,P0431,P0430,TRUE_NETWORK_EDGE
CASE028,P0430,P0588,TRUE_NETWORK_EDGE
CASE028,P0588,P0226,TRUE_NETWORK_EDGE
CASE028,P0226,P0414,TRUE_NETWORK_EDGE
CASE028,P0414,P0003,TRUE_NETWORK_EDGE
CASE028,P0003,P0170,TRUE_NETWORK_EDGE
CASE028,P0146,P0431,TRUE_NETWORK_EDGE
CASE029,P0849,P0341,TRUE_NETWORK_EDGE
CASE029,P0125,P0171,TRUE_NETWORK_EDGE
CASE029,P0378,P0822,TRUE_NETWORK_EDGE
CASE029,P0842,P0933,TRUE_NETWORK_EDGE
CASE029,P0634,P0810,TRUE_NETWORK_EDGE
CASE029,P0282,P0870,TRUE_NETWORK_EDGE
CASE029,P0597,P0986,TRUE_NETWORK_EDGE
CASE029,P0322,P0901,TRUE_NETWORK_EDGE
CASE029,P0791,P0845,TRUE_NETWORK_EDGE
CASE030,P0026,P0501,TRUE_NETWORK_EDGE
CASE030,P0374,P0320,TRUE_NETWORK_EDGE
CASE030,P0477,P0327,TRUE_NETWORK_EDGE
CASE030,P0813,P0375,TRUE_NETWORK_EDGE
CASE030,P0740,P0011,TRUE_NETWORK_EDGE
CASE030,P0857,P0354,TRUE_NETWORK_EDGE
CASE030,P0411,P0027,TRUE_NETWORK_EDGE
CASE030,P0269,P0818,TRUE_NETWORK_EDGE
CASE030,P0984,P0883,TRUE_NETWORK_EDGE
CASE030,P0355,P0055,TRUE_NETWORK_EDGE
CASE030,P0697,P0716,TRUE_NETWORK_EDGE
CASE030,P0478,P0880,TRUE_NETWORK_EDGE
CASE030,P0409,P0489,TRUE_NETWORK_EDGE
CASE030,P0810,P0016,TRUE_NETWORK_EDGE
CASE030,P0069,P0184,TRUE_NETWORK_EDGE
CASE030,P0758,P0920,TRUE_NETWORK_EDGE
CASE030,P0266,P0596,TRUE_NETWORK_EDGE
CASE031,P0323,P0805,TRUE_NETWORK_EDGE
CASE031,P0117,P0170,TRUE_NETWORK_EDGE
CASE031,P0160,P0978,TRUE_NETWORK_EDGE
CASE031,P0694,P0595,TRUE_NETWORK_EDGE
CASE031,P0139,P0999,TRUE_NETWORK_EDGE
CASE031,P0998,P0211,TRUE_NETWORK_EDGE
CASE031,P0533,P0440,TRUE_NETWORK_EDGE
CASE031,P0778,P0927,TRUE_NETWORK_EDGE
CASE031,P0770,P0495,TRUE_NETWORK_EDGE
CASE031,P0016,P0494,TRUE_NETWORK_EDGE
CASE031,P0107,P0603,TRUE_NETWORK_EDGE
CASE031,P0539,P0260,TRUE_NETWORK_EDGE
CASE031,P0898,P0997,TRUE_NETWORK_EDGE
CASE031,P0723,P0466,TRUE_NETWORK_EDGE
CASE031,P0541,P0480,TRUE_NETWORK_EDGE
CASE031,P0492,P0885,TRUE_NETWORK_EDGE
CASE031,P0922,P0514,TRUE_NETWORK_EDGE
CASE031,P0940,P0656,TRUE_NETWORK_EDGE
CASE031,P0034,P0055,TRUE_NETWORK_EDGE
CASE031,P0593,P0611,TRUE_NETWORK_EDGE
CASE031,P0629,P0780,TRUE_NETWORK_EDGE
CASE031,P0022,P0575,TRUE_NETWORK_EDGE
CASE031,P0269,P0263,TRUE_NETWORK_EDGE
CASE031,P0327,P0423,TRUE_NETWORK_EDGE
CASE031,P0243,P0929,TRUE_NETWORK_EDGE
CASE031,P0788,P0058,TRUE_NETWORK_EDGE
CASE031,P0484,P0100,TRUE_NETWORK_EDGE
CASE031,P0585,P0353,TRUE_NETWORK_EDGE
CASE031,P0763,P0869,TRUE_NETWORK_EDGE
CASE031,P0787,P0481,TRUE_NETWORK_EDGE
CASE031,P0802,P0883,TRUE_NETWORK_EDGE
CASE031,P0919,P0094,TRUE_NETWORK_EDGE
CASE031,P0738,P0120,TRUE_NETWORK_EDGE
CASE031,P0207,P0948,TRUE_NETWORK_EDGE
CASE031,P0281,P0635,TRUE_NETWORK_EDGE
CASE031,P0033,P0512,TRUE_NETWORK_EDGE
CASE031,P0192,P0887,TRUE_NETWORK_EDGE
CASE031,P0557,P0054,TRUE_NETWORK_EDGE
CASE032,P0019,P0207,TRUE_NETWORK_EDGE
CASE032,P0791,P0994,TRUE_NETWORK_EDGE
CASE032,P0918,P0773,TRUE_NETWORK_EDGE
CASE032,P0615,P0207,TRUE_NETWORK_EDGE
CASE032,P0716,P0649,TRUE_NETWORK_EDGE
CASE032,P0210,P0773,TRUE_NETWORK_EDGE
CASE032,P0614,P0583,TRUE_NETWORK_EDGE
CASE032,P0207,P0138,TRUE_NETWORK_EDGE
CASE032,P0773,P0583,TRUE_NETWORK_EDGE
CASE032,P0994,P0631,TRUE_NETWORK_EDGE
CASE032,P0832,P0138,TRUE_NETWORK_EDGE
CASE032,P0649,P0138,TRUE_NETWORK_EDGE
CASE033,P0535,P0490,TRUE_NETWORK_EDGE
CASE033,P0490,P0979,TRUE_NETWORK_EDGE
CASE033,P0979,P0095,TRUE_NETWORK_EDGE
CASE033,P0095,P0059,TRUE_NETWORK_EDGE
CASE033,P0059,P0844,TRUE_NETWORK_EDGE
CASE033,P0844,P0560,TRUE_NETWORK_EDGE
CASE033,P0560,P0675,TRUE_NETWORK_EDGE
CASE033,P0675,P0642,TRUE_NETWORK_EDGE
CASE033,P0642,P0823,TRUE_NETWORK_EDGE
CASE033,P0823,P0752,TRUE_NETWORK_EDGE
CASE033,P0752,P0799,TRUE_NETWORK_EDGE
CASE033,P0799,P0388,TRUE_NETWORK_EDGE
CASE033,P0388,P0094,TRUE_NETWORK_EDGE
CASE034,P0287,P0216,TRUE_NETWORK_EDGE
CASE034,P0216,P0251,TRUE_NETWORK_EDGE
CASE035,P0414,P0894,TRUE_NETWORK_EDGE
CASE035,P0414,P0856,TRUE_NETWORK_EDGE
CASE035,P0414,P0418,TRUE_NETWORK_EDGE
CASE035,P0414,P0770,TRUE_NETWORK_EDGE
CASE035,P0414,P0180,TRUE_NETWORK_EDGE
CASE035,P0414,P0483,TRUE_NETWORK_EDGE
CASE035,P0414,P0938,TRUE_NETWORK_EDGE
CASE035,P0414,P0064,TRUE_NETWORK_EDGE
CASE035,P0414,P0124,TRUE_NETWORK_EDGE
CASE035,P0414,P0660,TRUE_NETWORK_EDGE
CASE035,P0414,P0076,TRUE_NETWORK_EDGE
CASE035,P0414,P0235,TRUE_NETWORK_EDGE
CASE035,P0414,P0387,TRUE_NETWORK_EDGE
CASE035,P0414,P0925,TRUE_NETWORK_EDGE
CASE035,P0414,P0299,TRUE_NETWORK_EDGE
CASE035,P0414,P0244,TRUE_NETWORK_EDGE
CASE035,P0414,P0291,TRUE_NETWORK_EDGE
CASE035,P0414,P0530,TRUE_NETWORK_EDGE
CASE035,P0414,P0243,TRUE_NETWORK_EDGE
CASE035,P0414,P0261,TRUE_NETWORK_EDGE
CASE035,P0414,P0727,TRUE_NETWORK_EDGE
CASE035,P0414,P0587,TRUE_NETWORK_EDGE
CASE035,P0414,P0832,TRUE_NETWORK_EDGE
CASE035,P0414,P0210,TRUE_NETWORK_EDGE
CASE035,P0414,P0070,TRUE_NETWORK_EDGE
CASE035,P0414,P0537,TRUE_NETWORK_EDGE
CASE035,P0414,P0968,TRUE_NETWORK_EDGE
CASE035,P0414,P0930,TRUE_NETWORK_EDGE
CASE035,P0414,P0741,TRUE_NETWORK_EDGE
CASE035,P0414,P0236,TRUE_NETWORK_EDGE
CASE035,P0414,P0361,TRUE_NETWORK_EDGE
CASE035,P0414,P0569,TRUE_NETWORK_EDGE
CASE035,P0414,P0628,TRUE_NETWORK_EDGE
CASE035,P0414,P0276,TRUE_NETWORK_EDGE
CASE035,P0414,P0931,TRUE_NETWORK_EDGE
CASE035,P0414,P0100,TRUE_NETWORK_EDGE
CASE035,P0414,P0193,TRUE_NETWORK_EDGE
CASE035,P0414,P0839,TRUE_NETWORK_EDGE
CASE035,P0414,P0428,TRUE_NETWORK_EDGE
CASE035,P0414,P0729,TRUE_NETWORK_EDGE
CASE035,P0414,P0564,TRUE_NETWORK_EDGE
CASE035,P0414,P0001,TRUE_NETWORK_EDGE
CASE035,P0414,P0423,TRUE_NETWORK_EDGE
CASE035,P0414,P0252,TRUE_NETWORK_EDGE
CASE035,P0414,P0590,TRUE_NETWORK_EDGE
CASE035,P0414,P0278,TRUE_NETWORK_EDGE
CASE035,P0414,P0306,TRUE_NETWORK_EDGE
CASE035,P0414,P0972,TRUE_NETWORK_EDGE
CASE035,P0414,P0020,TRUE_NETWORK_EDGE
CASE035,P0414,P0300,TRUE_NETWORK_EDGE
CASE035,P0414,P0634,TRUE_NETWORK_EDGE
CASE036,P0970,P0954,TRUE_NETWORK_EDGE
CASE036,P0954,P0595,TRUE_NETWORK_EDGE
CASE036,P0595,P0351,TRUE_NETWORK_EDGE
CASE036,P0351,P0851,TRUE_NETWORK_EDGE
CASE036,P0851,P0437,TRUE_NETWORK_EDGE
CASE036,P0437,P0442,TRUE_NETWORK_EDGE
CASE036,P0442,P0644,TRUE_NETWORK_EDGE
CASE037,P0557,P0441,TRUE_NETWORK_EDGE
CASE037,P0557,P0599,TRUE_NETWORK_EDGE
CASE037,P0723,P0094,TRUE_NETWORK_EDGE
CASE037,P0557,P0926,TRUE_NETWORK_EDGE
CASE037,P0557,P0063,TRUE_NETWORK_EDGE
CASE037,P0723,P0159,TRUE_NETWORK_EDGE
CASE037,P0723,P0644,TRUE_NETWORK_EDGE
CASE037,P0723,P0047,TRUE_NETWORK_EDGE
CASE037,P0557,P0708,TRUE_NETWORK_EDGE
CASE037,P0723,P0419,TRUE_NETWORK_EDGE
CASE037,P0723,P0852,TRUE_NETWORK_EDGE
CASE037,P0723,P0545,TRUE_NETWORK_EDGE
CASE037,P0723,P0881,TRUE_NETWORK_EDGE
CASE037,P0723,P0609,TRUE_NETWORK_EDGE
CASE037,P0723,P0004,TRUE_NETWORK_EDGE
CASE038,P0899,P0938,TRUE_NETWORK_EDGE
CASE038,P0938,P0818,TRUE_NETWORK_EDGE
CASE038,P0818,P0514,TRUE_NETWORK_EDGE
CASE038,P0514,P0426,TRUE_NETWORK_EDGE
CASE038,P0426,P0781,TRUE_NETWORK_EDGE
CASE038,P0781,P0239,TRUE_NETWORK_EDGE
CASE038,P0239,P0158,TRUE_NETWORK_EDGE
CASE039,P0826,P0285,TRUE_NETWORK_EDGE
CASE039,P0826,P0054,TRUE_NETWORK_EDGE
CASE039,P0285,P0054,TRUE_NETWORK_EDGE
CASE039,P0285,P0608,TRUE_NETWORK_EDGE
CASE039,P0054,P0608,TRUE_NETWORK_EDGE
CASE039,P0054,P0458,TRUE_NETWORK_EDGE
CASE039,P0608,P0458,TRUE_NETWORK_EDGE
CASE039,P0608,P0364,TRUE_NETWORK_EDGE
CASE039,P0458,P0364,TRUE_NETWORK_EDGE
CASE039,P0458,P0085,TRUE_NETWORK_EDGE
CASE039,P0364,P0085,TRUE_NETWORK_EDGE
CASE039,P0364,P0244,TRUE_NETWORK_EDGE
CASE039,P0085,P0244,TRUE_NETWORK_EDGE
CASE039,P0085,P0234,TRUE_NETWORK_EDGE
CASE039,P0244,P0234,TRUE_NETWORK_EDGE
CASE039,P0244,P0463,TRUE_NETWORK_EDGE
CASE039,P0234,P0463,TRUE_NETWORK_EDGE
CASE039,P0234,P0730,TRUE_NETWORK_EDGE
CASE039,P0463,P0730,TRUE_NETWORK_EDGE
CASE039,P0463,P0564,TRUE_NETWORK_EDGE
CASE039,P0730,P0564,TRUE_NETWORK_EDGE
CASE039,P0730,P0279,TRUE_NETWORK_EDGE
CASE039,P0564,P0279,TRUE_NETWORK_EDGE
CASE039,P0564,P0981,TRUE_NETWORK_EDGE
CASE039,P0279,P0981,TRUE_NETWORK_EDGE
CASE039,P0279,P0597,TRUE_NETWORK_EDGE
CASE039,P0981,P0597,TRUE_NETWORK_EDGE
CASE039,P0981,P0143,TRUE_NETWORK_EDGE
CASE039,P0597,P0143,TRUE_NETWORK_EDGE
CASE039,P0597,P0581,TRUE_NETWORK_EDGE
CASE039,P0143,P0581,TRUE_NETWORK_EDGE
CASE039,P0143,P0264,TRUE_NETWORK_EDGE
CASE039,P0581,P0264,TRUE_NETWORK_EDGE
CASE039,P0581,P0817,TRUE_NETWORK_EDGE
CASE039,P0264,P0817,TRUE_NETWORK_EDGE
CASE039,P0264,P0004,TRUE_NETWORK_EDGE
CASE039,P0817,P0004,TRUE_NETWORK_EDGE
CASE039,P0817,P0894,TRUE_NETWORK_EDGE
CASE039,P0004,P0894,TRUE_NETWORK_EDGE
CASE039,P0004,P0342,TRUE_NETWORK_EDGE
CASE039,P0894,P0342,TRUE_NETWORK_EDGE
CASE039,P0894,P0920,TRUE_NETWORK_EDGE
CASE039,P0342,P0920,TRUE_NETWORK_EDGE
CASE039,P0342,P0425,TRUE_NETWORK_EDGE
CASE039,P0920,P0425,TRUE_NETWORK_EDGE
CASE039,P0920,P0490,TRUE_NETWORK_EDGE
CASE039,P0425,P0490,TRUE_NETWORK_EDGE
CASE039,P0425,P0711,TRUE_NETWORK_EDGE
CASE039,P0490,P0711,TRUE_NETWORK_EDGE
CASE039,P0490,P0984,TRUE_NETWORK_EDGE
CASE039,P0711,P0984,TRUE_NETWORK_EDGE
CASE039,P0711,P0737,TRUE_NETWORK_EDGE
CASE039,P0984,P0737,TRUE_NETWORK_EDGE
CASE039,P0984,P0811,TRUE_NETWORK_EDGE
CASE039,P0737,P0811,TRUE_NETWORK_EDGE
CASE039,P0737,P0047,TRUE_NETWORK_EDGE
CASE039,P0811,P0047,TRUE_NETWORK_EDGE
CASE039,P0811,P0697,TRUE_NETWORK_EDGE
CASE039,P0047,P0697,TRUE_NETWORK_EDGE
CASE039,P0047,P0961,TRUE_NETWORK_EDGE
CASE039,P0697,P0961,TRUE_NETWORK_EDGE
CASE039,P0697,P0093,TRUE_NETWORK_EDGE
CASE039,P0961,P0093,TRUE_NETWORK_EDGE
CASE039,P0961,P0231,TRUE_NETWORK_EDGE
CASE039,P0093,P0231,TRUE_NETWORK_EDGE
CASE039,P0093,P0089,TRUE_NETWORK_EDGE
CASE039,P0231,P0089,TRUE_NETWORK_EDGE
CASE039,P0231,P0033,TRUE_NETWORK_EDGE
CASE039,P0089,P0033,TRUE_NETWORK_EDGE
CASE039,P0089,P0945,TRUE_NETWORK_EDGE
CASE039,P0033,P0945,TRUE_NETWORK_EDGE
CASE039,P0033,P0735,TRUE_NETWORK_EDGE
CASE039,P0945,P0735,TRUE_NETWORK_EDGE
CASE039,P0945,P0139,TRUE_NETWORK_EDGE
CASE039,P0735,P0139,TRUE_NETWORK_EDGE
CASE039,P0735,P0947,TRUE_NETWORK_EDGE
CASE039,P0139,P0947,TRUE_NETWORK_EDGE
CASE039,P0139,P0302,TRUE_NETWORK_EDGE
CASE039,P0947,P0302,TRUE_NETWORK_EDGE
CASE039,P0947,P0477,TRUE_NETWORK_EDGE
CASE039,P0302,P0477,TRUE_NETWORK_EDGE
CASE039,P0302,P0621,TRUE_NETWORK_EDGE
CASE039,P0477,P0621,TRUE_NETWORK_EDGE
CASE039,P0477,P0549,TRUE_NETWORK_EDGE
CASE039,P0621,P0549,TRUE_NETWORK_EDGE
CASE039,P0621,P0413,TRUE_NETWORK_EDGE
CASE039,P0549,P0413,TRUE_NETWORK_EDGE
CASE039,P0549,P0729,TRUE_NETWORK_EDGE
CASE039,P0413,P0729,TRUE_NETWORK_EDGE
CASE039,P0413,P0024,TRUE_NETWORK_EDGE
CASE039,P0729,P0024,TRUE_NETWORK_EDGE
CASE039,P0729,P0485,TRUE_NETWORK_EDGE
CASE039,P0024,P0485,TRUE_NETWORK_EDGE
CASE039,P0024,P0766,TRUE_NETWORK_EDGE
CASE039,P0485,P0766,TRUE_NETWORK_EDGE
CASE039,P0485,P0319,TRUE_NETWORK_EDGE
CASE039,P0766,P0319,TRUE_NETWORK_EDGE
CASE039,P0766,P0733,TRUE_NETWORK_EDGE
CASE039,P0319,P0733,TRUE_NETWORK_EDGE
CASE040,P0869,P0581,TRUE_NETWORK_EDGE
CASE040,P0581,P0335,TRUE_NETWORK_EDGE
CASE041,P0772,P0917,TRUE_NETWORK_EDGE
CASE041,P0772,P0714,TRUE_NETWORK_EDGE
CASE041,P0917,P0714,TRUE_NETWORK_EDGE
CASE041,P0917,P0659,TRUE_NETWORK_EDGE
CASE041,P0714,P0659,TRUE_NETWORK_EDGE
CASE041,P0714,P0311,TRUE_NETWORK_EDGE
CASE041,P0659,P0311,TRUE_NETWORK_EDGE
CASE041,P0659,P0176,TRUE_NETWORK_EDGE
CASE041,P0311,P0176,TRUE_NETWORK_EDGE
CASE041,P0311,P0535,TRUE_NETWORK_EDGE
CASE041,P0176,P0535,TRUE_NETWORK_EDGE
CASE041,P0176,P0186,TRUE_NETWORK_EDGE
CASE041,P0535,P0186,TRUE_NETWORK_EDGE
CASE041,P0535,P0095,TRUE_NETWORK_EDGE
CASE041,P0186,P0095,TRUE_NETWORK_EDGE
CASE041,P0186,P0461,TRUE_NETWORK_EDGE
CASE041,P0095,P0461,TRUE_NETWORK_EDGE
CASE041,P0095,P0544,TRUE_NETWORK_EDGE
CASE041,P0461,P0544,TRUE_NETWORK_EDGE
CASE041,P0461,P0153,TRUE_NETWORK_EDGE
CASE041,P0544,P0153,TRUE_NETWORK_EDGE
CASE041,P0544,P0640,TRUE_NETWORK_EDGE
CASE041,P0153,P0640,TRUE_NETWORK_EDGE
CASE041,P0153,P0382,TRUE_NETWORK_EDGE
CASE041,P0640,P0382,TRUE_NETWORK_EDGE
CASE041,P0640,P0954,TRUE_NETWORK_EDGE
CASE041,P0382,P0954,TRUE_NETWORK_EDGE
CASE041,P0382,P0610,TRUE_NETWORK_EDGE
CASE041,P0954,P0610,TRUE_NETWORK_EDGE
CASE041,P0954,P0759,TRUE_NETWORK_EDGE
CASE041,P0610,P0759,TRUE_NETWORK_EDGE
CASE041,P0610,P0636,TRUE_NETWORK_EDGE
CASE041,P0759,P0636,TRUE_NETWORK_EDGE
CASE041,P0759,P0124,TRUE_NETWORK_EDGE
CASE041,P0636,P0124,TRUE_NETWORK_EDGE
CASE041,P0636,P0947,TRUE_NETWORK_EDGE
CASE041,P0124,P0947,TRUE_NETWORK_EDGE
CASE041,P0124,P0928,TRUE_NETWORK_EDGE
CASE041,P0947,P0928,TRUE_NETWORK_EDGE
CASE041,P0947,P0729,TRUE_NETWORK_EDGE
CASE041,P0928,P0729,TRUE_NETWORK_EDGE
CASE041,P0928,P0410,TRUE_NETWORK_EDGE
CASE041,P0729,P0410,TRUE_NETWORK_EDGE
CASE041,P0729,P0310,TRUE_NETWORK_EDGE
CASE041,P0410,P0310,TRUE_NETWORK_EDGE
CASE041,P0410,P0534,TRUE_NETWORK_EDGE
CASE041,P0310,P0534,TRUE_NETWORK_EDGE
CASE041,P0310,P0671,TRUE_NETWORK_EDGE
CASE041,P0534,P0671,TRUE_NETWORK_EDGE
CASE042,P0431,P0529,TRUE_NETWORK_EDGE
CASE042,P0431,P0513,TRUE_NETWORK_EDGE
CASE042,P0431,P0754,TRUE_NETWORK_EDGE
CASE042,P0431,P0013,TRUE_NETWORK_EDGE
CASE042,P0431,P0427,TRUE_NETWORK_EDGE
CASE042,P0431,P0490,TRUE_NETWORK_EDGE
CASE042,P0431,P0512,TRUE_NETWORK_EDGE
CASE042,P0431,P0588,TRUE_NETWORK_EDGE
CASE042,P0431,P0546,TRUE_NETWORK_EDGE
CASE042,P0431,P0987,TRUE_NETWORK_EDGE
CASE042,P0431,P0954,TRUE_NETWORK_EDGE
CASE042,P0431,P0217,TRUE_NETWORK_EDGE
CASE042,P0431,P0468,TRUE_NETWORK_EDGE
CASE042,P0431,P0772,TRUE_NETWORK_EDGE
CASE042,P0431,P0194,TRUE_NETWORK_EDGE
CASE042,P0431,P0583,TRUE_NETWORK_EDGE
CASE042,P0431,P0907,TRUE_NETWORK_EDGE
CASE042,P0431,P0043,TRUE_NETWORK_EDGE
CASE043,P0310,P0133,TRUE_NETWORK_EDGE
CASE043,P0310,P0844,TRUE_NETWORK_EDGE
CASE043,P0310,P0984,TRUE_NETWORK_EDGE
CASE043,P0310,P0074,TRUE_NETWORK_EDGE
CASE044,P0227,P0758,TRUE_NETWORK_EDGE
CASE044,P0227,P0747,TRUE_NETWORK_EDGE
CASE044,P0689,P0800,TRUE_NETWORK_EDGE
CASE044,P0227,P0449,TRUE_NETWORK_EDGE
CASE044,P0227,P0934,TRUE_NETWORK_EDGE
CASE044,P0227,P0030,TRUE_NETWORK_EDGE
CASE044,P0227,P0823,TRUE_NETWORK_EDGE
CASE044,P0689,P0481,TRUE_NETWORK_EDGE
CASE044,P0227,P0476,TRUE_NETWORK_EDGE
CASE044,P0227,P0049,TRUE_NETWORK_EDGE
CASE044,P0227,P0517,TRUE_NETWORK_EDGE
CASE044,P0227,P0976,TRUE_NETWORK_EDGE
CASE044,P0227,P0600,TRUE_NETWORK_EDGE
CASE044,P0227,P0052,TRUE_NETWORK_EDGE
CASE044,P0689,P0919,TRUE_NETWORK_EDGE
CASE044,P0227,P0892,TRUE_NETWORK_EDGE
CASE044,P0689,P0729,TRUE_NETWORK_EDGE
CASE045,P0125,P0916,TRUE_NETWORK_EDGE
CASE045,P0916,P0573,TRUE_NETWORK_EDGE
CASE045,P0573,P0755,TRUE_NETWORK_EDGE
CASE045,P0755,P0242,TRUE_NETWORK_EDGE
CASE045,P0242,P0748,TRUE_NETWORK_EDGE
CASE045,P0748,P0281,TRUE_NETWORK_EDGE
CASE045,P0768,P0297,TRUE_NETWORK_EDGE
CASE045,P0297,P0002,TRUE_NETWORK_EDGE
CASE045,P0002,P0785,TRUE_NETWORK_EDGE
CASE045,P0785,P0261,TRUE_NETWORK_EDGE
CASE045,P0261,P0491,TRUE_NETWORK_EDGE
CASE045,P0491,P0055,TRUE_NETWORK_EDGE
CASE045,P0281,P0768,TRUE_NETWORK_EDGE
CASE046,P0170,P0498,TRUE_NETWORK_EDGE
CASE046,P0170,P0296,TRUE_NETWORK_EDGE
CASE047,P0296,P0817,TRUE_NETWORK_EDGE
CASE047,P0817,P0195,TRUE_NETWORK_EDGE
CASE047,P0195,P0443,TRUE_NETWORK_EDGE
CASE048,P0632,P0230,TRUE_NETWORK_EDGE
CASE048,P0482,P0359,TRUE_NETWORK_EDGE
CASE048,P0394,P0709,TRUE_NETWORK_EDGE
CASE048,P0947,P0053,TRUE_NETWORK_EDGE
CASE048,P0378,P0230,TRUE_NETWORK_EDGE
CASE048,P0005,P0264,TRUE_NETWORK_EDGE
CASE048,P0231,P0053,TRUE_NETWORK_EDGE
CASE048,P0346,P0264,TRUE_NETWORK_EDGE
CASE048,P0228,P0894,TRUE_NETWORK_EDGE
CASE048,P0564,P0124,TRUE_NETWORK_EDGE
CASE048,P0593,P0359,TRUE_NETWORK_EDGE
CASE048,P0930,P0894,TRUE_NETWORK_EDGE
CASE048,P0053,P0111,TRUE_NETWORK_EDGE
CASE048,P0673,P0297,TRUE_NETWORK_EDGE
CASE048,P0124,P0144,TRUE_NETWORK_EDGE
CASE048,P0894,P0506,TRUE_NETWORK_EDGE
CASE048,P0422,P0558,TRUE_NETWORK_EDGE
CASE048,P0734,P0961,TRUE_NETWORK_EDGE
CASE048,P0235,P0111,TRUE_NETWORK_EDGE
CASE048,P0264,P0297,TRUE_NETWORK_EDGE
CASE048,P0359,P0297,TRUE_NETWORK_EDGE
CASE048,P0230,P0873,TRUE_NETWORK_EDGE
CASE048,P0563,P0035,TRUE_NETWORK_EDGE
CASE048,P0709,P0144,TRUE_NETWORK_EDGE
CASE049,P0736,P0837,TRUE_NETWORK_EDGE
CASE049,P0145,P0224,TRUE_NETWORK_EDGE
CASE049,P0923,P0507,TRUE_NETWORK_EDGE
CASE049,P0324,P0165,TRUE_NETWORK_EDGE
CASE049,P0662,P0059,TRUE_NETWORK_EDGE
CASE049,P0998,P0172,TRUE_NETWORK_EDGE
CASE049,P0153,P0896,TRUE_NETWORK_EDGE
CASE049,P0405,P0156,TRUE_NETWORK_EDGE
CASE049,P1000,P0616,TRUE_NETWORK_EDGE
CASE049,P0274,P0843,TRUE_NETWORK_EDGE
CASE049,P0147,P0818,TRUE_NETWORK_EDGE
CASE049,P0287,P0417,TRUE_NETWORK_EDGE
CASE049,P0125,P0755,TRUE_NETWORK_EDGE
CASE050,P0118,P0156,TRUE_NETWORK_EDGE
CASE050,P0118,P0700,TRUE_NETWORK_EDGE
CASE050,P0118,P0393,TRUE_NETWORK_EDGE
CASE050,P0118,P0486,TRUE_NETWORK_EDGE
CASE050,P0118,P0691,TRUE_NETWORK_EDGE
CASE050,P0118,P0046,TRUE_NETWORK_EDGE
CASE050,P0118,P0433,TRUE_NETWORK_EDGE
CASE050,P0118,P0503,TRUE_NETWORK_EDGE
CASE050,P0118,P0272,TRUE_NETWORK_EDGE
CASE050,P0118,P0136,TRUE_NETWORK_EDGE
CASE050,P0118,P0630,TRUE_NETWORK_EDGE
CASE050,P0118,P0544,TRUE_NETWORK_EDGE
CASE050,P0118,P0533,TRUE_NETWORK_EDGE
CASE050,P0118,P0080,TRUE_NETWORK_EDGE
CASE050,P0118,P0065,TRUE_NETWORK_EDGE
CASE050,P0118,P0575,TRUE_NETWORK_EDGE
CASE050,P0118,P0653,TRUE_NETWORK_EDGE
CASE050,P0118,P0843,TRUE_NETWORK_EDGE
CASE050,P0118,P0430,TRUE_NETWORK_EDGE
CASE050,P0118,P0453,TRUE_NETWORK_EDGE
CASE050,P0118,P0333,TRUE_NETWORK_EDGE
CASE050,P0118,P0534,TRUE_NETWORK_EDGE
CASE050,P0118,P0720,TRUE_NETWORK_EDGE
CASE050,P0118,P0021,TRUE_NETWORK_EDGE
CASE050,P0118,P0686,TRUE_NETWORK_EDGE
CASE050,P0118,P0816,TRUE_NETWORK_EDGE
CASE050,P0118,P0984,TRUE_NETWORK_EDGE
