sim_id,phone_id,imsi,operator,activation_date
SIM0980,PH0934,4051100000981,Jio,2022-09-29
SIM0981,PH0935,4051100000982,Airtel,2024-07-04
SIM0982,PH0935,4051100000983,BSNL,2022-02-20
SIM0983,PH0936,4051100000984,Vi,2022-04-27
SIM0984,PH0937,4051100000985,Airtel,2023-01-19
SIM0985,PH0938,4051100000986,BSNL,2020-11-22
SIM0986,PH0939,4051100000987,Airtel,2023-01-14
SIM0987,PH0940,4051100000988,Vi,2020-05-10
SIM0988,PH0941,4051100000989,Vi,2023-01-22
SIM0989,PH0942,4051100000990,Airtel,2021-06-14
SIM0990,PH0943,4051100000991,BSNL,2023-08-11
SIM0991,PH0944,4051100000992,BSNL,2023-07-22
SIM0992,PH0945,4051100000993,Jio,2020-03-09
SIM0993,PH0946,4051100000994,Airtel,2023-09-22
SIM0994,PH0947,4051100000995,Vi,2021-01-11
SIM0995,PH0948,4051100000996,Vi,2025-04-23
SIM0996,PH0949,4051100000997,Jio,2020-02-12
SIM0997,PH0950,4051100000998,BSNL,2021-07-03
SIM0998,PH0951,4051100000999,BSNL,2020-01-01
SIM0999,PH0952,4051100001000,Vi,2021-08-26
SIM1000,PH0953,4051100001001,Airtel,2021-07-10
SIM1001,PH0954,4051100001002,Vi,2022-03-26
SIM1002,PH0955,4051100001003,Vi,2021-06-10
SIM1003,PH0955,4051100001004,BSNL,2023-05-28
SIM1004,PH0956,4051100001005,Vi,2021-03-14
SIM1005,PH0957,4051100001006,BSNL,2021-02-14
SIM1006,PH0957,4051100001007,Vi,2020-12-19
SIM1007,PH0958,4051100001008,Jio,2025-06-23
SIM1008,PH0958,4051100001009,BSNL,2022-11-01
SIM1009,PH0959,4051100001010,Jio,2023-09-27
SIM1010,PH0960,4051100001011,Airtel,2022-01-17
SIM1011,PH0961,4051100001012,Vi,2024-06-18
SIM1012,PH0962,4051100001013,BSNL,2022-03-11
SIM1013,PH0963,4051100001014,Jio,2022-04-04
SIM1014,PH0964,4051100001015,BSNL,2024-05-30
SIM1015,PH0965,4051100001016,Airtel,2022-11-10
SIM1016,PH0966,4051100001017,Jio,2021-06-16
SIM1017,PH0967,4051100001018,Vi,2023-07-28
SIM1018,PH0968,4051100001019,Vi,2023-09-21
SIM1019,PH0969,4051100001020,Airtel,2022-01-20
SIM1020,PH0970,4051100001021,Airtel,2022-01-21
SIM1021,PH0971,4051100001022,Jio,2021-02-04
SIM1022,PH0972,4051100001023,Vi,2023-04-06
SIM1023,PH0972,4051100001024,BSNL,2022-01-13
SIM1024,PH0973,4051100001025,BSNL,2021-09-30
SIM1025,PH0974,4051100001026,BSNL,2024-09-23
SIM1026,PH0974,4051100001027,BSNL,2020-04-02
SIM1027,PH0975,4051100001028,BSNL,2022-02-22
SIM1028,PH0976,4051100001029,Airtel,2022-09-23
SIM1029,PH0977,4051100001030,Airtel,2022-09-16
SIM1030,PH0978,4051100001031,Vi,2023-07-25
SIM1031,PH0979,4051100001032,Airtel,2023-08-20
SIM1032,PH0980,4051100001033,Vi,2021-02-13
SIM1033,PH0981,4051100001034,Jio,2021-07-12
SIM1034,PH0982,4051100001035,Jio,2022-05-22
SIM1035,PH0983,4051100001036,Vi,2025-05-26
SIM1036,PH0984,4051100001037,Vi,2024-06-07
SIM1037,PH0985,4051100001038,Vi,2020-07-02
SIM1038,PH0986,4051100001039,Airtel,2023-11-21
SIM1039,PH0987,4051100001040,Jio,2023-02-18
SIM1040,PH0988,4051100001041,BSNL,2023-05-25
SIM1041,PH0989,4051100001042,Jio,2022-03-05
SIM1042,PH0990,4051100001043,Jio,2020-05-13
SIM1043,PH0991,4051100001044,Airtel,2022-12-27
SIM1044,PH0992,4051100001045,BSNL,2020-04-26
SIM1045,PH0993,4051100001046,Vi,2023-03-10
SIM1046,PH0993,4051100001047,Vi,2024-07-26
SIM1047,PH0994,4051100001048,Jio,2021-03-27
SIM1048,PH0995,4051100001049,Airtel,2020-08-26
SIM1049,PH0996,4051100001050,Airtel,2024-06-21
SIM1050,PH0997,4051100001051,BSNL,2021-04-16
SIM1051,PH0998,4051100001052,Airtel,2021-08-31
SIM1052,PH0999,4051100001053,Vi,2023-02-13
SIM1053,PH1000,4051100001054,Airtel,2025-02-23
SIM1054,PH1001,4051100001055,Vi,2020-08-10
SIM1055,PH1002,4051100001056,Jio,2023-02-14
SIM1056,PH1003,4051100001057,Jio,2021-11-18
SIM1057,PH1004,4051100001058,Airtel,2020-02-11
SIM1058,PH1005,4051100001059,Airtel,2024-08-25
SIM1059,PH1006,4051100001060,Vi,2024-09-29
SIM1060,PH1007,4051100001061,BSNL,2023-11-29
SIM1061,PH1008,4051100001062,Vi,2021-09-13
SIM1062,PH1009,4051100001063,BSNL,2020-10-23
SIM1063,PH1010,4051100001064,Airtel,2024-11-08
SIM1064,PH1011,4051100001065,Vi,2022-03-17
SIM1065,PH1012,4051100001066,Vi,2021-05-11
SIM1066,PH1013,4051100001067,BSNL,2024-02-07
SIM1067,PH1014,4051100001068,BSNL,2023-09-04
SIM1068,PH1015,4051100001069,Jio,2024-03-21
SIM1069,PH1016,4051100001070,Airtel,2024-10-26
SIM1070,PH1017,4051100001071,Vi,2023-05-09
SIM1071,PH1018,4051100001072,Jio,2020-04-12
SIM1072,PH1019,4051100001073,Jio,2024-01-14
SIM1073,PH1020,4051100001074,Airtel,2020-04-06
SIM1074,PH1021,4051100001075,Vi,2021-06-02
SIM1075,PH1022,4051100001076,Vi,2024-03-14
SIM1076,PH1023,4051100001077,Vi,2022-01-14
SIM1077,PH1024,4051100001078,BSNL,2021-09-11
SIM1078,PH1025,4051100001079,Vi,2021-08-27
SIM1079,PH1026,4051100001080,Jio,2020-08-08
SIM1080,PH1027,4051100001081,Jio,2020-10-19
SIM1081,PH1028,4051100001082,Vi,2022-02-18
SIM1082,PH1029,4051100001083,Jio,2021-02-08
SIM1083,PH1030,4051100001084,Vi,2022-04-03
SIM1084,PH1031,4051100001085,Jio,2020-08-06
SIM1085,PH1032,4051100001086,Jio,2024-05-29
SIM1086,PH1033,4051100001087,Vi,2020-04-05
SIM1087,PH1034,4051100001088,Jio,2022-05-01
SIM1088,PH1035,4051100001089,Vi,2023-01-31
SIM1089,PH1036,4051100001090,Vi,2025-04-20
SIM1090,PH1037,4051100001091,BSNL,2025-03-02
SIM1091,PH1038,4051100001092,BSNL,2025-03-31
SIM1092,PH1039,4051100001093,Vi,2020-11-28
SIM1093,PH1040,4051100001094,Vi,2025-05-12
SIM1094,PH1041,4051100001095,Airtel,2024-10-06
SIM1095,PH1042,4051100001096,Jio,2025-05-23
SIM1096,PH1043,4051100001097,Jio,2024-01-24
SIM1097,PH1044,4051100001098,Vi,2023-11-26
SIM1098,PH1045,4051100001099,Airtel,2022-05-10
SIM1099,PH1046,4051100001100,Vi,2022-08-29
SIM1100,PH1047,4051100001101,BSNL,2024-01-25
SIM1101,PH1048,4051100001102,Vi,2020-07-05
SIM1102,PH1049,4051100001103,Jio,2020-11-04
SIM1103,PH1050,4051100001104,Vi,2023-05-01
SIM1104,PH1051,4051100001105,Vi,2022-04-04
SIM1105,PH1052,4051100001106,Airtel,2020-04-02
SIM1106,PH1053,4051100001107,Airtel,2024-10-05
SIM1107,PH1054,4051100001108,BSNL,2020-04-11
SIM1108,PH1055,4051100001109,Jio,2024-05-14
SIM1109,PH1056,4051100001110,BSNL,2025-02-27
SIM1110,PH1056,4051100001111,Airtel,2020-11-07
SIM1111,PH1057,4051100001112,Jio,2023-06-27
SIM1112,PH1058,4051100001113,BSNL,2020-03-02
SIM1113,PH1059,4051100001114,Jio,2022-03-15
SIM1114,PH1060,4051100001115,Jio,2021-12-20
SIM1115,PH1061,4051100001116,Vi,2025-03-28
SIM1116,PH1062,4051100001117,Jio,2025-06-03
SIM1117,PH1063,4051100001118,Vi,2021-03-05
SIM1118,PH1064,4051100001119,Vi,2022-01-14
SIM1119,PH1065,4051100001120,BSNL,2020-10-30
SIM1120,PH1066,4051100001121,BSNL,2020-04-03
SIM1121,PH1067,4051100001122,BSNL,2023-04-29
SIM1122,PH1068,4051100001123,BSNL,2021-03-13
SIM1123,PH1069,4051100001124,Jio,2021-12-29
SIM1124,PH1070,4051100001125,Jio,2020-11-23
SIM1125,PH1071,4051100001126,BSNL,2023-02-13
SIM1126,PH1072,4051100001127,BSNL,2023-10-14
SIM1127,PH1073,4051100001128,Jio,2025-01-14
SIM1128,PH1074,4051100001129,BSNL,2022-10-26
SIM1129,PH1075,4051100001130,BSNL,2024-04-24
SIM1130,PH1076,4051100001131,Vi,2023-08-20
SIM1131,PH1077,4051100001132,Jio,2020-05-25
SIM1132,PH1078,4051100001133,Airtel,2020-08-27
SIM1133,PH1079,4051100001134,BSNL,2020-10-17
SIM1134,PH1079,4051100001135,Vi,2020-02-18
SIM1135,PH1080,4051100001136,BSNL,2022-08-11
SIM1136,PH1080,4051100001137,Jio,2020-11-21
SIM1137,PH1081,4051100001138,Vi,2021-01-10
SIM1138,PH1082,4051100001139,Jio,2023-01-17
SIM1139,PH1083,4051100001140,Airtel,2021-06-14
SIM1140,PH1084,4051100001141,BSNL,2024-06-09
SIM1141,PH1085,4051100001142,Jio,2024-10-03
SIM1142,PH1086,4051100001143,BSNL,2024-04-01
SIM1143,PH1087,4051100001144,BSNL,2021-05-24
SIM1144,PH1088,4051100001145,BSNL,2024-05-31
SIM1145,PH1089,4051100001146,Vi,2020-11-26
SIM1146,PH1090,4051100001147,Jio,2021-12-03
SIM1147,PH1091,4051100001148,Airtel,2020-06-02
SIM1148,PH1092,4051100001149,Airtel,2020-03-29
SIM1149,PH1093,4051100001150,BSNL,2020-12-12
SIM1150,PH1094,4051100001151,Airtel,2024-08-16
SIM1151,PH1094,4051100001152,Airtel,2021-03-31
SIM1152,PH1095,4051100001153,Airtel,2024-08-09
SIM1153,PH1096,4051100001154,Jio,2020-07-13
SIM1154,PH1097,4051100001155,Vi,2022-02-08
SIM1155,PH1098,4051100001156,Airtel,2021-09-02
SIM1156,PH1099,4051100001157,Airtel,2022-05-04
SIM1157,PH1100,4051100001158,BSNL,2024-01-11
SIM1158,PH1101,4051100001159,BSNL,2024-02-06
SIM1159,PH1102,4051100001160,BSNL,2022-04-16
SIM1160,PH1103,4051100001161,Vi,2023-08-20
SIM1161,PH1103,4051100001162,Vi,2024-03-18
SIM1162,PH1104,4051100001163,BSNL,2020-03-28
SIM1163,PH1105,4051100001164,BSNL,2020-03-01
SIM1164,PH1106,4051100001165,Vi,2020-10-30
SIM1165,PH1107,4051100001166,Vi,2022-05-31
SIM1166,PH1108,4051100001167,Jio,2020-10-04
SIM1167,PH1109,4051100001168,Jio,2020-03-30
SIM1168,PH1110,4051100001169,Airtel,2021-09-27
SIM1169,PH1111,4051100001170,BSNL,2022-05-05
SIM1170,PH1112,4051100001171,Airtel,2020-08-16
SIM1171,PH1113,4051100001172,Jio,2021-03-03
SIM1172,PH1114,4051100001173,Vi,2022-11-20
SIM1173,PH1115,4051100001174,Airtel,2021-04-25
SIM1174,PH1116,4051100001175,BSNL,2020-04-27
SIM1175,PH1116,4051100001176,Airtel,2023-12-23
SIM1176,PH1117,4051100001177,Jio,2020-03-06
SIM1177,PH1118,4051100001178,Airtel,2025-05-16
SIM1178,PH1119,4051100001179,BSNL,2022-01-15
SIM1179,PH1120,4051100001180,BSNL,2023-11-12
SIM1180,PH1121,4051100001181,Jio,2022-11-13
SIM1181,PH1122,4051100001182,Jio,2022-08-09
SIM1182,PH1123,4051100001183,Vi,2024-03-01
SIM1183,PH1124,4051100001184,Airtel,2021-06-20
SIM1184,PH1125,4051100001185,Jio,2024-04-17
SIM1185,PH1126,4051100001186,Vi,2020-05-15
SIM1186,PH1127,4051100001187,BSNL,2025-05-10
SIM1187,PH1128,4051100001188,BSNL,2022-08-06
SIM1188,PH1129,4051100001189,Vi,2021-04-14
SIM1189,PH1130,4051100001190,BSNL,2024-06-28
SIM1190,PH1131,4051100001191,Jio,2020-10-06
SIM1191,PH1132,4051100001192,BSNL,2022-07-04
SIM1192,PH1133,4051100001193,Airtel,2022-10-02
SIM1193,PH1134,4051100001194,Airtel,2024-11-20
SIM1194,PH1135,4051100001195,BSNL,2020-06-02
SIM1195,PH1136,4051100001196,Vi,2021-11-29
SIM1196,PH1136,4051100001197,Jio,2023-04-27
SIM1197,PH1137,4051100001198,BSNL,2025-04-09
SIM1198,PH1138,4051100001199,Vi,2024-01-27
SIM1199,PH1139,4051100001200,Vi,2022-10-14
SIM1200,PH1140,4051100001201,BSNL,2021-11-08
SIM1201,PH1141,4051100001202,BSNL,2020-09-09
SIM1202,PH1142,4051100001203,Airtel,2021-10-12
SIM1203,PH1143,4051100001204,Jio,2025-06-21
SIM1204,PH1144,4051100001205,BSNL,2021-01-08
SIM1205,PH1145,4051100001206,Jio,2024-02-12
SIM1206,PH1146,4051100001207,Airtel,2020-04-13
SIM1207,PH1146,4051100001208,Jio,2023-03-20
SIM1208,PH1147,4051100001209,Jio,2024-06-29
SIM1209,PH1148,4051100001210,BSNL,2022-10-15
SIM1210,PH1149,4051100001211,Airtel,2025-05-17
SIM1211,PH1150,4051100001212,BSNL,2023-08-18
SIM1212,PH1151,4051100001213,Jio,2022-05-11
SIM1213,PH1152,4051100001214,Jio,2024-09-03
SIM1214,PH1153,4051100001215,Vi,2024-11-15
SIM1215,PH1154,4051100001216,Airtel,2024-11-24
SIM1216,PH1154,4051100001217,Jio,2024-06-06
SIM1217,PH1155,4051100001218,Airtel,2022-02-03
SIM1218,PH1156,4051100001219,Vi,2020-04-27
SIM1219,PH1156,4051100001220,Vi,2023-11-04
SIM1220,PH1157,4051100001221,Airtel,2025-06-11
SIM1221,PH1158,4051100001222,Airtel,2024-11-15
SIM1222,PH1159,4051100001223,Airtel,2021-06-12
SIM1223,PH1160,4051100001224,Jio,2023-09-28
SIM1224,PH1161,4051100001225,Vi,2025-01-30
