cdr_id,case_id,caller_phone_id,receiver_phone_id,timestamp,duration_seconds,call_type,tower_location_id
CDR10334,CASE050,PH0077,PH0927,2025-05-28T02:06:00,292,sms,LOC0197
CDR10335,CASE050,PH0215,PH0820,2025-05-19T17:06:00,160,voice,LOC0135
CDR10336,CASE050,PH0738,PH0286,2025-06-01T09:06:00,468,sms,LOC0041
CDR10337,CASE050,PH1095,PH1143,2025-05-18T13:06:00,492,sms,LOC0191
CDR10338,CASE050,PH0676,PH0477,2025-05-31T12:06:00,121,voice,LOC0156
CDR10339,CASE050,PH0313,PH0425,2025-05-24T15:06:00,271,voice,LOC0177
CDR10340,CASE050,PH0976,PH1131,2025-05-14T13:06:00,375,sms,LOC0070
CDR10341,CASE050,PH0215,PH0140,2025-05-29T09:06:00,323,voice,LOC0298
CDR10342,CASE050,PH0838,PH0499,2025-05-14T17:06:00,530,sms,LOC0047
CDR10343,CASE050,PH0501,PH0742,2025-05-14T18:06:00,236,sms,LOC0209
CDR10344,CASE050,PH0946,PH0497,2025-05-29T09:06:00,571,sms,LOC0234
CDR10345,CASE050,PH0800,PH0584,2025-05-30T17:06:00,416,voice,LOC0049
CDR10346,CASE050,PH0677,PH0430,2025-05-17T06:06:00,162,voice,LOC0250
CDR10347,CASE050,PH0630,PH0312,2025-05-21T06:06:00,24,sms,LOC0102
CDR10348,CASE050,PH0092,PH0913,2025-05-29T09:06:00,220,sms,LOC0004
CDR10349,CASE050,PH0738,PH0156,2025-05-23T22:06:00,137,voice,LOC0286
CDR10350,CASE050,PH0016,PH0316,2025-05-23T00:06:00,299,sms,LOC0264
CDR10351,CASE050,PH0381,PH0862,2025-05-26T17:06:00,48,voice,LOC0236
CDR10352,CASE050,PH0814,PH0260,2025-05-15T17:06:00,212,voice,LOC0004
CDR10353,CASE050,PH0666,PH0418,2025-05-15T18:06:00,466,voice,LOC0083
CDR10354,CASE050,PH0461,PH1114,2025-05-23T06:06:00,327,sms,LOC0051
CDR10355,CASE050,PH0497,PH0107,2025-05-16T16:06:00,547,sms,LOC0054
CDR10356,CASE050,PH0016,PH1103,2025-05-19T18:06:00,435,sms,LOC0090
CDR10357,CASE050,PH0763,PH0179,2025-05-11T21:06:00,50,voice,LOC0236
CDR10358,CASE050,PH0666,PH0783,2025-05-23T00:06:00,192,sms,LOC0251
CDR10359,CASE050,PH0676,PH0737,2025-05-16T02:06:00,147,sms,LOC0244
CDR10360,CASE050,PH0092,PH0210,2025-05-28T21:06:00,108,sms,LOC0186
CDR10361,CASE050,PH0260,PH0597,2025-05-23T23:06:00,117,voice,LOC0112
CDR10362,CASE050,PH0436,PH1020,2025-05-30T05:06:00,52,voice,LOC0300
CDR10363,CASE050,PH1095,PH0333,2025-05-12T04:06:00,557,voice,LOC0173
CDR10364,CASE050,PH0805,PH0158,2025-05-24T13:06:00,146,voice,LOC0086
CDR10365,CASE050,PH0677,PH0331,2025-05-24T04:06:00,49,sms,LOC0062
CDR10366,CASE050,PH0805,PH1026,2025-05-19T04:06:00,301,sms,LOC0300
CDR10367,CASE050,PH0619,PH0823,2025-05-27T05:06:00,267,sms,LOC0212
CDR10368,CASE051,PH0010,PH0226,2026-02-11T16:18:00,306,voice,LOC0174
CDR10369,CASE051,PH0010,PH0226,2026-02-14T07:18:00,507,sms,LOC0058
CDR10370,CASE051,PH0010,PH0226,2026-02-08T15:18:00,482,voice,LOC0245
CDR10371,CASE051,PH0010,PH0226,2026-02-14T02:18:00,807,sms,LOC0229
CDR10372,CASE051,PH0010,PH0226,2026-02-09T15:18:00,107,voice,LOC0207
CDR10373,CASE051,PH0010,PH0226,2026-02-09T16:18:00,781,voice,LOC0152
CDR10374,CASE051,PH0010,PH0164,2026-02-12T11:18:00,858,voice,LOC0021
CDR10375,CASE051,PH0010,PH0163,2026-02-09T05:18:00,406,voice,LOC0272
CDR10376,CASE051,PH0010,PH0164,2026-02-07T11:18:00,504,voice,LOC0094
CDR10377,CASE051,PH0010,PH0163,2026-02-08T13:18:00,287,voice,LOC0153
CDR10378,CASE051,PH0010,PH0164,2026-02-14T04:18:00,147,voice,LOC0188
CDR10379,CASE051,PH0010,PH0164,2026-02-08T14:18:00,891,voice,LOC0102
CDR10380,CASE051,PH0163,PH0136,2026-02-09T08:18:00,543,sms,LOC0133
CDR10381,CASE051,PH0010,PH0862,2026-02-02T11:18:00,482,sms,LOC0101
CDR10382,CASE051,PH0010,PH0093,2026-02-03T08:18:00,412,sms,LOC0122
CDR10383,CASE051,PH0010,PH0050,2026-02-08T14:18:00,123,voice,LOC0231
CDR10384,CASE051,PH0163,PH0070,2026-01-27T15:18:00,311,sms,LOC0221
CDR10385,CASE051,PH0226,PH0673,2026-02-02T09:18:00,383,sms,LOC0181
CDR10386,CASE051,PH0010,PH1034,2026-02-16T05:18:00,411,sms,LOC0142
CDR10387,CASE051,PH0164,PH0620,2026-02-04T19:18:00,114,voice,LOC0198
CDR10388,CASE051,PH0163,PH1016,2026-02-11T02:18:00,349,voice,LOC0129
CDR10389,CASE051,PH0163,PH0444,2026-01-27T12:18:00,218,sms,LOC0168
CDR10390,CASE051,PH0010,PH0817,2026-02-03T20:18:00,350,sms,LOC0235
CDR10391,CASE051,PH0164,PH0853,2026-02-16T00:18:00,131,sms,LOC0009
CDR10392,CASE051,PH0163,PH0052,2026-01-31T06:18:00,99,sms,LOC0274
CDR10393,CASE051,PH0164,PH0374,2026-02-02T13:18:00,197,sms,LOC0139
CDR10394,CASE051,PH0163,PH0192,2026-02-03T13:18:00,250,voice,LOC0124
CDR10395,CASE051,PH0163,PH0983,2026-02-15T17:18:00,367,sms,LOC0238
CDR10396,CASE051,PH0164,PH0539,2026-02-14T06:18:00,355,voice,LOC0277
CDR10397,CASE051,PH0164,PH0295,2026-02-04T11:18:00,99,voice,LOC0031
CDR10398,CASE051,PH0163,PH0386,2026-02-14T13:18:00,15,sms,LOC0039
CDR10399,CASE051,PH0226,PH0890,2026-02-15T11:18:00,18,voice,LOC0072
CDR10400,CASE051,PH0226,PH0823,2026-02-02T05:18:00,257,sms,LOC0056
CDR10401,CASE051,PH0226,PH0127,2026-02-14T18:18:00,476,voice,LOC0253
CDR10402,CASE051,PH0164,PH0073,2026-02-01T04:18:00,528,sms,LOC0212
CDR10403,CASE051,PH0164,PH0522,2026-02-06T05:18:00,92,voice,LOC0237
CDR10404,CASE051,PH0163,PH1108,2026-02-03T00:18:00,412,sms,LOC0203
CDR10405,CASE051,PH0010,PH0737,2026-01-31T01:18:00,284,sms,LOC0121
CDR10406,CASE051,PH0010,PH0131,2026-02-10T21:18:00,128,sms,LOC0235
CDR10407,CASE051,PH0163,PH0074,2026-02-06T04:18:00,108,sms,LOC0245
CDR10408,CASE051,PH0163,PH1039,2026-01-29T19:18:00,203,sms,LOC0094
CDR10409,CASE051,PH0164,PH0516,2026-01-27T15:18:00,105,sms,LOC0270
CDR10410,CASE051,PH0163,PH0499,2026-02-15T10:18:00,592,sms,LOC0075
CDR10411,CASE051,PH0164,PH0257,2026-02-13T16:18:00,419,sms,LOC0147
CDR10412,CASE051,PH0163,PH0864,2026-02-14T13:18:00,551,voice,LOC0259
CDR10413,CASE051,PH0164,PH0917,2026-02-01T10:18:00,65,sms,LOC0014
CDR10414,CASE051,PH0163,PH0271,2026-02-10T03:18:00,34,sms,LOC0028
CDR10415,CASE051,PH0226,PH0108,2026-01-28T19:18:00,42,voice,LOC0261
CDR10416,CASE051,PH0164,PH0415,2026-02-01T11:18:00,202,sms,LOC0057
CDR10417,CASE051,PH0164,PH0322,2026-02-07T16:18:00,423,sms,LOC0152
CDR10418,CASE051,PH0164,PH0410,2026-02-03T20:18:00,498,sms,LOC0268
CDR10419,CASE051,PH0226,PH0357,2026-02-14T17:18:00,128,voice,LOC0064
CDR10420,CASE051,PH0164,PH0092,2026-02-08T09:18:00,372,voice,LOC0074
CDR10421,CASE051,PH0163,PH0367,2026-02-01T02:18:00,462,sms,LOC0170
CDR10422,CASE051,PH0163,PH0954,2026-02-15T06:18:00,25,voice,LOC0167
CDR10423,CASE051,PH0226,PH0238,2026-02-16T02:18:00,583,voice,LOC0008
CDR10424,CASE051,PH0163,PH0091,2026-02-14T09:18:00,589,voice,LOC0265
CDR10425,CASE051,PH0164,PH0591,2026-02-01T09:18:00,87,sms,LOC0041
CDR10426,CASE051,PH0164,PH0739,2026-02-02T16:18:00,203,sms,LOC0254
CDR10427,CASE051,PH0164,PH0801,2026-02-10T05:18:00,380,voice,LOC0065
CDR10428,CASE051,PH0010,PH0377,2026-01-29T19:18:00,111,voice,LOC0037
CDR10429,CASE051,PH0164,PH1093,2026-02-02T17:18:00,176,voice,LOC0182
CDR10430,CASE051,PH0164,PH0212,2026-02-04T18:18:00,493,sms,LOC0263
CDR10431,CASE051,PH0163,PH0863,2026-02-06T15:18:00,342,sms,LOC0180
CDR10432,CASE051,PH0010,PH0658,2026-02-08T12:18:00,146,sms,LOC0016
CDR10433,CASE051,PH0164,PH0645,2026-02-05T20:18:00,157,voice,LOC0195
CDR10434,CASE051,PH0226,PH1114,2026-01-30T01:18:00,30,sms,LOC0076
CDR10435,CASE051,PH0226,PH1003,2026-02-10T01:18:00,329,voice,LOC0026
CDR10436,CASE051,PH0226,PH0835,2026-02-12T03:18:00,305,voice,LOC0023
CDR10437,CASE051,PH0226,PH0025,2026-02-08T09:18:00,25,voice,LOC0132
CDR10438,CASE051,PH0164,PH0228,2026-02-01T12:18:00,380,sms,LOC0036
CDR10439,CASE051,PH0226,PH1086,2026-02-02T13:18:00,237,sms,LOC0290
CDR10440,CASE051,PH0163,PH0672,2026-02-02T15:18:00,216,voice,LOC0210
CDR10441,CASE051,PH0226,PH0176,2026-02-02T10:18:00,172,voice,LOC0016
CDR10442,CASE051,PH0010,PH0929,2026-02-01T08:18:00,456,sms,LOC0218
CDR10443,CASE051,PH0010,PH0339,2026-02-04T18:18:00,402,voice,LOC0284
CDR10444,CASE051,PH0226,PH0997,2026-02-15T08:18:00,91,sms,LOC0052
CDR10445,CASE051,PH0163,PH0266,2026-01-30T07:18:00,449,voice,LOC0297
CDR10446,CASE051,PH0164,PH1036,2026-01-29T02:18:00,230,sms,LOC0065
CDR10447,CASE051,PH0164,PH1153,2026-02-12T12:18:00,576,sms,LOC0244
CDR10448,CASE051,PH0226,PH0288,2026-02-15T00:18:00,599,voice,LOC0089
CDR10449,CASE051,PH0163,PH1080,2026-01-31T23:18:00,433,voice,LOC0028
CDR10450,CASE051,PH0010,PH0410,2026-02-10T08:18:00,45,voice,LOC0292
CDR10451,CASE051,PH0010,PH0083,2026-01-27T04:18:00,581,sms,LOC0260
CDR10452,CASE051,PH0163,PH0710,2026-02-11T09:18:00,193,voice,LOC0211
CDR10453,CASE051,PH0163,PH0988,2026-01-29T15:18:00,506,sms,LOC0210
CDR10454,CASE051,PH0163,PH0045,2026-02-09T10:18:00,592,sms,LOC0235
CDR10455,CASE051,PH0163,PH0022,2026-01-30T07:18:00,473,sms,LOC0017
CDR10456,CASE051,PH0163,PH0084,2026-02-07T13:18:00,77,sms,LOC0200
CDR10457,CASE051,PH0010,PH0907,2026-02-08T08:18:00,227,voice,LOC0203
CDR10458,CASE051,PH0163,PH0408,2026-02-09T02:18:00,349,voice,LOC0106
CDR10459,CASE051,PH0163,PH0839,2026-02-10T17:18:00,371,sms,LOC0151
CDR10460,CASE051,PH0226,PH0564,2026-02-11T13:18:00,516,sms,LOC0057
CDR10461,CASE051,PH0163,PH0527,2026-01-27T11:18:00,289,sms,LOC0253
CDR10462,CASE051,PH0010,PH0468,2026-01-30T21:18:00,544,sms,LOC0077
CDR10463,CASE051,PH0164,PH0887,2026-02-13T12:18:00,155,voice,LOC0279
CDR10464,CASE051,PH0163,PH0516,2026-02-07T02:18:00,233,voice,LOC0195
CDR10465,CASE051,PH0163,PH0490,2026-02-08T21:18:00,151,sms,LOC0138
CDR10466,CASE051,PH0164,PH0566,2026-02-03T21:18:00,256,sms,LOC0137
CDR10467,CASE051,PH0163,PH1123,2026-02-06T00:18:00,303,sms,LOC0003
CDR10468,CASE051,PH0010,PH0463,2026-02-09T09:18:00,135,sms,LOC0244
CDR10469,CASE051,PH0010,PH0345,2026-02-03T23:18:00,100,sms,LOC0212
CDR10470,CASE052,PH0099,PH0834,2026-03-18T01:08:00,28,sms,LOC0249
CDR10471,CASE052,PH0099,PH0834,2026-03-17T19:08:00,711,voice,LOC0258
CDR10472,CASE052,PH0099,PH0834,2026-03-13T06:08:00,280,voice,LOC0298
CDR10473,CASE052,PH0099,PH0834,2026-03-15T11:08:00,263,voice,LOC0295
CDR10474,CASE052,PH0099,PH0834,2026-03-14T11:08:00,252,sms,LOC0116
CDR10475,CASE052,PH0834,PH0907,2026-03-15T21:08:00,409,sms,LOC0051
CDR10476,CASE052,PH0834,PH0906,2026-03-10T19:08:00,264,voice,LOC0151
CDR10477,CASE052,PH0834,PH0906,2026-03-15T12:08:00,815,voice,LOC0230
CDR10478,CASE052,PH0834,PH0906,2026-03-14T21:08:00,777,voice,LOC0197
CDR10479,CASE052,PH0834,PH0907,2026-03-11T22:08:00,850,voice,LOC0163
CDR10480,CASE052,PH0834,PH0907,2026-03-14T00:08:00,458,voice,LOC0232
CDR10481,CASE052,PH0907,PH0269,2026-03-05T15:08:00,84,voice,LOC0162
CDR10482,CASE052,PH0834,PH0274,2026-03-18T01:08:00,206,voice,LOC0061
CDR10483,CASE052,PH0116,PH0837,2026-03-17T16:08:00,338,voice,LOC0206
CDR10484,CASE052,PH0099,PH1158,2026-03-16T05:08:00,83,sms,LOC0136
CDR10485,CASE052,PH0906,PH1043,2026-03-04T06:08:00,48,voice,LOC0128
CDR10486,CASE052,PH0906,PH0219,2026-03-10T09:08:00,150,voice,LOC0173
CDR10487,CASE052,PH0906,PH0633,2026-03-12T15:08:00,587,voice,LOC0092
CDR10488,CASE052,PH0099,PH0968,2026-03-18T04:08:00,286,voice,LOC0134
CDR10489,CASE052,PH0907,PH0960,2026-02-28T15:08:00,262,sms,LOC0228
CDR10490,CASE052,PH0906,PH1007,2026-03-16T11:08:00,490,voice,LOC0263
CDR10491,CASE052,PH0834,PH0632,2026-03-15T23:08:00,392,sms,LOC0295
CDR10492,CASE052,PH0906,PH0505,2026-03-09T08:08:00,474,voice,LOC0145
CDR10493,CASE052,PH0907,PH0913,2026-03-18T15:08:00,573,sms,LOC0186
CDR10494,CASE052,PH0906,PH1050,2026-03-03T01:08:00,371,voice,LOC0094
CDR10495,CASE052,PH0907,PH0854,2026-03-14T20:08:00,417,voice,LOC0279
CDR10496,CASE052,PH0116,PH0644,2026-03-05T18:08:00,58,sms,LOC0272
CDR10497,CASE052,PH0907,PH0287,2026-02-28T04:08:00,21,sms,LOC0249
CDR10498,CASE052,PH0834,PH0168,2026-03-11T21:08:00,333,voice,LOC0124
CDR10499,CASE052,PH0116,PH0304,2026-03-10T15:08:00,522,voice,LOC0214
CDR10500,CASE052,PH0906,PH1051,2026-03-11T17:08:00,256,sms,LOC0090
CDR10501,CASE052,PH0116,PH1137,2026-03-08T10:08:00,501,voice,LOC0241
CDR10502,CASE052,PH0099,PH0155,2026-03-20T05:08:00,539,sms,LOC0164
CDR10503,CASE052,PH0116,PH0678,2026-02-27T20:08:00,575,voice,LOC0039
CDR10504,CASE052,PH0099,PH0619,2026-03-02T08:08:00,537,sms,LOC0054
CDR10505,CASE052,PH0116,PH0099,2026-03-04T06:08:00,564,sms,LOC0297
CDR10506,CASE052,PH0834,PH0140,2026-03-15T20:08:00,44,voice,LOC0023
CDR10507,CASE052,PH0834,PH0729,2026-03-06T13:08:00,14,sms,LOC0050
CDR10508,CASE052,PH0906,PH1000,2026-03-06T16:08:00,102,voice,LOC0044
CDR10509,CASE052,PH0116,PH1068,2026-03-18T10:08:00,360,sms,LOC0030
CDR10510,CASE052,PH0906,PH0007,2026-03-13T11:08:00,269,voice,LOC0247
CDR10511,CASE052,PH0906,PH1002,2026-03-10T15:08:00,105,sms,LOC0181
CDR10512,CASE052,PH0099,PH0370,2026-03-16T09:08:00,578,sms,LOC0263
CDR10513,CASE052,PH0907,PH0117,2026-03-05T13:08:00,325,sms,LOC0143
CDR10514,CASE052,PH0099,PH0597,2026-03-18T09:08:00,264,sms,LOC0091
CDR10515,CASE052,PH0834,PH0922,2026-03-05T12:08:00,356,sms,LOC0283
CDR10516,CASE052,PH0834,PH0947,2026-02-27T23:08:00,76,sms,LOC0182
CDR10517,CASE052,PH0099,PH0953,2026-03-13T09:08:00,230,voice,LOC0052
CDR10518,CASE052,PH0834,PH0652,2026-03-16T17:08:00,280,voice,LOC0292
CDR10519,CASE052,PH0116,PH0769,2026-03-14T21:08:00,500,sms,LOC0283
CDR10520,CASE052,PH0116,PH0439,2026-02-27T23:08:00,564,sms,LOC0114
CDR10521,CASE052,PH0099,PH0049,2026-03-17T03:08:00,376,sms,LOC0082
CDR10522,CASE052,PH0099,PH0900,2026-03-08T05:08:00,358,voice,LOC0178
CDR10523,CASE052,PH0099,PH0212,2026-03-07T20:08:00,565,voice,LOC0100
CDR10524,CASE052,PH0906,PH0074,2026-03-07T10:08:00,545,voice,LOC0179
CDR10525,CASE052,PH0099,PH0110,2026-03-14T03:08:00,408,voice,LOC0201
CDR10526,CASE052,PH0834,PH0400,2026-03-09T09:08:00,452,voice,LOC0104
CDR10527,CASE052,PH0907,PH1085,2026-03-18T18:08:00,228,sms,LOC0086
CDR10528,CASE052,PH0099,PH0888,2026-03-13T09:08:00,204,voice,LOC0183
CDR10529,CASE052,PH0099,PH0510,2026-03-04T18:08:00,29,sms,LOC0082
CDR10530,CASE052,PH0906,PH0427,2026-03-14T12:08:00,190,voice,LOC0030
CDR10531,CASE052,PH0907,PH0379,2026-03-08T18:08:00,230,voice,LOC0110
CDR10532,CASE052,PH0099,PH0769,2026-03-15T19:08:00,393,voice,LOC0300
CDR10533,CASE052,PH0907,PH0726,2026-03-03T13:08:00,39,sms,LOC0268
CDR10534,CASE052,PH0834,PH0274,2026-03-18T15:08:00,500,voice,LOC0086
CDR10535,CASE052,PH0906,PH0943,2026-03-09T05:08:00,24,voice,LOC0093
CDR10536,CASE052,PH0834,PH0162,2026-03-16T13:08:00,296,voice,LOC0038
CDR10537,CASE052,PH0834,PH1078,2026-03-13T12:08:00,525,voice,LOC0270
CDR10538,CASE052,PH0099,PH1119,2026-03-20T00:08:00,231,sms,LOC0011
CDR10539,CASE052,PH0906,PH1114,2026-03-09T09:08:00,428,voice,LOC0018
CDR10540,CASE052,PH0116,PH0828,2026-03-13T00:08:00,450,sms,LOC0293
CDR10541,CASE052,PH0834,PH0616,2026-03-17T21:08:00,284,sms,LOC0005
CDR10542,CASE052,PH0834,PH0833,2026-03-13T13:08:00,458,sms,LOC0024
CDR10543,CASE052,PH0907,PH1001,2026-03-17T11:08:00,345,sms,LOC0117
CDR10544,CASE052,PH0116,PH0432,2026-03-11T17:08:00,103,voice,LOC0039
CDR10545,CASE052,PH0907,PH0807,2026-03-18T06:08:00,443,voice,LOC0155
CDR10546,CASE052,PH0907,PH0255,2026-03-03T02:08:00,102,sms,LOC0060
CDR10547,CASE052,PH0834,PH0823,2026-03-09T14:08:00,252,voice,LOC0080
CDR10548,CASE052,PH0907,PH0626,2026-03-17T17:08:00,306,sms,LOC0086
CDR10549,CASE052,PH0907,PH1151,2026-03-17T06:08:00,213,sms,LOC0229
CDR10550,CASE052,PH0834,PH0024,2026-03-02T06:08:00,529,voice,LOC0145
CDR10551,CASE052,PH0099,PH0079,2026-03-06T22:08:00,70,sms,LOC0011
CDR10552,CASE052,PH0907,PH0873,2026-03-01T19:08:00,268,voice,LOC0292
CDR10553,CASE052,PH0834,PH0398,2026-02-28T16:08:00,81,voice,LOC0269
CDR10554,CASE052,PH0907,PH1072,2026-03-16T14:08:00,53,sms,LOC0014
CDR10555,CASE052,PH0099,PH1104,2026-03-01T18:08:00,67,voice,LOC0065
CDR10556,CASE052,PH0099,PH1109,2026-03-07T23:08:00,99,sms,LOC0217
CDR10557,CASE052,PH0907,PH0457,2026-02-28T00:08:00,500,voice,LOC0165
CDR10558,CASE052,PH0099,PH0265,2026-03-13T04:08:00,586,sms,LOC0151
CDR10559,CASE052,PH0906,PH0707,2026-03-11T03:08:00,376,sms,LOC0231
CDR10560,CASE052,PH0099,PH0252,2026-03-14T17:08:00,57,sms,LOC0175
CDR10561,CASE052,PH0907,PH0401,2026-03-10T16:08:00,521,voice,LOC0294
CDR10562,CASE052,PH0907,PH0217,2026-02-28T12:08:00,231,voice,LOC0092
CDR10563,CASE052,PH0907,PH0988,2026-03-07T22:08:00,497,voice,LOC0130
CDR10564,CASE052,PH0906,PH0587,2026-03-02T17:08:00,70,sms,LOC0027
CDR10565,CASE052,PH0099,PH1077,2026-02-28T16:08:00,117,voice,LOC0048
CDR10566,CASE052,PH0116,PH0584,2026-03-08T17:08:00,325,sms,LOC0080
CDR10567,CASE052,PH0906,PH0558,2026-03-16T14:08:00,597,sms,LOC0096
CDR10568,CASE052,PH0116,PH0360,2026-03-17T00:08:00,341,sms,LOC0182
CDR10569,CASE052,PH0099,PH0559,2026-03-10T20:08:00,449,voice,LOC0222
CDR10570,CASE052,PH0099,PH0848,2026-03-17T00:08:00,53,voice,LOC0184
CDR10571,CASE053,PH1124,PH0571,2026-04-25T13:47:00,148,voice,LOC0104
CDR10572,CASE053,PH1124,PH0572,2026-05-02T23:47:00,543,voice,LOC0273
CDR10573,CASE053,PH1124,PH0571,2026-05-01T16:47:00,611,sms,LOC0041
CDR10574,CASE053,PH1124,PH0572,2026-05-04T19:47:00,211,voice,LOC0048
CDR10575,CASE053,PH1124,PH0571,2026-04-28T15:47:00,661,voice,LOC0190
CDR10576,CASE053,PH0572,PH0897,2026-04-29T07:47:00,429,voice,LOC0076
CDR10577,CASE053,PH0572,PH0897,2026-04-30T20:47:00,437,sms,LOC0130
CDR10578,CASE053,PH0571,PH0897,2026-04-27T08:47:00,785,sms,LOC0016
CDR10579,CASE053,PH0897,PH0936,2026-04-26T23:47:00,355,sms,LOC0003
CDR10580,CASE053,PH0897,PH0936,2026-04-26T21:47:00,565,sms,LOC0284
CDR10581,CASE053,PH0897,PH0936,2026-05-04T16:47:00,342,voice,LOC0148
CDR10582,CASE053,PH0897,PH0936,2026-04-25T02:47:00,223,voice,LOC0166
CDR10583,CASE053,PH0897,PH0936,2026-04-26T21:47:00,663,voice,LOC0035
CDR10584,CASE053,PH0936,PH0507,2026-04-30T16:47:00,844,voice,LOC0061
CDR10585,CASE053,PH0936,PH0507,2026-04-30T17:47:00,393,voice,LOC0252
CDR10586,CASE053,PH0936,PH0507,2026-04-26T15:47:00,652,voice,LOC0167
CDR10587,CASE053,PH0507,PH1014,2026-05-04T15:47:00,886,voice,LOC0293
CDR10588,CASE053,PH0507,PH1014,2026-04-25T09:47:00,130,sms,LOC0168
CDR10589,CASE053,PH1014,PH1013,2026-05-04T08:47:00,382,sms,LOC0062
CDR10590,CASE053,PH1014,PH1013,2026-05-02T19:47:00,170,voice,LOC0017
CDR10591,CASE053,PH1013,PH0275,2026-05-02T17:47:00,439,voice,LOC0086
CDR10592,CASE053,PH1013,PH0275,2026-04-25T19:47:00,545,sms,LOC0271
CDR10593,CASE053,PH1013,PH0275,2026-04-27T21:47:00,487,voice,LOC0047
CDR10594,CASE053,PH1013,PH0275,2026-04-28T17:47:00,236,sms,LOC0295
CDR10595,CASE053,PH0275,PH1148,2026-04-26T01:47:00,85,voice,LOC0136
CDR10596,CASE053,PH0275,PH1148,2026-04-25T15:47:00,744,sms,LOC0269
CDR10597,CASE053,PH0275,PH1148,2026-04-25T08:47:00,438,sms,LOC0195
CDR10598,CASE053,PH1148,PH1045,2026-04-30T11:47:00,28,voice,LOC0104
CDR10599,CASE053,PH1148,PH1045,2026-05-02T22:47:00,578,sms,LOC0287
CDR10600,CASE053,PH1148,PH1045,2026-05-03T06:47:00,432,voice,LOC0155
CDR10601,CASE053,PH1045,PH0802,2026-05-02T08:47:00,33,sms,LOC0285
CDR10602,CASE053,PH1045,PH0802,2026-04-29T08:47:00,166,voice,LOC0145
CDR10603,CASE053,PH1045,PH0802,2026-05-01T21:47:00,892,voice,LOC0278
CDR10604,CASE053,PH1045,PH0802,2026-05-02T19:47:00,19,sms,LOC0179
CDR10605,CASE053,PH0802,PH0178,2026-04-28T04:47:00,586,voice,LOC0012
CDR10606,CASE053,PH0802,PH0178,2026-05-01T01:47:00,780,sms,LOC0020
CDR10607,CASE053,PH0802,PH0178,2026-05-01T14:47:00,205,voice,LOC0143
CDR10608,CASE053,PH0802,PH0178,2026-04-27T12:47:00,82,sms,LOC0278
CDR10609,CASE053,PH0802,PH0178,2026-05-01T05:47:00,647,sms,LOC0057
CDR10610,CASE053,PH0802,PH0350,2026-04-28T06:47:00,224,voice,LOC0028
CDR10611,CASE053,PH0178,PH0883,2026-04-18T04:47:00,409,sms,LOC0178
CDR10612,CASE053,PH0178,PH0467,2026-04-27T12:47:00,447,sms,LOC0228
CDR10613,CASE053,PH0802,PH0790,2026-04-25T15:47:00,421,sms,LOC0239
CDR10614,CASE053,PH0507,PH0584,2026-04-22T22:47:00,475,voice,LOC0062
CDR10615,CASE053,PH1013,PH0994,2026-04-18T21:47:00,363,sms,LOC0083
CDR10616,CASE053,PH1013,PH0595,2026-04-21T21:47:00,386,voice,LOC0260
CDR10617,CASE053,PH1045,PH0764,2026-05-02T23:47:00,282,sms,LOC0285
CDR10618,CASE053,PH0802,PH1070,2026-05-01T10:47:00,448,sms,LOC0040
CDR10619,CASE053,PH1148,PH0071,2026-05-01T06:47:00,314,sms,LOC0163
CDR10620,CASE053,PH0897,PH0023,2026-05-02T09:47:00,512,voice,LOC0217
CDR10621,CASE053,PH0572,PH0922,2026-04-26T00:47:00,94,sms,LOC0266
CDR10622,CASE053,PH0572,PH0955,2026-04-14T13:47:00,10,voice,LOC0283
CDR10623,CASE053,PH1014,PH0786,2026-05-03T19:47:00,409,voice,LOC0057
CDR10624,CASE053,PH0275,PH1127,2026-04-20T13:47:00,377,sms,LOC0089
CDR10625,CASE053,PH1148,PH0238,2026-04-17T10:47:00,197,sms,LOC0031
CDR10626,CASE053,PH0802,PH0584,2026-04-27T17:47:00,42,voice,LOC0086
CDR10627,CASE053,PH1045,PH0035,2026-04-25T02:47:00,289,voice,LOC0160
CDR10628,CASE053,PH0936,PH0082,2026-04-24T10:47:00,20,sms,LOC0236
CDR10629,CASE053,PH1124,PH0275,2026-04-29T13:47:00,556,sms,LOC0108
CDR10630,CASE053,PH0507,PH0023,2026-04-18T18:47:00,594,sms,LOC0202
CDR10631,CASE053,PH0802,PH0257,2026-04-16T13:47:00,492,voice,LOC0039
CDR10632,CASE053,PH0897,PH0986,2026-05-02T01:47:00,23,sms,LOC0038
CDR10633,CASE053,PH1124,PH0375,2026-04-21T00:47:00,204,voice,LOC0284
CDR10634,CASE053,PH0936,PH0128,2026-04-28T17:47:00,452,voice,LOC0108
CDR10635,CASE053,PH0572,PH0407,2026-05-01T13:47:00,254,voice,LOC0244
CDR10636,CASE053,PH0897,PH0341,2026-04-15T19:47:00,113,voice,LOC0093
CDR10637,CASE053,PH0507,PH0058,2026-04-15T17:47:00,337,sms,LOC0036
CDR10638,CASE053,PH0178,PH0304,2026-04-27T22:47:00,594,sms,LOC0083
CDR10639,CASE053,PH1124,PH0056,2026-04-21T17:47:00,87,voice,LOC0157
CDR10640,CASE053,PH1014,PH0027,2026-04-18T23:47:00,600,voice,LOC0277
CDR10641,CASE053,PH0897,PH1021,2026-04-29T07:47:00,556,sms,LOC0289
CDR10642,CASE053,PH0275,PH0029,2026-04-22T00:47:00,83,sms,LOC0300
CDR10643,CASE053,PH1124,PH0053,2026-04-25T14:47:00,513,voice,LOC0215
