fir_id,person_id,role,confidence,source
FIR0031,P0094,mentioned_person,0.9,FIR0031
FIR0031,P0738,mentioned_person,0.84,FIR0031
FIR0031,P0120,mentioned_person,0.88,FIR0031
FIR0031,P0207,mentioned_person,0.9,FIR0031
FIR0031,P0948,mentioned_person,0.41,FIR0031
FIR0031,P0281,mentioned_person,0.67,FIR0031
FIR0031,P0635,mentioned_person,0.69,FIR0031
FIR0031,P0033,mentioned_person,0.83,FIR0031
FIR0031,P0512,mentioned_person,0.4,FIR0031
FIR0031,P0192,mentioned_person,0.79,FIR0031
FIR0031,P0887,mentioned_person,0.84,FIR0031
FIR0031,P0557,mentioned_person,0.59,FIR0031
FIR0031,P0054,mentioned_person,0.51,FIR0031
FIR0031,P0989,mentioned_person,0.54,FIR0031
FIR0032,P0019,suspect,0.44,FIR0032
FIR0032,P0791,suspect,0.49,FIR0032
FIR0032,P0918,mentioned_person,0.55,FIR0032
FIR0032,P0615,mentioned_person,0.84,FIR0032
FIR0032,P0716,mentioned_person,0.49,FIR0032
FIR0032,P0210,mentioned_person,0.6,FIR0032
FIR0032,P0614,mentioned_person,0.72,FIR0032
FIR0032,P0207,victim,0.74,FIR0032
FIR0032,P0773,mentioned_person,0.68,FIR0032
FIR0032,P0994,mentioned_person,0.76,FIR0032
FIR0032,P0832,mentioned_person,0.75,FIR0032
FIR0032,P0649,mentioned_person,0.5,FIR0032
FIR0032,P0843,mentioned_person,0.56,FIR0032
FIR0032,P0138,mentioned_person,0.43,FIR0032
FIR0032,P0583,mentioned_person,0.75,FIR0032
FIR0032,P0631,mentioned_person,0.51,FIR0032
FIR0032,P0332,mentioned_person,0.6,FIR0032
FIR0032,P0866,mentioned_person,0.53,FIR0032
FIR0033,P0535,suspect,0.76,FIR0033
FIR0033,P0490,suspect,0.57,FIR0033
FIR0033,P0979,victim,0.64,FIR0033
FIR0033,P0095,mentioned_person,0.72,FIR0033
FIR0033,P0059,mentioned_person,0.82,FIR0033
FIR0033,P0844,mentioned_person,0.6,FIR0033
FIR0033,P0560,mentioned_person,0.55,FIR0033
FIR0033,P0675,mentioned_person,0.5,FIR0033
FIR0033,P0642,mentioned_person,0.71,FIR0033
FIR0033,P0823,mentioned_person,0.88,FIR0033
FIR0033,P0752,mentioned_person,0.82,FIR0033
FIR0033,P0799,mentioned_person,0.56,FIR0033
FIR0033,P0388,mentioned_person,0.42,FIR0033
FIR0033,P0094,mentioned_person,0.42,FIR0033
FIR0034,P0287,suspect,0.69,FIR0034
FIR0034,P0216,suspect,0.66,FIR0034
FIR0034,P0251,mentioned_person,0.9,FIR0034
FIR0035,P0414,suspect,0.78,FIR0035
FIR0035,P0894,suspect,0.44,FIR0035
FIR0035,P0856,mentioned_person,0.92,FIR0035
FIR0035,P0418,mentioned_person,0.54,FIR0035
FIR0035,P0770,mentioned_person,0.43,FIR0035
FIR0035,P0180,victim,0.71,FIR0035
FIR0035,P0483,mentioned_person,0.91,FIR0035
FIR0035,P0938,mentioned_person,0.7,FIR0035
FIR0035,P0064,mentioned_person,0.81,FIR0035
FIR0035,P0124,mentioned_person,0.56,FIR0035
FIR0035,P0660,mentioned_person,0.8,FIR0035
FIR0035,P0076,mentioned_person,0.54,FIR0035
FIR0035,P0235,mentioned_person,0.47,FIR0035
FIR0035,P0387,mentioned_person,0.7,FIR0035
FIR0035,P0925,mentioned_person,0.55,FIR0035
FIR0035,P0299,mentioned_person,0.46,FIR0035
FIR0035,P0244,mentioned_person,0.68,FIR0035
FIR0035,P0291,mentioned_person,0.91,FIR0035
FIR0035,P0530,mentioned_person,0.74,FIR0035
FIR0035,P0243,mentioned_person,0.81,FIR0035
FIR0035,P0261,mentioned_person,0.88,FIR0035
FIR0035,P0727,mentioned_person,0.58,FIR0035
FIR0035,P0587,mentioned_person,0.66,FIR0035
FIR0035,P0832,mentioned_person,0.69,FIR0035
FIR0035,P0210,mentioned_person,0.47,FIR0035
FIR0035,P0070,mentioned_person,0.89,FIR0035
FIR0035,P0537,mentioned_person,0.55,FIR0035
FIR0035,P0968,mentioned_person,0.83,FIR0035
FIR0035,P0930,mentioned_person,0.94,FIR0035
FIR0035,P0741,mentioned_person,0.59,FIR0035
FIR0035,P0236,mentioned_person,0.77,FIR0035
FIR0035,P0361,mentioned_person,0.47,FIR0035
FIR0035,P0569,mentioned_person,0.63,FIR0035
FIR0035,P0628,mentioned_person,0.87,FIR0035
FIR0035,P0276,mentioned_person,0.54,FIR0035
FIR0035,P0931,mentioned_person,0.77,FIR0035
FIR0035,P0100,mentioned_person,0.84,FIR0035
FIR0035,P0193,mentioned_person,0.57,FIR0035
FIR0035,P0839,mentioned_person,0.54,FIR0035
FIR0035,P0428,mentioned_person,0.83,FIR0035
FIR0035,P0729,mentioned_person,0.57,FIR0035
FIR0035,P0564,mentioned_person,0.41,FIR0035
FIR0035,P0001,mentioned_person,0.87,FIR0035
FIR0035,P0423,mentioned_person,0.74,FIR0035
FIR0035,P0252,mentioned_person,0.69,FIR0035
FIR0035,P0590,mentioned_person,0.69,FIR0035
FIR0035,P0278,mentioned_person,0.54,FIR0035
FIR0035,P0306,mentioned_person,0.87,FIR0035
FIR0035,P0972,mentioned_person,0.47,FIR0035
FIR0035,P0020,mentioned_person,0.89,FIR0035
FIR0035,P0300,mentioned_person,0.53,FIR0035
FIR0035,P0634,mentioned_person,0.44,FIR0035
FIR0036,P0970,suspect,0.78,FIR0036
FIR0036,P0954,suspect,0.83,FIR0036
FIR0036,P0595,mentioned_person,0.57,FIR0036
FIR0036,P0351,victim,0.94,FIR0036
FIR0036,P0851,mentioned_person,0.48,FIR0036
FIR0036,P0437,mentioned_person,0.56,FIR0036
FIR0036,P0442,mentioned_person,0.65,FIR0036
FIR0036,P0644,mentioned_person,0.81,FIR0036
FIR0037,P0723,suspect,0.42,FIR0037
FIR0037,P0557,suspect,0.92,FIR0037
FIR0037,P0441,mentioned_person,0.74,FIR0037
FIR0037,P0599,mentioned_person,0.69,FIR0037
FIR0037,P0094,mentioned_person,0.94,FIR0037
FIR0037,P0926,mentioned_person,0.7,FIR0037
FIR0037,P0063,mentioned_person,0.74,FIR0037
FIR0037,P0159,mentioned_person,0.53,FIR0037
FIR0037,P0644,mentioned_person,0.75,FIR0037
FIR0037,P0047,mentioned_person,0.65,FIR0037
FIR0037,P0708,mentioned_person,0.5,FIR0037
FIR0037,P0419,mentioned_person,0.79,FIR0037
FIR0037,P0852,mentioned_person,0.58,FIR0037
FIR0037,P0545,victim,0.89,FIR0037
FIR0037,P0881,mentioned_person,0.64,FIR0037
FIR0037,P0609,mentioned_person,0.93,FIR0037
FIR0037,P0004,mentioned_person,0.93,FIR0037
FIR0038,P0899,suspect,0.77,FIR0038
FIR0038,P0938,suspect,0.73,FIR0038
FIR0038,P0818,mentioned_person,0.65,FIR0038
FIR0038,P0514,mentioned_person,0.84,FIR0038
FIR0038,P0426,mentioned_person,0.43,FIR0038
FIR0038,P0781,victim,0.85,FIR0038
FIR0038,P0239,mentioned_person,0.63,FIR0038
FIR0038,P0158,mentioned_person,0.54,FIR0038
FIR0039,P0826,suspect,0.52,FIR0039
FIR0039,P0285,suspect,0.83,FIR0039
FIR0039,P0054,mentioned_person,0.43,FIR0039
FIR0039,P0608,mentioned_person,0.55,FIR0039
FIR0039,P0458,mentioned_person,0.87,FIR0039
FIR0039,P0364,victim,0.93,FIR0039
FIR0039,P0085,mentioned_person,0.59,FIR0039
FIR0039,P0244,mentioned_person,0.94,FIR0039
FIR0039,P0234,mentioned_person,0.74,FIR0039
FIR0039,P0463,mentioned_person,0.47,FIR0039
FIR0039,P0730,mentioned_person,0.62,FIR0039
FIR0039,P0564,mentioned_person,0.5,FIR0039
FIR0039,P0279,mentioned_person,0.61,FIR0039
FIR0039,P0981,mentioned_person,0.83,FIR0039
FIR0039,P0597,mentioned_person,0.94,FIR0039
FIR0039,P0143,mentioned_person,0.49,FIR0039
FIR0039,P0581,mentioned_person,0.63,FIR0039
FIR0039,P0264,mentioned_person,0.56,FIR0039
FIR0039,P0817,mentioned_person,0.63,FIR0039
FIR0039,P0004,mentioned_person,0.79,FIR0039
FIR0039,P0894,mentioned_person,0.89,FIR0039
FIR0039,P0342,mentioned_person,0.68,FIR0039
FIR0039,P0920,mentioned_person,0.61,FIR0039
FIR0039,P0425,mentioned_person,0.43,FIR0039
FIR0039,P0490,mentioned_person,0.79,FIR0039
FIR0039,P0711,mentioned_person,0.76,FIR0039
FIR0039,P0984,mentioned_person,0.81,FIR0039
FIR0039,P0737,mentioned_person,0.7,FIR0039
FIR0039,P0811,mentioned_person,0.67,FIR0039
FIR0039,P0047,mentioned_person,0.85,FIR0039
FIR0039,P0697,mentioned_person,0.72,FIR0039
FIR0039,P0961,mentioned_person,0.92,FIR0039
FIR0039,P0093,mentioned_person,0.71,FIR0039
FIR0039,P0231,mentioned_person,0.53,FIR0039
FIR0039,P0089,mentioned_person,0.69,FIR0039
FIR0039,P0033,mentioned_person,0.75,FIR0039
FIR0039,P0945,mentioned_person,0.64,FIR0039
FIR0039,P0735,mentioned_person,0.62,FIR0039
FIR0039,P0139,mentioned_person,0.45,FIR0039
FIR0039,P0947,mentioned_person,0.59,FIR0039
FIR0039,P0302,mentioned_person,0.54,FIR0039
FIR0039,P0477,mentioned_person,0.4,FIR0039
FIR0039,P0621,mentioned_person,0.71,FIR0039
FIR0039,P0549,mentioned_person,0.63,FIR0039
FIR0039,P0413,mentioned_person,0.77,FIR0039
FIR0039,P0729,mentioned_person,0.8,FIR0039
FIR0039,P0024,mentioned_person,0.92,FIR0039
FIR0039,P0485,mentioned_person,0.44,FIR0039
FIR0039,P0766,mentioned_person,0.51,FIR0039
FIR0039,P0319,mentioned_person,0.64,FIR0039
FIR0039,P0733,mentioned_person,0.64,FIR0039
FIR0040,P0869,suspect,0.52,FIR0040
FIR0040,P0581,suspect,0.66,FIR0040
FIR0040,P0335,mentioned_person,0.54,FIR0040
FIR0041,P0772,suspect,0.64,FIR0041
FIR0041,P0917,suspect,0.61,FIR0041
FIR0041,P0714,mentioned_person,0.78,FIR0041
FIR0041,P0659,mentioned_person,0.46,FIR0041
FIR0041,P0311,mentioned_person,0.73,FIR0041
FIR0041,P0176,mentioned_person,0.42,FIR0041
FIR0041,P0535,mentioned_person,0.46,FIR0041
FIR0041,P0186,mentioned_person,0.68,FIR0041
FIR0041,P0095,mentioned_person,0.69,FIR0041
FIR0041,P0461,mentioned_person,0.43,FIR0041
FIR0041,P0544,mentioned_person,0.69,FIR0041
FIR0041,P0153,mentioned_person,0.49,FIR0041
FIR0041,P0640,mentioned_person,0.73,FIR0041
FIR0041,P0382,mentioned_person,0.46,FIR0041
FIR0041,P0954,mentioned_person,0.87,FIR0041
FIR0041,P0610,mentioned_person,0.5,FIR0041
FIR0041,P0759,mentioned_person,0.43,FIR0041
FIR0041,P0636,mentioned_person,0.7,FIR0041
FIR0041,P0124,victim,0.89,FIR0041
FIR0041,P0947,mentioned_person,0.68,FIR0041
FIR0041,P0928,mentioned_person,0.74,FIR0041
FIR0041,P0729,mentioned_person,0.4,FIR0041
FIR0041,P0410,mentioned_person,0.55,FIR0041
FIR0041,P0310,mentioned_person,0.47,FIR0041
FIR0041,P0534,mentioned_person,0.5,FIR0041
FIR0041,P0671,mentioned_person,0.57,FIR0041
FIR0042,P0431,suspect,0.94,FIR0042
FIR0042,P0529,suspect,0.89,FIR0042
FIR0042,P0513,mentioned_person,0.68,FIR0042
FIR0042,P0754,mentioned_person,0.93,FIR0042
FIR0042,P0013,mentioned_person,0.78,FIR0042
FIR0042,P0427,mentioned_person,0.6,FIR0042
FIR0042,P0490,mentioned_person,0.6,FIR0042
FIR0042,P0512,mentioned_person,0.84,FIR0042
FIR0042,P0588,mentioned_person,0.6,FIR0042
FIR0042,P0546,mentioned_person,0.68,FIR0042
FIR0042,P0987,mentioned_person,0.95,FIR0042
FIR0042,P0954,mentioned_person,0.75,FIR0042
FIR0042,P0217,mentioned_person,0.87,FIR0042
FIR0042,P0468,mentioned_person,0.55,FIR0042
FIR0042,P0772,mentioned_person,0.84,FIR0042
FIR0042,P0194,mentioned_person,0.79,FIR0042
FIR0042,P0583,mentioned_person,0.82,FIR0042
FIR0042,P0907,mentioned_person,0.62,FIR0042
FIR0042,P0043,victim,0.5,FIR0042
FIR0043,P0310,suspect,0.55,FIR0043
FIR0043,P0133,suspect,0.93,FIR0043
FIR0043,P0844,mentioned_person,0.84,FIR0043
FIR0043,P0984,mentioned_person,0.9,FIR0043
FIR0043,P0074,victim,0.87,FIR0043
FIR0044,P0227,suspect,0.93,FIR0044
FIR0044,P0689,suspect,0.69,FIR0044
FIR0044,P0758,mentioned_person,0.51,FIR0044
FIR0044,P0747,mentioned_person,0.58,FIR0044
FIR0044,P0800,mentioned_person,0.68,FIR0044
FIR0044,P0449,mentioned_person,0.74,FIR0044
FIR0044,P0934,mentioned_person,0.49,FIR0044
FIR0044,P0030,mentioned_person,0.73,FIR0044
FIR0044,P0823,mentioned_person,0.77,FIR0044
FIR0044,P0481,mentioned_person,0.64,FIR0044
FIR0044,P0476,mentioned_person,0.77,FIR0044
FIR0044,P0049,mentioned_person,0.62,FIR0044
FIR0044,P0517,mentioned_person,0.94,FIR0044
FIR0044,P0976,victim,0.56,FIR0044
FIR0044,P0600,mentioned_person,0.84,FIR0044
FIR0044,P0052,mentioned_person,0.56,FIR0044
FIR0044,P0919,mentioned_person,0.88,FIR0044
FIR0044,P0892,mentioned_person,0.44,FIR0044
FIR0044,P0729,mentioned_person,0.85,FIR0044
FIR0045,P0125,suspect,0.84,FIR0045
FIR0045,P0916,suspect,0.45,FIR0045
FIR0045,P0573,mentioned_person,0.51,FIR0045
FIR0045,P0755,mentioned_person,0.53,FIR0045
FIR0045,P0242,victim,0.56,FIR0045
FIR0045,P0748,mentioned_person,0.4,FIR0045
FIR0045,P0281,mentioned_person,0.94,FIR0045
FIR0045,P0768,mentioned_person,0.62,FIR0045
FIR0045,P0297,mentioned_person,0.68,FIR0045
FIR0045,P0002,mentioned_person,0.79,FIR0045
FIR0045,P0785,mentioned_person,0.57,FIR0045
FIR0045,P0261,mentioned_person,0.69,FIR0045
FIR0045,P0491,mentioned_person,0.5,FIR0045
FIR0045,P0055,mentioned_person,0.5,FIR0045
FIR0046,P0253,suspect,0.71,FIR0046
FIR0046,P0170,suspect,0.9,FIR0046
FIR0046,P0498,mentioned_person,0.57,FIR0046
FIR0046,P0296,victim,0.9,FIR0046
FIR0047,P0296,suspect,0.65,FIR0047
FIR0047,P0817,suspect,0.46,FIR0047
FIR0047,P0195,mentioned_person,0.42,FIR0047
FIR0047,P0443,mentioned_person,0.41,FIR0047
FIR0048,P0632,suspect,0.81,FIR0048
FIR0048,P0482,suspect,0.92,FIR0048
FIR0048,P0394,mentioned_person,0.89,FIR0048
FIR0048,P0947,mentioned_person,0.45,FIR0048
FIR0048,P0378,mentioned_person,0.45,FIR0048
FIR0048,P0005,mentioned_person,0.55,FIR0048
FIR0048,P0231,mentioned_person,0.68,FIR0048
FIR0048,P0346,mentioned_person,0.74,FIR0048
FIR0048,P0228,mentioned_person,0.64,FIR0048
FIR0048,P0564,mentioned_person,0.72,FIR0048
FIR0048,P0593,mentioned_person,0.87,FIR0048
FIR0048,P0930,mentioned_person,0.55,FIR0048
FIR0048,P0053,mentioned_person,0.91,FIR0048
FIR0048,P0673,mentioned_person,0.51,FIR0048
FIR0048,P0124,mentioned_person,0.67,FIR0048
FIR0048,P0894,mentioned_person,0.79,FIR0048
FIR0048,P0422,mentioned_person,0.59,FIR0048
FIR0048,P0734,mentioned_person,0.87,FIR0048
FIR0048,P0235,mentioned_person,0.65,FIR0048
FIR0048,P0264,mentioned_person,0.44,FIR0048
FIR0048,P0359,mentioned_person,0.9,FIR0048
FIR0048,P0230,mentioned_person,0.55,FIR0048
FIR0048,P0563,mentioned_person,0.88,FIR0048
FIR0048,P0709,mentioned_person,0.59,FIR0048
FIR0048,P0506,mentioned_person,0.45,FIR0048
FIR0048,P0111,victim,0.85,FIR0048
FIR0048,P0873,mentioned_person,0.49,FIR0048
FIR0048,P0035,mentioned_person,0.59,FIR0048
FIR0048,P0022,mentioned_person,0.78,FIR0048
FIR0048,P0297,mentioned_person,0.81,FIR0048
FIR0048,P0533,mentioned_person,0.65,FIR0048
FIR0048,P0558,mentioned_person,0.67,FIR0048
FIR0048,P0419,mentioned_person,0.83,FIR0048
FIR0048,P0144,mentioned_person,0.84,FIR0048
FIR0048,P0961,mentioned_person,0.77,FIR0048
FIR0048,P0731,mentioned_person,0.74,FIR0048
FIR0048,P0464,mentioned_person,0.72,FIR0048
FIR0049,P0736,suspect,0.88,FIR0049
FIR0049,P0837,suspect,0.76,FIR0049
FIR0049,P0145,mentioned_person,0.81,FIR0049
FIR0049,P0224,mentioned_person,0.77,FIR0049
FIR0049,P0923,mentioned_person,0.72,FIR0049
FIR0049,P0507,mentioned_person,0.68,FIR0049
FIR0049,P0324,mentioned_person,0.82,FIR0049
FIR0049,P0165,mentioned_person,0.6,FIR0049
FIR0049,P0662,mentioned_person,0.94,FIR0049
FIR0049,P0059,mentioned_person,0.57,FIR0049
FIR0049,P0998,mentioned_person,0.86,FIR0049
FIR0049,P0172,mentioned_person,0.64,FIR0049
FIR0049,P0153,mentioned_person,0.6,FIR0049
FIR0049,P0896,victim,0.89,FIR0049
FIR0049,P0405,mentioned_person,0.43,FIR0049
FIR0049,P0156,mentioned_person,0.59,FIR0049
FIR0049,P1000,mentioned_person,0.57,FIR0049
FIR0049,P0616,mentioned_person,0.92,FIR0049
FIR0049,P0274,mentioned_person,0.74,FIR0049
FIR0049,P0843,mentioned_person,0.66,FIR0049
FIR0049,P0147,mentioned_person,0.79,FIR0049
FIR0049,P0818,mentioned_person,0.49,FIR0049
FIR0049,P0287,mentioned_person,0.6,FIR0049
FIR0049,P0417,mentioned_person,0.75,FIR0049
FIR0049,P0125,mentioned_person,0.55,FIR0049
FIR0049,P0755,mentioned_person,0.82,FIR0049
FIR0049,P0216,mentioned_person,0.53,FIR0049
FIR0050,P0118,suspect,0.87,FIR0050
FIR0050,P0156,suspect,0.7,FIR0050
FIR0050,P0700,mentioned_person,0.59,FIR0050
FIR0050,P0393,mentioned_person,0.58,FIR0050
FIR0050,P0486,mentioned_person,0.56,FIR0050
FIR0050,P0691,mentioned_person,0.81,FIR0050
FIR0050,P0046,mentioned_person,0.66,FIR0050
FIR0050,P0433,mentioned_person,0.5,FIR0050
FIR0050,P0503,mentioned_person,0.94,FIR0050
FIR0050,P0272,mentioned_person,0.78,FIR0050
FIR0050,P0136,mentioned_person,0.67,FIR0050
FIR0050,P0630,victim,0.42,FIR0050
FIR0050,P0544,mentioned_person,0.54,FIR0050
FIR0050,P0533,mentioned_person,0.86,FIR0050
FIR0050,P0080,mentioned_person,0.54,FIR0050
FIR0050,P0065,mentioned_person,0.6,FIR0050
FIR0050,P0575,mentioned_person,0.57,FIR0050
FIR0050,P0653,mentioned_person,0.82,FIR0050
FIR0050,P0843,mentioned_person,0.76,FIR0050
FIR0050,P0430,mentioned_person,0.92,FIR0050
FIR0050,P0453,mentioned_person,0.66,FIR0050
FIR0050,P0333,mentioned_person,0.81,FIR0050
FIR0050,P0534,mentioned_person,0.9,FIR0050
FIR0050,P0720,mentioned_person,0.53,FIR0050
FIR0050,P0021,mentioned_person,0.75,FIR0050
FIR0050,P0686,mentioned_person,0.75,FIR0050
FIR0050,P0816,mentioned_person,0.48,FIR0050
FIR0050,P0984,mentioned_person,0.64,FIR0050
FIR0050,P0013,mentioned_person,0.83,FIR0050
FIR0050,P0938,mentioned_person,0.66,FIR0050
FIR0050,P0190,mentioned_person,0.43,FIR0050
FIR0050,P0278,mentioned_person,0.84,FIR0050
FIR0050,P0378,mentioned_person,0.52,FIR0050
FIR0050,P0942,mentioned_person,0.85,FIR0050
FIR0050,P0582,mentioned_person,0.95,FIR0050
FIR0050,P0732,mentioned_person,0.88,FIR0050
FIR0050,P0956,mentioned_person,0.68,FIR0050
FIR0050,P0998,mentioned_person,0.75,FIR0050
FIR0050,P0180,mentioned_person,0.65,FIR0050
FIR0050,P0482,mentioned_person,0.59,FIR0050
FIR0050,P0227,mentioned_person,0.69,FIR0050
FIR0050,P0943,mentioned_person,0.58,FIR0050
FIR0050,P0401,mentioned_person,0.48,FIR0050
FIR0050,P0441,mentioned_person,0.77,FIR0050
FIR0051,P0009,suspect,0.62,FIR0051
FIR0051,P0201,suspect,0.54,FIR0051
FIR0051,P0145,mentioned_person,0.66,FIR0051
FIR0052,P0086,suspect,0.58,FIR0052
FIR0052,P0716,suspect,0.94,FIR0052
FIR0052,P0102,mentioned_person,0.74,FIR0052
FIR0052,P0783,victim,0.53,FIR0052
FIR0054,P0968,suspect,0.49,FIR0054
FIR0054,P0494,suspect,0.47,FIR0054
FIR0054,P0774,mentioned_person,0.41,FIR0054
FIR0054,P0808,victim,0.93,FIR0054
FIR0054,P0438,mentioned_person,0.8,FIR0054
FIR0054,P0874,mentioned_person,0.46,FIR0054
FIR0054,P0873,mentioned_person,0.77,FIR0054
FIR0054,P0241,mentioned_person,0.83,FIR0054
FIR0054,P0988,mentioned_person,0.82,FIR0054
FIR0054,P0901,mentioned_person,0.41,FIR0054
FIR0054,P0688,mentioned_person,0.76,FIR0054
FIR0054,P0158,mentioned_person,0.66,FIR0054
FIR0055,P0497,suspect,0.49,FIR0055
FIR0055,P0366,suspect,0.54,FIR0055
FIR0055,P0251,mentioned_person,0.49,FIR0055
FIR0055,P0126,mentioned_person,0.59,FIR0055
FIR0055,P0815,mentioned_person,0.45,FIR0055
FIR0055,P0287,victim,0.88,FIR0055
FIR0055,P0053,mentioned_person,0.93,FIR0055
FIR0055,P0559,mentioned_person,0.64,FIR0055
FIR0056,P0476,suspect,0.64,FIR0056
FIR0056,P0101,suspect,0.52,FIR0056
FIR0056,P0117,mentioned_person,0.68,FIR0056
FIR0056,P0563,mentioned_person,0.44,FIR0056
FIR0056,P0712,mentioned_person,0.55,FIR0056
FIR0056,P0398,mentioned_person,0.61,FIR0056
FIR0056,P0856,mentioned_person,0.45,FIR0056
FIR0056,P0430,mentioned_person,0.84,FIR0056
FIR0056,P0426,mentioned_person,0.68,FIR0056
FIR0056,P0402,victim,0.71,FIR0056
FIR0056,P0981,mentioned_person,0.42,FIR0056
FIR0056,P0280,mentioned_person,0.94,FIR0056
FIR0056,P0996,mentioned_person,0.66,FIR0056
FIR0056,P0711,mentioned_person,0.55,FIR0056
FIR0056,P0964,mentioned_person,0.47,FIR0056
FIR0056,P0890,mentioned_person,0.54,FIR0056
FIR0056,P0011,mentioned_person,0.75,FIR0056
FIR0057,P0179,suspect,0.59,FIR0057
FIR0057,P0725,suspect,0.64,FIR0057
FIR0057,P0688,mentioned_person,0.74,FIR0057
FIR0057,P0485,mentioned_person,0.74,FIR0057
FIR0057,P0986,mentioned_person,0.78,FIR0057
FIR0057,P0379,mentioned_person,0.78,FIR0057
FIR0057,P0687,mentioned_person,0.7,FIR0057
FIR0057,P0783,mentioned_person,0.68,FIR0057
FIR0057,P0607,mentioned_person,0.55,FIR0057
FIR0057,P0532,mentioned_person,0.41,FIR0057
FIR0057,P0698,mentioned_person,0.71,FIR0057
FIR0057,P0847,mentioned_person,0.45,FIR0057
FIR0057,P0315,mentioned_person,0.51,FIR0057
FIR0057,P0702,mentioned_person,0.63,FIR0057
FIR0057,P0992,mentioned_person,0.71,FIR0057
FIR0057,P0251,mentioned_person,0.69,FIR0057
FIR0057,P0480,mentioned_person,0.59,FIR0057
FIR0057,P0178,mentioned_person,0.85,FIR0057
FIR0057,P0728,mentioned_person,0.74,FIR0057
FIR0057,P0966,mentioned_person,0.8,FIR0057
FIR0057,P0555,mentioned_person,0.43,FIR0057
FIR0057,P0192,mentioned_person,0.61,FIR0057
FIR0057,P0809,mentioned_person,0.69,FIR0057
FIR0057,P0406,mentioned_person,0.65,FIR0057
FIR0057,P0822,mentioned_person,0.5,FIR0057
FIR0057,P0699,mentioned_person,0.79,FIR0057
FIR0057,P0775,mentioned_person,0.47,FIR0057
FIR0057,P0297,mentioned_person,0.8,FIR0057
FIR0057,P0124,mentioned_person,0.6,FIR0057
FIR0057,P0328,victim,0.52,FIR0057
FIR0057,P0429,mentioned_person,0.57,FIR0057
FIR0058,P0851,suspect,0.4,FIR0058
FIR0058,P0285,suspect,0.85,FIR0058
FIR0058,P0714,victim,0.46,FIR0058
FIR0059,P0637,suspect,0.72,FIR0059
FIR0059,P0821,suspect,0.82,FIR0059
FIR0059,P0193,mentioned_person,0.84,FIR0059
FIR0059,P0543,mentioned_person,0.87,FIR0059
FIR0059,P0187,mentioned_person,0.85,FIR0059
FIR0059,P0487,mentioned_person,0.86,FIR0059
FIR0059,P0862,mentioned_person,0.81,FIR0059
FIR0059,P0373,mentioned_person,0.53,FIR0059
FIR0059,P0771,victim,0.41,FIR0059
FIR0059,P0424,mentioned_person,0.87,FIR0059
FIR0059,P0426,mentioned_person,0.64,FIR0059
FIR0059,P0602,mentioned_person,0.57,FIR0059
FIR0059,P0350,mentioned_person,0.9,FIR0059
FIR0059,P0828,mentioned_person,0.64,FIR0059
FIR0060,P0780,suspect,0.63,FIR0060
FIR0060,P0642,suspect,0.8,FIR0060
FIR0060,P0373,mentioned_person,0.83,FIR0060
FIR0060,P0223,mentioned_person,0.46,FIR0060
FIR0060,P0671,mentioned_person,0.85,FIR0060
FIR0060,P0077,mentioned_person,0.95,FIR0060
FIR0060,P0075,mentioned_person,0.43,FIR0060
FIR0060,P0325,mentioned_person,0.44,FIR0060
FIR0060,P0466,mentioned_person,0.83,FIR0060
FIR0060,P0850,mentioned_person,0.76,FIR0060
FIR0060,P0958,mentioned_person,0.48,FIR0060
FIR0060,P0334,mentioned_person,0.55,FIR0060
FIR0060,P0117,mentioned_person,0.8,FIR0060
FIR0060,P0818,mentioned_person,0.71,FIR0060
FIR0060,P0676,mentioned_person,0.48,FIR0060
FIR0060,P0131,mentioned_person,0.86,FIR0060
FIR0060,P0425,mentioned_person,0.85,FIR0060
FIR0060,P0320,mentioned_person,0.94,FIR0060
FIR0060,P0130,mentioned_person,0.82,FIR0060
FIR0060,P0551,mentioned_person,0.53,FIR0060
FIR0060,P0296,mentioned_person,0.93,FIR0060
FIR0060,P0970,mentioned_person,0.76,FIR0060
FIR0060,P0405,mentioned_person,0.79,FIR0060
FIR0060,P0248,mentioned_person,0.71,FIR0060
FIR0060,P0960,mentioned_person,0.9,FIR0060
FIR0060,P0678,mentioned_person,0.87,FIR0060
FIR0060,P0071,mentioned_person,0.41,FIR0060
FIR0060,P0009,mentioned_person,0.92,FIR0060
FIR0060,P0541,mentioned_person,0.54,FIR0060
FIR0060,P0585,mentioned_person,0.64,FIR0060
FIR0060,P0019,mentioned_person,0.89,FIR0060
FIR0060,P0503,mentioned_person,0.41,FIR0060
FIR0060,P0529,mentioned_person,0.59,FIR0060
FIR0060,P0445,mentioned_person,0.53,FIR0060
FIR0060,P0617,mentioned_person,0.46,FIR0060
FIR0060,P0426,mentioned_person,0.59,FIR0060
FIR0060,P0157,victim,0.58,FIR0060
FIR0060,P0324,mentioned_person,0.66,FIR0060
FIR0060,P0140,mentioned_person,0.78,FIR0060
FIR0060,P0613,mentioned_person,0.53,FIR0060
FIR0060,P0458,mentioned_person,0.94,FIR0060
FIR0060,P0193,mentioned_person,0.63,FIR0060
FIR0060,P0603,mentioned_person,0.74,FIR0060
FIR0060,P0885,mentioned_person,0.78,FIR0060
FIR0060,P0207,mentioned_person,0.85,FIR0060
FIR0060,P0584,mentioned_person,0.81,FIR0060
FIR0060,P0450,mentioned_person,0.8,FIR0060
FIR0060,P0692,mentioned_person,0.68,FIR0060
