evidence_id,case_id,source_table,record_id,evidence_type,collected_date,custodian
documents:WITNESS_CASE043_1,CASE043,documents,WITNESS_CASE043_1,document,,System
fir:FIR0044,CASE044,fir,FIR0044,structured,,System
cdr:CDR9287,CASE044,cdr,CDR9287,structured,,System
cdr:CDR9288,CASE044,cdr,CDR9288,structured,,System
cdr:CDR9289,CASE044,cdr,CDR9289,structured,,System
cdr:CDR9290,CASE044,cdr,CDR9290,structured,,System
cdr:CDR9291,CASE044,cdr,CDR9291,structured,,System
cdr:CDR9292,CASE044,cdr,CDR9292,structured,,System
cdr:CDR9293,CASE044,cdr,CDR9293,structured,,System
cdr:CDR9294,CASE044,cdr,CDR9294,structured,,System
cdr:CDR9295,CASE044,cdr,CDR9295,structured,,System
cdr:CDR9296,CASE044,cdr,CDR9296,structured,,System
cdr:CDR9297,CASE044,cdr,CDR9297,structured,,System
cdr:CDR9298,CASE044,cdr,CDR9298,structured,,System
cdr:CDR9299,CASE044,cdr,CDR9299,structured,,System
cdr:CDR9300,CASE044,cdr,CDR9300,structured,,System
cdr:CDR9301,CASE044,cdr,CDR9301,structured,,System
cdr:CDR9302,CASE044,cdr,CDR9302,structured,,System
cdr:CDR9303,CASE044,cdr,CDR9303,structured,,System
cdr:CDR9304,CASE044,cdr,CDR9304,structured,,System
cdr:CDR9305,CASE044,cdr,CDR9305,structured,,System
cdr:CDR9306,CASE044,cdr,CDR9306,structured,,System
cdr:CDR9307,CASE044,cdr,CDR9307,structured,,System
cdr:CDR9308,CASE044,cdr,CDR9308,structured,,System
cdr:CDR9309,CASE044,cdr,CDR9309,structured,,System
cdr:CDR9310,CASE044,cdr,CDR9310,structured,,System
cdr:CDR9311,CASE044,cdr,CDR9311,structured,,System
cdr:CDR9312,CASE044,cdr,CDR9312,structured,,System
cdr:CDR9313,CASE044,cdr,CDR9313,structured,,System
cdr:CDR9314,CASE044,cdr,CDR9314,structured,,System
cdr:CDR9315,CASE044,cdr,CDR9315,structured,,System
cdr:CDR9316,CASE044,cdr,CDR9316,structured,,System
cdr:CDR9317,CASE044,cdr,CDR9317,structured,,System
cdr:CDR9318,CASE044,cdr,CDR9318,structured,,System
cdr:CDR9319,CASE044,cdr,CDR9319,structured,,System
cdr:CDR9320,CASE044,cdr,CDR9320,structured,,System
cdr:CDR9321,CASE044,cdr,CDR9321,structured,,System
cdr:CDR9322,CASE044,cdr,CDR9322,structured,,System
cdr:CDR9323,CASE044,cdr,CDR9323,structured,,System
cdr:CDR9324,CASE044,cdr,CDR9324,structured,,System
cdr:CDR9325,CASE044,cdr,CDR9325,structured,,System
cdr:CDR9326,CASE044,cdr,CDR9326,structured,,System
cdr:CDR9327,CASE044,cdr,CDR9327,structured,,System
cdr:CDR9328,CASE044,cdr,CDR9328,structured,,System
cdr:CDR9329,CASE044,cdr,CDR9329,structured,,System
cdr:CDR9330,CASE044,cdr,CDR9330,structured,,System
cdr:CDR9331,CASE044,cdr,CDR9331,structured,,System
cdr:CDR9332,CASE044,cdr,CDR9332,structured,,System
cdr:CDR9333,CASE044,cdr,CDR9333,structured,,System
cdr:CDR9334,CASE044,cdr,CDR9334,structured,,System
cdr:CDR9335,CASE044,cdr,CDR9335,structured,,System
cdr:CDR9336,CASE044,cdr,CDR9336,structured,,System
cdr:CDR9337,CASE044,cdr,CDR9337,structured,,System
cdr:CDR9338,CASE044,cdr,CDR9338,structured,,System
cdr:CDR9339,CASE044,cdr,CDR9339,structured,,System
cdr:CDR9340,CASE044,cdr,CDR9340,structured,,System
cdr:CDR9341,CASE044,cdr,CDR9341,structured,,System
cdr:CDR9342,CASE044,cdr,CDR9342,structured,,System
cdr:CDR9343,CASE044,cdr,CDR9343,structured,,System
cdr:CDR9344,CASE044,cdr,CDR9344,structured,,System
cdr:CDR9345,CASE044,cdr,CDR9345,structured,,System
cdr:CDR9346,CASE044,cdr,CDR9346,structured,,System
cdr:CDR9347,CASE044,cdr,CDR9347,structured,,System
cdr:CDR9348,CASE044,cdr,CDR9348,structured,,System
cdr:CDR9349,CASE044,cdr,CDR9349,structured,,System
cdr:CDR9350,CASE044,cdr,CDR9350,structured,,System
cdr:CDR9351,CASE044,cdr,CDR9351,structured,,System
cdr:CDR9352,CASE044,cdr,CDR9352,structured,,System
cdr:CDR9353,CASE044,cdr,CDR9353,structured,,System
cdr:CDR9354,CASE044,cdr,CDR9354,structured,,System
cdr:CDR9355,CASE044,cdr,CDR9355,structured,,System
cdr:CDR9356,CASE044,cdr,CDR9356,structured,,System
cdr:CDR9357,CASE044,cdr,CDR9357,structured,,System
cdr:CDR9358,CASE044,cdr,CDR9358,structured,,System
cdr:CDR9359,CASE044,cdr,CDR9359,structured,,System
cdr:CDR9360,CASE044,cdr,CDR9360,structured,,System
cdr:CDR9361,CASE044,cdr,CDR9361,structured,,System
cdr:CDR9362,CASE044,cdr,CDR9362,structured,,System
cdr:CDR9363,CASE044,cdr,CDR9363,structured,,System
cdr:CDR9364,CASE044,cdr,CDR9364,structured,,System
cdr:CDR9365,CASE044,cdr,CDR9365,structured,,System
cdr:CDR9366,CASE044,cdr,CDR9366,structured,,System
cdr:CDR9367,CASE044,cdr,CDR9367,structured,,System
cdr:CDR9368,CASE044,cdr,CDR9368,structured,,System
cdr:CDR9369,CASE044,cdr,CDR9369,structured,,System
cdr:CDR9370,CASE044,cdr,CDR9370,structured,,System
cdr:CDR9371,CASE044,cdr,CDR9371,structured,,System
cdr:CDR9372,CASE044,cdr,CDR9372,structured,,System
cdr:CDR9373,CASE044,cdr,CDR9373,structured,,System
cdr:CDR9374,CASE044,cdr,CDR9374,structured,,System
cdr:CDR9375,CASE044,cdr,CDR9375,structured,,System
cdr:CDR9376,CASE044,cdr,CDR9376,structured,,System
cdr:CDR9377,CASE044,cdr,CDR9377,structured,,System
cdr:CDR9378,CASE044,cdr,CDR9378,structured,,System
cdr:CDR9379,CASE044,cdr,CDR9379,structured,,System
cdr:CDR9380,CASE044,cdr,CDR9380,structured,,System
cdr:CDR9381,CASE044,cdr,CDR9381,structured,,System
cdr:CDR9382,CASE044,cdr,CDR9382,structured,,System
cdr:CDR9383,CASE044,cdr,CDR9383,structured,,System
cdr:CDR9384,CASE044,cdr,CDR9384,structured,,System
cdr:CDR9385,CASE044,cdr,CDR9385,structured,,System
cdr:CDR9386,CASE044,cdr,CDR9386,structured,,System
cdr:CDR9387,CASE044,cdr,CDR9387,structured,,System
cdr:CDR9388,CASE044,cdr,CDR9388,structured,,System
cdr:CDR9389,CASE044,cdr,CDR9389,structured,,System
cdr:CDR9390,CASE044,cdr,CDR9390,structured,,System
cdr:CDR9391,CASE044,cdr,CDR9391,structured,,System
cdr:CDR9392,CASE044,cdr,CDR9392,structured,,System
cdr:CDR9393,CASE044,cdr,CDR9393,structured,,System
cdr:CDR9394,CASE044,cdr,CDR9394,structured,,System
cdr:CDR9395,CASE044,cdr,CDR9395,structured,,System
cdr:CDR9396,CASE044,cdr,CDR9396,structured,,System
cdr:CDR9397,CASE044,cdr,CDR9397,structured,,System
cdr:CDR9398,CASE044,cdr,CDR9398,structured,,System
cdr:CDR9399,CASE044,cdr,CDR9399,structured,,System
cdr:CDR9400,CASE044,cdr,CDR9400,structured,,System
cdr:CDR9401,CASE044,cdr,CDR9401,structured,,System
cdr:CDR9402,CASE044,cdr,CDR9402,structured,,System
cdr:CDR9403,CASE044,cdr,CDR9403,structured,,System
cdr:CDR9404,CASE044,cdr,CDR9404,structured,,System
cdr:CDR9405,CASE044,cdr,CDR9405,structured,,System
cdr:CDR9406,CASE044,cdr,CDR9406,structured,,System
cdr:CDR9407,CASE044,cdr,CDR9407,structured,,System
cdr:CDR9408,CASE044,cdr,CDR9408,structured,,System
cdr:CDR9409,CASE044,cdr,CDR9409,structured,,System
cdr:CDR9410,CASE044,cdr,CDR9410,structured,,System
cdr:CDR9411,CASE044,cdr,CDR9411,structured,,System
cdr:CDR9412,CASE044,cdr,CDR9412,structured,,System
cdr:CDR9413,CASE044,cdr,CDR9413,structured,,System
cdr:CDR9414,CASE044,cdr,CDR9414,structured,,System
cdr:CDR9415,CASE044,cdr,CDR9415,structured,,System
cdr:CDR9416,CASE044,cdr,CDR9416,structured,,System
cdr:CDR9417,CASE044,cdr,CDR9417,structured,,System
cdr:CDR9418,CASE044,cdr,CDR9418,structured,,System
cdr:CDR9419,CASE044,cdr,CDR9419,structured,,System
cdr:CDR9420,CASE044,cdr,CDR9420,structured,,System
cdr:CDR9421,CASE044,cdr,CDR9421,structured,,System
cdr:CDR9422,CASE044,cdr,CDR9422,structured,,System
cdr:CDR9423,CASE044,cdr,CDR9423,structured,,System
cdr:CDR9424,CASE044,cdr,CDR9424,structured,,System
cdr:CDR9425,CASE044,cdr,CDR9425,structured,,System
cdr:CDR9426,CASE044,cdr,CDR9426,structured,,System
cdr:CDR9427,CASE044,cdr,CDR9427,structured,,System
cdr:CDR9428,CASE044,cdr,CDR9428,structured,,System
cdr:CDR9429,CASE044,cdr,CDR9429,structured,,System
cdr:CDR9430,CASE044,cdr,CDR9430,structured,,System
cdr:CDR9431,CASE044,cdr,CDR9431,structured,,System
cdr:CDR9432,CASE044,cdr,CDR9432,structured,,System
cdr:CDR9433,CASE044,cdr,CDR9433,structured,,System
cdr:CDR9434,CASE044,cdr,CDR9434,structured,,System
transactions:TX2048,CASE044,transactions,TX2048,structured,,System
transactions:TX2049,CASE044,transactions,TX2049,structured,,System
transactions:TX2050,CASE044,transactions,TX2050,structured,,System
transactions:TX2051,CASE044,transactions,TX2051,structured,,System
transactions:TX2052,CASE044,transactions,TX2052,structured,,System
transactions:TX2053,CASE044,transactions,TX2053,structured,,System
transactions:TX2054,CASE044,transactions,TX2054,structured,,System
transactions:TX2055,CASE044,transactions,TX2055,structured,,System
transactions:TX2056,CASE044,transactions,TX2056,structured,,System
transactions:TX2057,CASE044,transactions,TX2057,structured,,System
transactions:TX2058,CASE044,transactions,TX2058,structured,,System
transactions:TX2059,CASE044,transactions,TX2059,structured,,System
transactions:TX2060,CASE044,transactions,TX2060,structured,,System
transactions:TX2061,CASE044,transactions,TX2061,structured,,System
transactions:TX2062,CASE044,transactions,TX2062,structured,,System
transactions:TX2063,CASE044,transactions,TX2063,structured,,System
transactions:TX2064,CASE044,transactions,TX2064,structured,,System
transactions:TX2065,CASE044,transactions,TX2065,structured,,System
transactions:TX2066,CASE044,transactions,TX2066,structured,,System
transactions:TX2067,CASE044,transactions,TX2067,structured,,System
transactions:TX2068,CASE044,transactions,TX2068,structured,,System
transactions:TX2069,CASE044,transactions,TX2069,structured,,System
transactions:TX2070,CASE044,transactions,TX2070,structured,,System
transactions:TX2071,CASE044,transactions,TX2071,structured,,System
transactions:TX2072,CASE044,transactions,TX2072,structured,,System
transactions:TX2073,CASE044,transactions,TX2073,structured,,System
transactions:TX2074,CASE044,transactions,TX2074,structured,,System
transactions:TX2075,CASE044,transactions,TX2075,structured,,System
transactions:TX2076,CASE044,transactions,TX2076,structured,,System
transactions:TX2077,CASE044,transactions,TX2077,structured,,System
transactions:TX2078,CASE044,transactions,TX2078,structured,,System
transactions:TX2079,CASE044,transactions,TX2079,structured,,System
transactions:TX2080,CASE044,transactions,TX2080,structured,,System
transactions:TX2081,CASE044,transactions,TX2081,structured,,System
transactions:TX2082,CASE044,transactions,TX2082,structured,,System
transactions:TX2083,CASE044,transactions,TX2083,structured,,System
transactions:TX2084,CASE044,transactions,TX2084,structured,,System
transactions:TX2085,CASE044,transactions,TX2085,structured,,System
transactions:TX2086,CASE044,transactions,TX2086,structured,,System
transactions:TX2087,CASE044,transactions,TX2087,structured,,System
transactions:TX2088,CASE044,transactions,TX2088,structured,,System
transactions:TX2089,CASE044,transactions,TX2089,structured,,System
transactions:TX2090,CASE044,transactions,TX2090,structured,,System
transactions:TX2091,CASE044,transactions,TX2091,structured,,System
transactions:TX2092,CASE044,transactions,TX2092,structured,,System
transactions:TX2093,CASE044,transactions,TX2093,structured,,System
transactions:TX2094,CASE044,transactions,TX2094,structured,,System
transactions:TX2095,CASE044,transactions,TX2095,structured,,System
transactions:TX2096,CASE044,transactions,TX2096,structured,,System
transactions:TX5007,CASE044,transactions,TX5007,structured,,System
transactions:TX5008,CASE044,transactions,TX5008,structured,,System
transactions:TX5009,CASE044,transactions,TX5009,structured,,System
transactions:TX5010,CASE044,transactions,TX5010,structured,,System
transactions:TX5011,CASE044,transactions,TX5011,structured,,System
location_events:CASE044-LE0224,CASE044,location_events,CASE044-LE0224,structured,,System
location_events:CASE044-LE0225,CASE044,location_events,CASE044-LE0225,structured,,System
location_events:CASE044-LE0226,CASE044,location_events,CASE044-LE0226,structured,,System
location_events:CASE044-LE0227,CASE044,location_events,CASE044-LE0227,structured,,System
location_events:CASE044-LE0228,CASE044,location_events,CASE044-LE0228,structured,,System
documents:FIR_FIR0044,CASE044,documents,FIR_FIR0044,document,,System
documents:WITNESS_CASE044_1,CASE044,documents,WITNESS_CASE044_1,document,,System
fir:FIR0045,CASE045,fir,FIR0045,structured,,System
cdr:CDR9435,CASE045,cdr,CDR9435,structured,,System
cdr:CDR9436,CASE045,cdr,CDR9436,structured,,System
cdr:CDR9437,CASE045,cdr,CDR9437,structured,,System
cdr:CDR9438,CASE045,cdr,CDR9438,structured,,System
cdr:CDR9439,CASE045,cdr,CDR9439,structured,,System
cdr:CDR9440,CASE045,cdr,CDR9440,structured,,System
cdr:CDR9441,CASE045,cdr,CDR9441,structured,,System
cdr:CDR9442,CASE045,cdr,CDR9442,structured,,System
cdr:CDR9443,CASE045,cdr,CDR9443,structured,,System
cdr:CDR9444,CASE045,cdr,CDR9444,structured,,System
cdr:CDR9445,CASE045,cdr,CDR9445,structured,,System
cdr:CDR9446,CASE045,cdr,CDR9446,structured,,System
cdr:CDR9447,CASE045,cdr,CDR9447,structured,,System
cdr:CDR9448,CASE045,cdr,CDR9448,structured,,System
cdr:CDR9449,CASE045,cdr,CDR9449,structured,,System
cdr:CDR9450,CASE045,cdr,CDR9450,structured,,System
cdr:CDR9451,CASE045,cdr,CDR9451,structured,,System
cdr:CDR9452,CASE045,cdr,CDR9452,structured,,System
cdr:CDR9453,CASE045,cdr,CDR9453,structured,,System
cdr:CDR9454,CASE045,cdr,CDR9454,structured,,System
cdr:CDR9455,CASE045,cdr,CDR9455,structured,,System
cdr:CDR9456,CASE045,cdr,CDR9456,structured,,System
cdr:CDR9457,CASE045,cdr,CDR9457,structured,,System
cdr:CDR9458,CASE045,cdr,CDR9458,structured,,System
cdr:CDR9459,CASE045,cdr,CDR9459,structured,,System
cdr:CDR9460,CASE045,cdr,CDR9460,structured,,System
cdr:CDR9461,CASE045,cdr,CDR9461,structured,,System
cdr:CDR9462,CASE045,cdr,CDR9462,structured,,System
cdr:CDR9463,CASE045,cdr,CDR9463,structured,,System
cdr:CDR9464,CASE045,cdr,CDR9464,structured,,System
cdr:CDR9465,CASE045,cdr,CDR9465,structured,,System
cdr:CDR9466,CASE045,cdr,CDR9466,structured,,System
cdr:CDR9467,CASE045,cdr,CDR9467,structured,,System
cdr:CDR9468,CASE045,cdr,CDR9468,structured,,System
cdr:CDR9469,CASE045,cdr,CDR9469,structured,,System
cdr:CDR9470,CASE045,cdr,CDR9470,structured,,System
cdr:CDR9471,CASE045,cdr,CDR9471,structured,,System
cdr:CDR9472,CASE045,cdr,CDR9472,structured,,System
cdr:CDR9473,CASE045,cdr,CDR9473,structured,,System
cdr:CDR9474,CASE045,cdr,CDR9474,structured,,System
cdr:CDR9475,CASE045,cdr,CDR9475,structured,,System
cdr:CDR9476,CASE045,cdr,CDR9476,structured,,System
cdr:CDR9477,CASE045,cdr,CDR9477,structured,,System
cdr:CDR9478,CASE045,cdr,CDR9478,structured,,System
cdr:CDR9479,CASE045,cdr,CDR9479,structured,,System
cdr:CDR9480,CASE045,cdr,CDR9480,structured,,System
cdr:CDR9481,CASE045,cdr,CDR9481,structured,,System
cdr:CDR9482,CASE045,cdr,CDR9482,structured,,System
cdr:CDR9483,CASE045,cdr,CDR9483,structured,,System
cdr:CDR9484,CASE045,cdr,CDR9484,structured,,System
cdr:CDR9485,CASE045,cdr,CDR9485,structured,,System
cdr:CDR9486,CASE045,cdr,CDR9486,structured,,System
cdr:CDR9487,CASE045,cdr,CDR9487,structured,,System
cdr:CDR9488,CASE045,cdr,CDR9488,structured,,System
cdr:CDR9489,CASE045,cdr,CDR9489,structured,,System
cdr:CDR9490,CASE045,cdr,CDR9490,structured,,System
cdr:CDR9491,CASE045,cdr,CDR9491,structured,,System
cdr:CDR9492,CASE045,cdr,CDR9492,structured,,System
cdr:CDR9493,CASE045,cdr,CDR9493,structured,,System
cdr:CDR9494,CASE045,cdr,CDR9494,structured,,System
cdr:CDR9495,CASE045,cdr,CDR9495,structured,,System
cdr:CDR9496,CASE045,cdr,CDR9496,structured,,System
cdr:CDR9497,CASE045,cdr,CDR9497,structured,,System
cdr:CDR9498,CASE045,cdr,CDR9498,structured,,System
cdr:CDR9499,CASE045,cdr,CDR9499,structured,,System
cdr:CDR9500,CASE045,cdr,CDR9500,structured,,System
cdr:CDR9501,CASE045,cdr,CDR9501,structured,,System
cdr:CDR9502,CASE045,cdr,CDR9502,structured,,System
cdr:CDR9503,CASE045,cdr,CDR9503,structured,,System
cdr:CDR9504,CASE045,cdr,CDR9504,structured,,System
cdr:CDR9505,CASE045,cdr,CDR9505,structured,,System
cdr:CDR9506,CASE045,cdr,CDR9506,structured,,System
cdr:CDR9507,CASE045,cdr,CDR9507,structured,,System
cdr:CDR9508,CASE045,cdr,CDR9508,structured,,System
cdr:CDR9509,CASE045,cdr,CDR9509,structured,,System
cdr:CDR9510,CASE045,cdr,CDR9510,structured,,System
cdr:CDR9511,CASE045,cdr,CDR9511,structured,,System
cdr:CDR9512,CASE045,cdr,CDR9512,structured,,System
cdr:CDR9513,CASE045,cdr,CDR9513,structured,,System
cdr:CDR9514,CASE045,cdr,CDR9514,structured,,System
cdr:CDR9515,CASE045,cdr,CDR9515,structured,,System
cdr:CDR9516,CASE045,cdr,CDR9516,structured,,System
cdr:CDR9517,CASE045,cdr,CDR9517,structured,,System
cdr:CDR9518,CASE045,cdr,CDR9518,structured,,System
cdr:CDR9519,CASE045,cdr,CDR9519,structured,,System
cdr:CDR9520,CASE045,cdr,CDR9520,structured,,System
cdr:CDR9521,CASE045,cdr,CDR9521,structured,,System
cdr:CDR9522,CASE045,cdr,CDR9522,structured,,System
cdr:CDR9523,CASE045,cdr,CDR9523,structured,,System
cdr:CDR9524,CASE045,cdr,CDR9524,structured,,System
cdr:CDR9525,CASE045,cdr,CDR9525,structured,,System
cdr:CDR9526,CASE045,cdr,CDR9526,structured,,System
cdr:CDR9527,CASE045,cdr,CDR9527,structured,,System
cdr:CDR9528,CASE045,cdr,CDR9528,structured,,System
cdr:CDR9529,CASE045,cdr,CDR9529,structured,,System
cdr:CDR9530,CASE045,cdr,CDR9530,structured,,System
cdr:CDR9531,CASE045,cdr,CDR9531,structured,,System
cdr:CDR9532,CASE045,cdr,CDR9532,structured,,System
cdr:CDR9533,CASE045,cdr,CDR9533,structured,,System
cdr:CDR9534,CASE045,cdr,CDR9534,structured,,System
cdr:CDR9535,CASE045,cdr,CDR9535,structured,,System
cdr:CDR9536,CASE045,cdr,CDR9536,structured,,System
cdr:CDR9537,CASE045,cdr,CDR9537,structured,,System
cdr:CDR9538,CASE045,cdr,CDR9538,structured,,System
cdr:CDR9539,CASE045,cdr,CDR9539,structured,,System
cdr:CDR9540,CASE045,cdr,CDR9540,structured,,System
cdr:CDR9541,CASE045,cdr,CDR9541,structured,,System
cdr:CDR9542,CASE045,cdr,CDR9542,structured,,System
cdr:CDR9543,CASE045,cdr,CDR9543,structured,,System
cdr:CDR9544,CASE045,cdr,CDR9544,structured,,System
cdr:CDR9545,CASE045,cdr,CDR9545,structured,,System
cdr:CDR9546,CASE045,cdr,CDR9546,structured,,System
cdr:CDR9547,CASE045,cdr,CDR9547,structured,,System
cdr:CDR9548,CASE045,cdr,CDR9548,structured,,System
cdr:CDR9549,CASE045,cdr,CDR9549,structured,,System
cdr:CDR9550,CASE045,cdr,CDR9550,structured,,System
cdr:CDR9551,CASE045,cdr,CDR9551,structured,,System
cdr:CDR9552,CASE045,cdr,CDR9552,structured,,System
cdr:CDR9553,CASE045,cdr,CDR9553,structured,,System
cdr:CDR9554,CASE045,cdr,CDR9554,structured,,System
cdr:CDR9555,CASE045,cdr,CDR9555,structured,,System
cdr:CDR9556,CASE045,cdr,CDR9556,structured,,System
cdr:CDR9557,CASE045,cdr,CDR9557,structured,,System
cdr:CDR9558,CASE045,cdr,CDR9558,structured,,System
cdr:CDR9559,CASE045,cdr,CDR9559,structured,,System
cdr:CDR9560,CASE045,cdr,CDR9560,structured,,System
cdr:CDR9561,CASE045,cdr,CDR9561,structured,,System
cdr:CDR9562,CASE045,cdr,CDR9562,structured,,System
cdr:CDR9563,CASE045,cdr,CDR9563,structured,,System
cdr:CDR9564,CASE045,cdr,CDR9564,structured,,System
cdr:CDR9565,CASE045,cdr,CDR9565,structured,,System
cdr:CDR9566,CASE045,cdr,CDR9566,structured,,System
cdr:CDR9567,CASE045,cdr,CDR9567,structured,,System
cdr:CDR9568,CASE045,cdr,CDR9568,structured,,System
cdr:CDR9569,CASE045,cdr,CDR9569,structured,,System
cdr:CDR9570,CASE045,cdr,CDR9570,structured,,System
cdr:CDR9571,CASE045,cdr,CDR9571,structured,,System
cdr:CDR9572,CASE045,cdr,CDR9572,structured,,System
cdr:CDR9573,CASE045,cdr,CDR9573,structured,,System
cdr:CDR9574,CASE045,cdr,CDR9574,structured,,System
cdr:CDR9575,CASE045,cdr,CDR9575,structured,,System
cdr:CDR9576,CASE045,cdr,CDR9576,structured,,System
cdr:CDR9577,CASE045,cdr,CDR9577,structured,,System
transactions:TX2097,CASE045,transactions,TX2097,structured,,System
transactions:TX2098,CASE045,transactions,TX2098,structured,,System
transactions:TX2099,CASE045,transactions,TX2099,structured,,System
transactions:TX2100,CASE045,transactions,TX2100,structured,,System
transactions:TX2101,CASE045,transactions,TX2101,structured,,System
transactions:TX2102,CASE045,transactions,TX2102,structured,,System
transactions:TX2103,CASE045,transactions,TX2103,structured,,System
transactions:TX2104,CASE045,transactions,TX2104,structured,,System
transactions:TX2105,CASE045,transactions,TX2105,structured,,System
transactions:TX2106,CASE045,transactions,TX2106,structured,,System
transactions:TX2107,CASE045,transactions,TX2107,structured,,System
transactions:TX2108,CASE045,transactions,TX2108,structured,,System
transactions:TX2109,CASE045,transactions,TX2109,structured,,System
transactions:TX2110,CASE045,transactions,TX2110,structured,,System
transactions:TX2111,CASE045,transactions,TX2111,structured,,System
transactions:TX2112,CASE045,transactions,TX2112,structured,,System
transactions:TX2113,CASE045,transactions,TX2113,structured,,System
transactions:TX2114,CASE045,transactions,TX2114,structured,,System
transactions:TX2115,CASE045,transactions,TX2115,structured,,System
transactions:TX2116,CASE045,transactions,TX2116,structured,,System
transactions:TX2117,CASE045,transactions,TX2117,structured,,System
transactions:TX2118,CASE045,transactions,TX2118,structured,,System
transactions:TX2119,CASE045,transactions,TX2119,structured,,System
transactions:TX2120,CASE045,transactions,TX2120,structured,,System
transactions:TX2121,CASE045,transactions,TX2121,structured,,System
transactions:TX2122,CASE045,transactions,TX2122,structured,,System
transactions:TX2123,CASE045,transactions,TX2123,structured,,System
transactions:TX2124,CASE045,transactions,TX2124,structured,,System
transactions:TX2125,CASE045,transactions,TX2125,structured,,System
transactions:TX2126,CASE045,transactions,TX2126,structured,,System
transactions:TX2127,CASE045,transactions,TX2127,structured,,System
transactions:TX2128,CASE045,transactions,TX2128,structured,,System
transactions:TX2129,CASE045,transactions,TX2129,structured,,System
transactions:TX2130,CASE045,transactions,TX2130,structured,,System
transactions:TX2131,CASE045,transactions,TX2131,structured,,System
transactions:TX2132,CASE045,transactions,TX2132,structured,,System
transactions:TX2133,CASE045,transactions,TX2133,structured,,System
transactions:TX2134,CASE045,transactions,TX2134,structured,,System
transactions:TX2135,CASE045,transactions,TX2135,structured,,System
transactions:TX2136,CASE045,transactions,TX2136,structured,,System
transactions:TX2137,CASE045,transactions,TX2137,structured,,System
transactions:TX2138,CASE045,transactions,TX2138,structured,,System
transactions:TX2139,CASE045,transactions,TX2139,structured,,System
transactions:TX2140,CASE045,transactions,TX2140,structured,,System
transactions:TX2141,CASE045,transactions,TX2141,structured,,System
transactions:TX2142,CASE045,transactions,TX2142,structured,,System
transactions:TX2143,CASE045,transactions,TX2143,structured,,System
transactions:TX5012,CASE045,transactions,TX5012,structured,,System
transactions:TX5013,CASE045,transactions,TX5013,structured,,System
transactions:TX5014,CASE045,transactions,TX5014,structured,,System
transactions:TX5015,CASE045,transactions,TX5015,structured,,System
transactions:TX5016,CASE045,transactions,TX5016,structured,,System
location_events:CASE045-LE0229,CASE045,location_events,CASE045-LE0229,structured,,System
location_events:CASE045-LE0230,CASE045,location_events,CASE045-LE0230,structured,,System
location_events:CASE045-LE0231,CASE045,location_events,CASE045-LE0231,structured,,System
location_events:CASE045-LE0232,CASE045,location_events,CASE045-LE0232,structured,,System
location_events:CASE045-LE0233,CASE045,location_events,CASE045-LE0233,structured,,System
documents:FIR_FIR0045,CASE045,documents,FIR_FIR0045,document,,System
documents:WITNESS_CASE045_1,CASE045,documents,WITNESS_CASE045_1,document,,System
fir:FIR0046,CASE046,fir,FIR0046,structured,,System
cdr:CDR9578,CASE046,cdr,CDR9578,structured,,System
cdr:CDR9579,CASE046,cdr,CDR9579,structured,,System
cdr:CDR9580,CASE046,cdr,CDR9580,structured,,System
cdr:CDR9581,CASE046,cdr,CDR9581,structured,,System
cdr:CDR9582,CASE046,cdr,CDR9582,structured,,System
cdr:CDR9583,CASE046,cdr,CDR9583,structured,,System
cdr:CDR9584,CASE046,cdr,CDR9584,structured,,System
cdr:CDR9585,CASE046,cdr,CDR9585,structured,,System
cdr:CDR9586,CASE046,cdr,CDR9586,structured,,System
cdr:CDR9587,CASE046,cdr,CDR9587,structured,,System
cdr:CDR9588,CASE046,cdr,CDR9588,structured,,System
cdr:CDR9589,CASE046,cdr,CDR9589,structured,,System
cdr:CDR9590,CASE046,cdr,CDR9590,structured,,System
cdr:CDR9591,CASE046,cdr,CDR9591,structured,,System
cdr:CDR9592,CASE046,cdr,CDR9592,structured,,System
cdr:CDR9593,CASE046,cdr,CDR9593,structured,,System
cdr:CDR9594,CASE046,cdr,CDR9594,structured,,System
cdr:CDR9595,CASE046,cdr,CDR9595,structured,,System
cdr:CDR9596,CASE046,cdr,CDR9596,structured,,System
cdr:CDR9597,CASE046,cdr,CDR9597,structured,,System
cdr:CDR9598,CASE046,cdr,CDR9598,structured,,System
cdr:CDR9599,CASE046,cdr,CDR9599,structured,,System
cdr:CDR9600,CASE046,cdr,CDR9600,structured,,System
cdr:CDR9601,CASE046,cdr,CDR9601,structured,,System
cdr:CDR9602,CASE046,cdr,CDR9602,structured,,System
cdr:CDR9603,CASE046,cdr,CDR9603,structured,,System
cdr:CDR9604,CASE046,cdr,CDR9604,structured,,System
cdr:CDR9605,CASE046,cdr,CDR9605,structured,,System
cdr:CDR9606,CASE046,cdr,CDR9606,structured,,System
cdr:CDR9607,CASE046,cdr,CDR9607,structured,,System
cdr:CDR9608,CASE046,cdr,CDR9608,structured,,System
cdr:CDR9609,CASE046,cdr,CDR9609,structured,,System
cdr:CDR9610,CASE046,cdr,CDR9610,structured,,System
cdr:CDR9611,CASE046,cdr,CDR9611,structured,,System
cdr:CDR9612,CASE046,cdr,CDR9612,structured,,System
cdr:CDR9613,CASE046,cdr,CDR9613,structured,,System
cdr:CDR9614,CASE046,cdr,CDR9614,structured,,System
cdr:CDR9615,CASE046,cdr,CDR9615,structured,,System
