relationship_id,source_entity,target_entity,relationship_type,timestamp,source_record,confidence
REL0710,P0894,P0582,ASSOCIATED_WITH,2025-07-28T12:19:00,SHARED_ORG,0.3
REL0711,P0985,P0820,CALLS,2025-12-12T15:54:00,CDR,0.59
REL0712,P0820,P0850,CALLS,2025-12-12T15:54:00,CDR,0.5
REL0713,P0850,P0541,CALLS,2025-12-12T15:54:00,CDR,0.6
REL0714,P0541,P0435,CALLS,2025-12-12T15:54:00,CDR,0.52
REL0715,P0435,P0023,CALLS,2025-12-12T15:54:00,CDR,0.71
REL0716,P0023,P0565,CALLS,2025-12-12T15:54:00,CDR,0.52
REL0717,P0565,P0911,CALLS,2025-12-12T15:54:00,CDR,0.69
REL0718,P0911,P0714,CALLS,2025-12-12T15:54:00,CDR,0.64
REL0719,P0714,P0693,CALLS,2025-12-12T15:54:00,CDR,0.88
REL0720,P0693,P0951,CALLS,2025-12-12T15:54:00,CDR,0.67
REL0721,P0951,P0273,CALLS,2025-12-12T15:54:00,CDR,0.94
REL0722,P0273,P0065,CALLS,2025-12-12T15:54:00,CDR,0.83
REL0723,P0065,P0132,CALLS,2025-12-12T15:54:00,CDR,0.65
REL0724,P0132,P0443,CALLS,2025-12-12T15:54:00,CDR,0.52
REL0725,P0443,P0494,CALLS,2025-12-12T15:54:00,CDR,0.65
REL0726,P0494,P0214,CALLS,2025-12-12T15:54:00,CDR,0.86
REL0727,P0214,P0239,CALLS,2025-12-12T15:54:00,CDR,0.67
REL0728,P0239,P1000,CALLS,2025-12-12T15:54:00,CDR,0.83
REL0729,P1000,P0041,CALLS,2025-12-12T15:54:00,CDR,0.89
REL0730,P0041,P0669,CALLS,2025-12-12T15:54:00,CDR,0.74
REL0731,P0669,P0206,CALLS,2025-12-12T15:54:00,CDR,0.87
REL0732,P0206,P0010,CALLS,2025-12-12T15:54:00,CDR,0.73
REL0733,P0010,P0817,CALLS,2025-12-12T15:54:00,CDR,0.67
REL0734,P0817,P0345,CALLS,2025-12-12T15:54:00,CDR,0.57
REL0735,P0345,P0964,CALLS,2025-12-12T15:54:00,CDR,0.64
REL0736,P0964,P0048,CALLS,2025-12-12T15:54:00,CDR,0.62
REL0737,P0048,P0763,CALLS,2025-12-12T15:54:00,CDR,0.93
REL0738,P0763,P0203,CALLS,2025-12-12T15:54:00,CDR,0.72
REL0739,P0203,P0572,CALLS,2025-12-12T15:54:00,CDR,0.67
REL0740,P0572,P0397,CALLS,2025-12-12T15:54:00,CDR,0.56
REL0741,P0397,P0789,CALLS,2025-12-12T15:54:00,CDR,0.51
REL0742,P0789,P0950,CALLS,2025-12-12T15:54:00,CDR,0.78
REL0743,P0950,P0606,CALLS,2025-12-12T15:54:00,CDR,0.81
REL0744,P0606,P0296,CALLS,2025-12-12T15:54:00,CDR,0.87
REL0745,P0296,P0487,CALLS,2025-12-12T15:54:00,CDR,0.92
REL0746,P0487,P0411,CALLS,2025-12-12T15:54:00,CDR,0.89
REL0747,P0949,P0767,CALLS,2025-12-12T15:54:00,CDR,0.82
REL0748,P0767,P0742,CALLS,2025-12-12T15:54:00,CDR,0.54
REL0749,P0742,P0975,CALLS,2025-12-12T15:54:00,CDR,0.59
REL0750,P0975,P0007,CALLS,2025-12-12T15:54:00,CDR,0.59
REL0751,P0007,P0502,CALLS,2025-12-12T15:54:00,CDR,0.62
REL0752,P0502,P0191,CALLS,2025-12-12T15:54:00,CDR,0.87
REL0753,P0191,P0621,CALLS,2025-12-12T15:54:00,CDR,0.81
REL0754,P0621,P0930,CALLS,2025-12-12T15:54:00,CDR,0.77
REL0755,P0930,P0125,CALLS,2025-12-12T15:54:00,CDR,0.67
REL0756,P0125,P0927,CALLS,2025-12-12T15:54:00,CDR,0.79
REL0757,P0927,P0707,CALLS,2025-12-12T15:54:00,CDR,0.69
REL0758,P0707,P0127,CALLS,2025-12-12T15:54:00,CDR,0.93
REL0759,P0127,P0670,CALLS,2025-12-12T15:54:00,CDR,0.93
REL0760,P0670,P0842,CALLS,2025-12-12T15:54:00,CDR,0.59
REL0761,P0842,P0561,CALLS,2025-12-12T15:54:00,CDR,0.74
REL0762,P0561,P0195,CALLS,2025-12-12T15:54:00,CDR,0.64
REL0763,P0195,P0651,CALLS,2025-12-12T15:54:00,CDR,0.65
REL0764,P0651,P0674,CALLS,2025-12-12T15:54:00,CDR,0.82
REL0765,P0674,P0066,CALLS,2025-12-12T15:54:00,CDR,0.71
REL0766,P0066,P0302,CALLS,2025-12-12T15:54:00,CDR,0.61
REL0767,P0302,P0255,CALLS,2025-12-12T15:54:00,CDR,0.76
REL0768,P0255,P0076,CALLS,2025-12-12T15:54:00,CDR,0.59
REL0769,P0076,P0406,CALLS,2025-12-12T15:54:00,CDR,0.74
REL0770,P0406,P0543,CALLS,2025-12-12T15:54:00,CDR,0.88
REL0771,P0543,P0107,CALLS,2025-12-12T15:54:00,CDR,0.81
REL0772,P0107,P0448,CALLS,2025-12-12T15:54:00,CDR,0.53
REL0773,P0448,P0708,CALLS,2025-12-12T15:54:00,CDR,0.54
REL0774,P0708,P0802,CALLS,2025-12-12T15:54:00,CDR,0.51
REL0775,P0802,P0177,CALLS,2025-12-12T15:54:00,CDR,0.74
REL0776,P0177,P0826,CALLS,2025-12-12T15:54:00,CDR,0.84
REL0777,P0826,P0038,CALLS,2025-12-12T15:54:00,CDR,0.74
REL0778,P0038,P0071,CALLS,2025-12-12T15:54:00,CDR,0.85
REL0779,P0071,P0544,CALLS,2025-12-12T15:54:00,CDR,0.8
REL0780,P0544,P0620,CALLS,2025-12-12T15:54:00,CDR,0.58
REL0781,P0620,P0421,CALLS,2025-12-12T15:54:00,CDR,0.55
REL0782,P0421,P0907,CALLS,2025-12-12T15:54:00,CDR,0.64
REL0783,P0907,P0812,CALLS,2025-12-12T15:54:00,CDR,0.68
REL0784,P0411,P0949,CALLS,2025-12-12T15:54:00,CDR,0.54
REL0785,P0572,P0406,ASSOCIATED_WITH,2025-12-12T15:54:00,SHARED_ORG,0.3
REL0786,P0801,P0038,CALLS,2026-01-27T21:59:00,CDR,0.71
REL0787,P0038,P0127,CALLS,2026-01-27T21:59:00,CDR,0.91
REL0788,P0127,P0113,CALLS,2026-01-27T21:59:00,CDR,0.62
REL0789,P0113,P0401,CALLS,2026-01-27T21:59:00,CDR,0.51
REL0790,P0401,P0624,CALLS,2026-01-27T21:59:00,CDR,0.56
REL0791,P0624,P0954,CALLS,2026-01-27T21:59:00,CDR,0.79
REL0792,P0954,P0591,CALLS,2026-01-27T21:59:00,CDR,0.68
REL0793,P0591,P0738,CALLS,2026-01-27T21:59:00,CDR,0.63
REL0794,P0738,P0328,CALLS,2026-01-27T21:59:00,CDR,0.92
REL0795,P0328,P0483,CALLS,2026-01-27T21:59:00,CDR,0.65
REL0796,P0483,P0132,CALLS,2026-01-27T21:59:00,CDR,0.94
REL0797,P0132,P0616,CALLS,2026-01-27T21:59:00,CDR,0.56
REL0798,P0585,P0431,CALLS,2026-01-27T21:59:00,CDR,0.73
REL0799,P0431,P0187,CALLS,2026-01-27T21:59:00,CDR,0.79
REL0800,P0187,P0922,CALLS,2026-01-27T21:59:00,CDR,0.7
REL0801,P0922,P0840,CALLS,2026-01-27T21:59:00,CDR,0.86
REL0802,P0840,P0090,CALLS,2026-01-27T21:59:00,CDR,0.61
REL0803,P0090,P0974,CALLS,2026-01-27T21:59:00,CDR,0.75
REL0804,P0974,P0938,CALLS,2026-01-27T21:59:00,CDR,0.91
REL0805,P0938,P0942,CALLS,2026-01-27T21:59:00,CDR,0.94
REL0806,P0942,P0200,CALLS,2026-01-27T21:59:00,CDR,0.81
REL0807,P0200,P0806,CALLS,2026-01-27T21:59:00,CDR,0.87
REL0808,P0806,P0763,CALLS,2026-01-27T21:59:00,CDR,0.78
REL0809,P0763,P0358,CALLS,2026-01-27T21:59:00,CDR,0.82
REL0810,P0616,P0585,CALLS,2026-01-27T21:59:00,CDR,0.82
REL0811,P0585,P0585,ASSOCIATED_WITH,2026-01-27T21:59:00,SHARED_ORG,0.3
REL0812,P0875,P0364,CALLS,2025-09-10T20:54:00,CDR,0.73
REL0813,P0184,P0346,CALLS,2025-09-10T20:54:00,CDR,0.72
REL0814,P0364,P0498,CALLS,2025-09-10T20:54:00,CDR,0.79
REL0815,P0346,P0908,CALLS,2025-09-10T20:54:00,CDR,0.5
REL0816,P0346,P0184,ASSOCIATED_WITH,2025-09-10T20:54:00,SHARED_ORG,0.3
REL0817,P0933,P0760,CALLS,2025-06-27T01:43:00,CDR,0.84
REL0818,P0760,P0892,CALLS,2025-06-27T01:43:00,CDR,0.76
REL0819,P0892,P0393,CALLS,2025-06-27T01:43:00,CDR,0.56
REL0820,P0393,P0246,CALLS,2025-06-27T01:43:00,CDR,0.89
REL0821,P0246,P0093,CALLS,2025-06-27T01:43:00,CDR,0.89
REL0822,P0093,P0536,CALLS,2025-06-27T01:43:00,CDR,0.5
REL0823,P0536,P0063,CALLS,2025-06-27T01:43:00,CDR,0.83
REL0824,P0063,P0992,CALLS,2025-06-27T01:43:00,CDR,0.71
REL0825,P0992,P0678,CALLS,2025-06-27T01:43:00,CDR,0.51
REL0826,P0678,P0925,CALLS,2025-06-27T01:43:00,CDR,0.65
REL0827,P0925,P0624,CALLS,2025-06-27T01:43:00,CDR,0.82
REL0828,P0624,P0358,CALLS,2025-06-27T01:43:00,CDR,0.66
REL0829,P0358,P0315,CALLS,2025-06-27T01:43:00,CDR,0.63
REL0830,P0315,P0444,CALLS,2025-06-27T01:43:00,CDR,0.53
REL0831,P0444,P0679,CALLS,2025-06-27T01:43:00,CDR,0.79
REL0832,P0679,P0149,CALLS,2025-06-27T01:43:00,CDR,0.88
REL0833,P0149,P0878,CALLS,2025-06-27T01:43:00,CDR,0.68
REL0834,P0878,P0058,CALLS,2025-06-27T01:43:00,CDR,0.54
REL0835,P0058,P0434,CALLS,2025-06-27T01:43:00,CDR,0.56
REL0836,P0434,P0191,CALLS,2025-06-27T01:43:00,CDR,0.72
REL0837,P0191,P0575,CALLS,2025-06-27T01:43:00,CDR,0.68
REL0838,P0575,P0084,CALLS,2025-06-27T01:43:00,CDR,0.5
REL0839,P0084,P0915,CALLS,2025-06-27T01:43:00,CDR,0.58
REL0840,P0915,P0756,CALLS,2025-06-27T01:43:00,CDR,0.73
REL0841,P0756,P0048,CALLS,2025-06-27T01:43:00,CDR,0.95
REL0842,P0048,P0176,CALLS,2025-06-27T01:43:00,CDR,0.78
REL0843,P0176,P0346,CALLS,2025-06-27T01:43:00,CDR,0.69
REL0844,P0346,P0479,CALLS,2025-06-27T01:43:00,CDR,0.7
REL0845,P0479,P0182,CALLS,2025-06-27T01:43:00,CDR,0.66
REL0846,P0182,P0172,CALLS,2025-06-27T01:43:00,CDR,0.76
REL0847,P0172,P0843,CALLS,2025-06-27T01:43:00,CDR,0.93
REL0848,P0843,P0245,CALLS,2025-06-27T01:43:00,CDR,0.87
REL0849,P0245,P0596,CALLS,2025-06-27T01:43:00,CDR,0.8
REL0850,P0596,P0630,CALLS,2025-06-27T01:43:00,CDR,0.65
REL0851,P0630,P0905,CALLS,2025-06-27T01:43:00,CDR,0.76
REL0852,P0905,P0081,CALLS,2025-06-27T01:43:00,CDR,0.55
REL0853,P0081,P0531,CALLS,2025-06-27T01:43:00,CDR,0.79
REL0854,P0714,P0857,CALLS,2025-06-27T01:43:00,CDR,0.54
REL0855,P0857,P0699,CALLS,2025-06-27T01:43:00,CDR,0.81
REL0856,P0699,P0024,CALLS,2025-06-27T01:43:00,CDR,0.64
REL0857,P0024,P0665,CALLS,2025-06-27T01:43:00,CDR,0.88
REL0858,P0665,P0526,CALLS,2025-06-27T01:43:00,CDR,0.59
REL0859,P0526,P0303,CALLS,2025-06-27T01:43:00,CDR,0.52
REL0860,P0303,P0123,CALLS,2025-06-27T01:43:00,CDR,0.93
REL0861,P0123,P0644,CALLS,2025-06-27T01:43:00,CDR,0.74
REL0862,P0644,P0166,CALLS,2025-06-27T01:43:00,CDR,0.71
REL0863,P0166,P0098,CALLS,2025-06-27T01:43:00,CDR,0.93
REL0864,P0098,P0380,CALLS,2025-06-27T01:43:00,CDR,0.6
REL0865,P0380,P0340,CALLS,2025-06-27T01:43:00,CDR,0.73
REL0866,P0340,P0101,CALLS,2025-06-27T01:43:00,CDR,0.8
REL0867,P0101,P0397,CALLS,2025-06-27T01:43:00,CDR,0.61
REL0868,P0397,P0970,CALLS,2025-06-27T01:43:00,CDR,0.57
REL0869,P0970,P0386,CALLS,2025-06-27T01:43:00,CDR,0.93
REL0870,P0386,P0602,CALLS,2025-06-27T01:43:00,CDR,0.73
REL0871,P0602,P0914,CALLS,2025-06-27T01:43:00,CDR,0.75
REL0872,P0914,P0518,CALLS,2025-06-27T01:43:00,CDR,0.79
REL0873,P0518,P0167,CALLS,2025-06-27T01:43:00,CDR,0.59
REL0874,P0167,P0208,CALLS,2025-06-27T01:43:00,CDR,0.65
REL0875,P0208,P0731,CALLS,2025-06-27T01:43:00,CDR,0.83
REL0876,P0731,P0431,CALLS,2025-06-27T01:43:00,CDR,0.84
REL0877,P0431,P0594,CALLS,2025-06-27T01:43:00,CDR,0.61
REL0878,P0594,P0334,CALLS,2025-06-27T01:43:00,CDR,0.93
REL0879,P0334,P0898,CALLS,2025-06-27T01:43:00,CDR,0.53
REL0880,P0898,P0803,CALLS,2025-06-27T01:43:00,CDR,0.77
REL0881,P0803,P0522,CALLS,2025-06-27T01:43:00,CDR,0.56
REL0882,P0522,P0932,CALLS,2025-06-27T01:43:00,CDR,0.7
REL0883,P0932,P0675,CALLS,2025-06-27T01:43:00,CDR,0.92
REL0884,P0675,P0832,CALLS,2025-06-27T01:43:00,CDR,0.62
REL0885,P0832,P0827,CALLS,2025-06-27T01:43:00,CDR,0.54
REL0886,P0827,P0060,CALLS,2025-06-27T01:43:00,CDR,0.87
REL0887,P0060,P0661,CALLS,2025-06-27T01:43:00,CDR,0.56
REL0888,P0661,P0552,CALLS,2025-06-27T01:43:00,CDR,0.6
REL0889,P0552,P0351,CALLS,2025-06-27T01:43:00,CDR,0.53
REL0890,P0351,P0629,CALLS,2025-06-27T01:43:00,CDR,0.65
REL0891,P0629,P0353,CALLS,2025-06-27T01:43:00,CDR,0.54
REL0892,P0531,P0714,CALLS,2025-06-27T01:43:00,CDR,0.74
REL0893,P0060,P0176,ASSOCIATED_WITH,2025-06-27T01:43:00,SHARED_ORG,0.3
REL0894,P0436,P0824,CALLS,2025-07-14T03:50:00,CDR,0.67
REL0895,P0429,P0337,CALLS,2025-07-14T03:50:00,CDR,0.67
REL0896,P0236,P0963,CALLS,2025-07-14T03:50:00,CDR,0.74
REL0897,P0630,P0960,CALLS,2025-07-14T03:50:00,CDR,0.93
REL0898,P0162,P0221,CALLS,2025-07-14T03:50:00,CDR,0.87
REL0899,P0288,P0205,CALLS,2025-07-14T03:50:00,CDR,0.61
REL0900,P0967,P0240,CALLS,2025-07-14T03:50:00,CDR,0.87
REL0901,P0366,P0885,CALLS,2025-07-14T03:50:00,CDR,0.84
REL0902,P0384,P0963,CALLS,2025-07-14T03:50:00,CDR,0.65
REL0903,P0544,P0249,CALLS,2025-07-14T03:50:00,CDR,0.83
REL0904,P0212,P0391,CALLS,2025-07-14T03:50:00,CDR,0.92
REL0905,P0404,P0824,CALLS,2025-07-14T03:50:00,CDR,0.64
REL0906,P0169,P0221,CALLS,2025-07-14T03:50:00,CDR,0.72
REL0907,P0070,P0249,CALLS,2025-07-14T03:50:00,CDR,0.67
REL0908,P0038,P0885,CALLS,2025-07-14T03:50:00,CDR,0.81
REL0909,P0318,P0451,CALLS,2025-07-14T03:50:00,CDR,0.88
REL0910,P0882,P0249,CALLS,2025-07-14T03:50:00,CDR,0.72
REL0911,P0772,P0240,CALLS,2025-07-14T03:50:00,CDR,0.66
REL0912,P0206,P0963,CALLS,2025-07-14T03:50:00,CDR,0.58
REL0913,P0241,P0885,CALLS,2025-07-14T03:50:00,CDR,0.58
REL0914,P0482,P0451,CALLS,2025-07-14T03:50:00,CDR,0.7
REL0915,P0263,P0451,CALLS,2025-07-14T03:50:00,CDR,0.55
REL0916,P0684,P0221,CALLS,2025-07-14T03:50:00,CDR,0.89
REL0917,P0590,P0565,CALLS,2025-07-14T03:50:00,CDR,0.69
REL0918,P0666,P0865,CALLS,2025-07-14T03:50:00,CDR,0.9
REL0919,P0780,P0297,CALLS,2025-07-14T03:50:00,CDR,0.92
REL0920,P0221,P0387,CALLS,2025-07-14T03:50:00,CDR,0.65
REL0921,P0635,P0245,CALLS,2025-07-14T03:50:00,CDR,0.6
REL0922,P0960,P0364,CALLS,2025-07-14T03:50:00,CDR,0.6
REL0923,P0205,P0421,CALLS,2025-07-14T03:50:00,CDR,0.89
REL0924,P0063,P0421,CALLS,2025-07-14T03:50:00,CDR,0.85
REL0925,P0266,P0387,CALLS,2025-07-14T03:50:00,CDR,0.64
REL0926,P0391,P0328,CALLS,2025-07-14T03:50:00,CDR,0.52
REL0927,P0963,P0438,CALLS,2025-07-14T03:50:00,CDR,0.55
REL0928,P0219,P0731,CALLS,2025-07-14T03:50:00,CDR,0.76
REL0929,P0250,P0310,CALLS,2025-07-14T03:50:00,CDR,0.64
REL0930,P0249,P0422,CALLS,2025-07-14T03:50:00,CDR,0.95
REL0931,P0297,P0422,CALLS,2025-07-14T03:50:00,CDR,0.87
REL0932,P0337,P0302,CALLS,2025-07-14T03:50:00,CDR,0.76
REL0933,P0565,P0310,CALLS,2025-07-14T03:50:00,CDR,0.69
REL0934,P0885,P0925,CALLS,2025-07-14T03:50:00,CDR,0.8
REL0935,P0736,P0302,CALLS,2025-07-14T03:50:00,CDR,0.87
REL0936,P0865,P0364,CALLS,2025-07-14T03:50:00,CDR,0.91
REL0937,P0352,P0731,CALLS,2025-07-14T03:50:00,CDR,0.89
REL0938,P0878,P0310,CALLS,2025-07-14T03:50:00,CDR,0.64
REL0939,P0824,P0158,CALLS,2025-07-14T03:50:00,CDR,0.59
REL0940,P0451,P0074,CALLS,2025-07-14T03:50:00,CDR,0.83
REL0941,P0529,P0074,CALLS,2025-07-14T03:50:00,CDR,0.63
REL0942,P0240,P0806,CALLS,2025-07-14T03:50:00,CDR,0.53
REL0943,P0491,P0541,CALLS,2025-07-14T03:50:00,CDR,0.75
REL0944,P0353,P0182,CALLS,2025-07-14T03:50:00,CDR,0.73
REL0945,P0850,P0438,CALLS,2025-07-14T03:50:00,CDR,0.56
REL0946,P0352,P0266,ASSOCIATED_WITH,2025-07-14T03:50:00,SHARED_ORG,0.3
REL0947,P0510,P0603,CALLS,2026-03-08T17:19:00,CDR,0.82
REL0948,P0510,P0711,CALLS,2026-03-08T17:19:00,CDR,0.57
REL0949,P0603,P0711,CALLS,2026-03-08T17:19:00,CDR,0.74
REL0950,P0603,P0223,CALLS,2026-03-08T17:19:00,CDR,0.57
REL0951,P0711,P0223,CALLS,2026-03-08T17:19:00,CDR,0.68
REL0952,P0711,P0550,CALLS,2026-03-08T17:19:00,CDR,0.68
REL0953,P0223,P0550,CALLS,2026-03-08T17:19:00,CDR,0.69
REL0954,P0223,P0900,CALLS,2026-03-08T17:19:00,CDR,0.85
REL0955,P0550,P0900,CALLS,2026-03-08T17:19:00,CDR,0.8
REL0956,P0550,P0751,CALLS,2026-03-08T17:19:00,CDR,0.82
REL0957,P0900,P0751,CALLS,2026-03-08T17:19:00,CDR,0.81
REL0958,P0900,P0625,CALLS,2026-03-08T17:19:00,CDR,0.51
REL0959,P0751,P0625,CALLS,2026-03-08T17:19:00,CDR,0.74
REL0960,P0751,P0510,ASSOCIATED_WITH,2026-03-08T17:19:00,SHARED_ORG,0.3
REL0961,P0689,P0759,CALLS,2026-06-03T04:37:00,CDR,0.64
REL0962,P0759,P0734,CALLS,2026-06-03T04:37:00,CDR,0.77
REL0963,P0734,P0095,CALLS,2026-06-03T04:37:00,CDR,0.68
REL0964,P0095,P0903,CALLS,2026-06-03T04:37:00,CDR,0.75
REL0965,P0903,P0290,CALLS,2026-06-03T04:37:00,CDR,0.6
REL0966,P0290,P0069,CALLS,2026-06-03T04:37:00,CDR,0.88
REL0967,P0069,P0577,CALLS,2026-06-03T04:37:00,CDR,0.56
REL0968,P0577,P0162,CALLS,2026-06-03T04:37:00,CDR,0.59
REL0969,P0162,P0034,CALLS,2026-06-03T04:37:00,CDR,0.67
REL0970,P0034,P0843,CALLS,2026-06-03T04:37:00,CDR,0.56
REL0971,P0843,P0397,CALLS,2026-06-03T04:37:00,CDR,0.78
REL0972,P0397,P0187,CALLS,2026-06-03T04:37:00,CDR,0.9
REL0973,P0187,P0992,CALLS,2026-06-03T04:37:00,CDR,0.86
REL0974,P0992,P0946,CALLS,2026-06-03T04:37:00,CDR,0.93
REL0975,P0946,P0473,CALLS,2026-06-03T04:37:00,CDR,0.52
REL0976,P0473,P0979,CALLS,2026-06-03T04:37:00,CDR,0.71
REL0977,P0979,P0767,CALLS,2026-06-03T04:37:00,CDR,0.91
REL0978,P0767,P0895,CALLS,2026-06-03T04:37:00,CDR,0.72
REL0979,P0895,P0431,CALLS,2026-06-03T04:37:00,CDR,0.74
REL0980,P0431,P0851,CALLS,2026-06-03T04:37:00,CDR,0.75
REL0981,P0851,P0773,CALLS,2026-06-03T04:37:00,CDR,0.87
REL0982,P0773,P0394,CALLS,2026-06-03T04:37:00,CDR,0.95
REL0983,P0394,P0153,CALLS,2026-06-03T04:37:00,CDR,0.93
REL0984,P0153,P0849,CALLS,2026-06-03T04:37:00,CDR,0.83
REL0985,P0849,P0883,CALLS,2026-06-03T04:37:00,CDR,0.86
REL0986,P0883,P0094,CALLS,2026-06-03T04:37:00,CDR,0.7
REL0987,P0992,P0473,ASSOCIATED_WITH,2026-06-03T04:37:00,SHARED_ORG,0.3
REL0988,P0627,P0126,CALLS,2026-06-14T12:13:00,CDR,0.61
REL0989,P0126,P0811,CALLS,2026-06-14T12:13:00,CDR,0.8
REL0990,P0811,P0937,CALLS,2026-06-14T12:13:00,CDR,0.58
REL0991,P0937,P0203,CALLS,2026-06-14T12:13:00,CDR,0.78
REL0992,P0203,P0943,CALLS,2026-06-14T12:13:00,CDR,0.93
REL0993,P0943,P0532,CALLS,2026-06-14T12:13:00,CDR,0.52
REL0994,P0532,P0292,CALLS,2026-06-14T12:13:00,CDR,0.6
REL0995,P0292,P0149,CALLS,2026-06-14T12:13:00,CDR,0.76
REL0996,P0149,P0153,CALLS,2026-06-14T12:13:00,CDR,0.83
REL0997,P0153,P0995,CALLS,2026-06-14T12:13:00,CDR,0.63
REL0998,P0995,P0547,CALLS,2026-06-14T12:13:00,CDR,0.52
REL0999,P0547,P0068,CALLS,2026-06-14T12:13:00,CDR,0.74
REL1000,P0068,P0558,CALLS,2026-06-14T12:13:00,CDR,0.55
REL1001,P0558,P0688,CALLS,2026-06-14T12:13:00,CDR,0.68
REL1002,P0688,P0870,CALLS,2026-06-14T12:13:00,CDR,0.89
REL1003,P0870,P0327,CALLS,2026-06-14T12:13:00,CDR,0.74
REL1004,P0327,P0218,CALLS,2026-06-14T12:13:00,CDR,0.75
REL1005,P0218,P0823,CALLS,2026-06-14T12:13:00,CDR,0.51
REL1006,P0823,P0692,CALLS,2026-06-14T12:13:00,CDR,0.83
REL1007,P0692,P0971,CALLS,2026-06-14T12:13:00,CDR,0.53
REL1008,P0971,P0586,CALLS,2026-06-14T12:13:00,CDR,0.8
REL1009,P0586,P0975,CALLS,2026-06-14T12:13:00,CDR,0.93
REL1010,P0975,P0154,CALLS,2026-06-14T12:13:00,CDR,0.76
REL1011,P0154,P0664,CALLS,2026-06-14T12:13:00,CDR,0.93
REL1012,P0664,P0258,CALLS,2026-06-14T12:13:00,CDR,0.76
REL1013,P0258,P0066,CALLS,2026-06-14T12:13:00,CDR,0.69
REL1014,P0066,P0541,CALLS,2026-06-14T12:13:00,CDR,0.67
REL1015,P0541,P0259,CALLS,2026-06-14T12:13:00,CDR,0.72
REL1016,P0259,P0899,CALLS,2026-06-14T12:13:00,CDR,0.54
REL1017,P0899,P0467,CALLS,2026-06-14T12:13:00,CDR,0.59
REL1018,P0467,P0158,CALLS,2026-06-14T12:13:00,CDR,0.84
REL1019,P0899,P0066,ASSOCIATED_WITH,2026-06-14T12:13:00,SHARED_ORG,0.3
REL1020,P0813,P0054,CALLS,2025-09-16T11:56:00,CDR,0.69
REL1021,P0054,P0250,CALLS,2025-09-16T11:56:00,CDR,0.79
REL1022,P0250,P0648,CALLS,2025-09-16T11:56:00,CDR,0.77
REL1023,P0648,P0502,CALLS,2025-09-16T11:56:00,CDR,0.87
REL1024,P0502,P0146,CALLS,2025-09-16T11:56:00,CDR,0.63
REL1025,P0431,P0430,CALLS,2025-09-16T11:56:00,CDR,0.55
REL1026,P0430,P0588,CALLS,2025-09-16T11:56:00,CDR,0.56
REL1027,P0588,P0226,CALLS,2025-09-16T11:56:00,CDR,0.7
REL1028,P0226,P0414,CALLS,2025-09-16T11:56:00,CDR,0.63
REL1029,P0414,P0003,CALLS,2025-09-16T11:56:00,CDR,0.8
REL1030,P0003,P0170,CALLS,2025-09-16T11:56:00,CDR,0.85
REL1031,P0146,P0431,CALLS,2025-09-16T11:56:00,CDR,0.65
REL1032,P0146,P0502,ASSOCIATED_WITH,2025-09-16T11:56:00,SHARED_ORG,0.3
REL1033,P0849,P0341,CALLS,2025-09-21T19:21:00,CDR,0.91
REL1034,P0125,P0171,CALLS,2025-09-21T19:21:00,CDR,0.83
REL1035,P0378,P0822,CALLS,2025-09-21T19:21:00,CDR,0.79
REL1036,P0842,P0933,CALLS,2025-09-21T19:21:00,CDR,0.56
REL1037,P0634,P0810,CALLS,2025-09-21T19:21:00,CDR,0.94
REL1038,P0282,P0870,CALLS,2025-09-21T19:21:00,CDR,0.66
REL1039,P0597,P0986,CALLS,2025-09-21T19:21:00,CDR,0.69
REL1040,P0322,P0901,CALLS,2025-09-21T19:21:00,CDR,0.68
REL1041,P0791,P0845,CALLS,2025-09-21T19:21:00,CDR,0.86
REL1042,P0901,P0810,ASSOCIATED_WITH,2025-09-21T19:21:00,SHARED_ORG,0.3
REL1043,P0026,P0501,CALLS,2025-06-18T20:26:00,CDR,0.66
REL1044,P0374,P0320,CALLS,2025-06-18T20:26:00,CDR,0.89
REL1045,P0477,P0327,CALLS,2025-06-18T20:26:00,CDR,0.89
REL1046,P0813,P0375,CALLS,2025-06-18T20:26:00,CDR,0.92
REL1047,P0740,P0011,CALLS,2025-06-18T20:26:00,CDR,0.8
REL1048,P0857,P0354,CALLS,2025-06-18T20:26:00,CDR,0.87
REL1049,P0411,P0027,CALLS,2025-06-18T20:26:00,CDR,0.81
REL1050,P0269,P0818,CALLS,2025-06-18T20:26:00,CDR,0.51
REL1051,P0984,P0883,CALLS,2025-06-18T20:26:00,CDR,0.56
REL1052,P0355,P0055,CALLS,2025-06-18T20:26:00,CDR,0.88
REL1053,P0697,P0716,CALLS,2025-06-18T20:26:00,CDR,0.81
REL1054,P0478,P0880,CALLS,2025-06-18T20:26:00,CDR,0.7
REL1055,P0409,P0489,CALLS,2025-06-18T20:26:00,CDR,0.57
REL1056,P0810,P0016,CALLS,2025-06-18T20:26:00,CDR,0.89
REL1057,P0069,P0184,CALLS,2025-06-18T20:26:00,CDR,0.63
REL1058,P0758,P0920,CALLS,2025-06-18T20:26:00,CDR,0.53
REL1059,P0266,P0596,CALLS,2025-06-18T20:26:00,CDR,0.84
REL1060,P0069,P0069,ASSOCIATED_WITH,2025-06-18T20:26:00,SHARED_ORG,0.3
REL1061,P0323,P0805,CALLS,2026-01-22T11:11:00,CDR,0.81
REL1062,P0117,P0170,CALLS,2026-01-22T11:11:00,CDR,0.78
REL1063,P0160,P0978,CALLS,2026-01-22T11:11:00,CDR,0.66
