:START_ID(Person),:END_ID(Person),confidence,source_record
P0899,P0294,0.62,CDR
P0294,P0839,0.56,CDR
P0839,P0961,0.84,CDR
P0961,P0345,0.53,CDR
P0345,P0826,0.57,CDR
P0826,P0544,0.94,CDR
P0544,P0923,0.94,CDR
P0923,P0933,0.85,CDR
P0933,P0492,0.87,CDR
P0492,P0050,0.78,CDR
P0050,P0456,0.59,CDR
P0456,P0116,0.91,CDR
P0116,P0356,0.9,CDR
P0356,P0363,0.7,CDR
P0363,P0908,0.57,CDR
P0908,P0072,0.94,CDR
P0072,P0752,0.63,CDR
P0752,P0996,0.84,CDR
P0996,P0399,0.85,CDR
P0399,P0855,0.84,CDR
P0855,P0114,0.56,CDR
P0114,P0800,0.54,CDR
P0800,P0136,0.78,CDR
P0136,P0001,0.62,CDR
P0001,P0510,0.52,CDR
P0510,P0371,0.76,CDR
P0371,P0620,0.64,CDR
P0620,P0272,0.86,CDR
P0272,P0288,0.84,CDR
P0288,P0346,0.8,CDR
P0346,P0816,0.65,CDR
P0816,P0331,0.61,CDR
P0331,P0103,0.62,CDR
P0103,P0968,0.61,CDR
P0968,P0779,0.71,CDR
P0779,P0350,0.58,CDR
P0350,P0298,0.68,CDR
P0298,P0370,0.65,CDR
P0370,P0023,0.56,CDR
P0023,P0631,0.83,CDR
P0631,P0650,0.87,CDR
P0650,P0327,0.95,CDR
P0327,P0459,0.88,CDR
P0459,P0890,0.54,CDR
P0890,P0725,0.7,CDR
P0725,P0766,0.51,CDR
P0766,P0902,0.72,CDR
P0902,P0049,0.87,CDR
P0049,P0280,0.67,CDR
P0280,P0435,0.94,CDR
P0435,P0501,0.92,CDR
P0501,P0740,0.73,CDR
P0740,P0601,0.57,CDR
P0601,P0379,0.81,CDR
P0379,P0821,0.85,CDR
P0821,P0321,0.51,CDR
P0023,P0826,0.3,SHARED_ORG
P0901,P0794,0.93,CDR
P0794,P0314,0.86,CDR
P0314,P0463,0.69,CDR
P0463,P0366,0.77,CDR
P0366,P0108,0.68,CDR
P0108,P0757,0.93,CDR
P0757,P0456,0.76,CDR
P0456,P0200,0.9,CDR
P0200,P0824,0.72,CDR
P0824,P0363,0.59,CDR
P0363,P0980,0.76,CDR
P0980,P0895,0.76,CDR
P0895,P0328,0.77,CDR
P0328,P0519,0.61,CDR
P0519,P0664,0.8,CDR
P0664,P0816,0.61,CDR
P0816,P0782,0.51,CDR
P0782,P0199,0.68,CDR
P0199,P0070,0.91,CDR
P0070,P0359,0.66,CDR
P0359,P0053,0.74,CDR
P0053,P0287,0.75,CDR
P0287,P0653,0.93,CDR
P0653,P0915,0.5,CDR
P0915,P0446,0.81,CDR
P0446,P0112,0.53,CDR
P0112,P0297,0.82,CDR
P0297,P0060,0.73,CDR
P0060,P0996,0.55,CDR
P0996,P0806,0.66,CDR
P0806,P0404,0.67,CDR
P0404,P0345,0.54,CDR
P0345,P0280,0.84,CDR
P0280,P0853,0.8,CDR
P0853,P0370,0.62,CDR
P0370,P0288,0.61,CDR
P0288,P0395,0.85,CDR
P0395,P0181,0.56,CDR
P0181,P0875,0.82,CDR
P0875,P0469,0.65,CDR
P0469,P0969,0.76,CDR
P0969,P0544,0.72,CDR
P0544,P0625,0.56,CDR
P0395,P0070,0.3,SHARED_ORG
P0471,P0116,0.91,CDR
P0148,P0272,0.53,CDR
P0148,P0694,0.69,CDR
P0471,P0229,0.54,CDR
P0471,P0005,0.59,CDR
P0148,P0017,0.55,CDR
P0148,P0124,0.6,CDR
P0148,P0545,0.81,CDR
P0471,P0707,0.78,CDR
P0148,P0223,0.57,CDR
P0148,P0390,0.92,CDR
P0148,P0659,0.56,CDR
P0148,P0806,0.82,CDR
P0471,P0607,0.57,CDR
P0148,P0689,0.55,CDR
P0148,P0307,0.82,CDR
P0148,P0448,0.57,CDR
P0148,P0064,0.89,CDR
P0471,P0999,0.51,CDR
P0471,P0431,0.87,CDR
P0148,P0484,0.59,CDR
P0148,P0812,0.65,CDR
P0471,P0370,0.93,CDR
P0471,P0168,0.88,CDR
P0148,P0289,0.87,CDR
P0148,P0930,0.8,CDR
P0148,P0306,0.77,CDR
P0471,P0027,0.79,CDR
P0471,P0611,0.74,CDR
P0471,P0986,0.86,CDR
P0148,P0145,0.75,CDR
P0471,P0469,0.88,CDR
P0471,P0630,0.67,CDR
P0148,P0451,0.83,CDR
P0148,P0575,0.62,CDR
P0471,P0216,0.75,CDR
P0148,P0135,0.9,CDR
P0471,P0646,0.72,CDR
P0471,P0947,0.79,CDR
P0148,P0861,0.64,CDR
P0471,P0499,0.54,CDR
P0148,P0786,0.54,CDR
P0148,P0134,0.74,CDR
P0148,P0350,0.54,CDR
P0471,P0001,0.58,CDR
P0148,P0206,0.94,CDR
P0471,P0282,0.8,CDR
P0148,P0173,0.94,CDR
P0148,P0189,0.65,CDR
P0148,P0943,0.59,CDR
P0471,P0388,0.53,CDR
P0148,P0601,0.74,CDR
P0148,P0746,0.69,CDR
P0148,P0615,0.77,CDR
P0148,P0973,0.53,CDR
P0148,P0164,0.54,CDR
P0615,P0973,0.3,SHARED_ORG
P0753,P0462,0.78,CDR
P0753,P0488,0.51,CDR
P0753,P0568,0.76,CDR
P0753,P0519,0.87,CDR
P0753,P0169,0.59,CDR
P0753,P0848,0.71,CDR
P0568,P0519,0.3,SHARED_ORG
P0790,P0401,0.69,CDR
P0790,P0795,0.91,CDR
P0560,P0015,0.58,CDR
P0790,P0598,0.78,CDR
P0560,P0561,0.69,CDR
P0598,P0561,0.3,SHARED_ORG
P0778,P0180,0.86,CDR
P0180,P0743,0.85,CDR
P0743,P0845,0.52,CDR
P0845,P0956,0.85,CDR
P0956,P0648,0.7,CDR
P0648,P0368,0.93,CDR
P0368,P0148,0.84,CDR
P0148,P0853,0.69,CDR
P0853,P0809,0.94,CDR
P0809,P0942,0.91,CDR
P0942,P0389,0.62,CDR
P0389,P0940,0.91,CDR
P0940,P0606,0.62,CDR
P0606,P0789,0.67,CDR
P0789,P0132,0.94,CDR
P0132,P0274,0.69,CDR
P0274,P0859,0.57,CDR
P0859,P0213,0.7,CDR
P0213,P0450,0.63,CDR
P0450,P0107,0.75,CDR
P0107,P0153,0.64,CDR
P0153,P0932,0.9,CDR
P0932,P0101,0.73,CDR
P0101,P0248,0.73,CDR
P0248,P0090,0.85,CDR
P0090,P0141,0.94,CDR
P0141,P0189,0.75,CDR
P0189,P0601,0.64,CDR
P0601,P0725,0.61,CDR
P0725,P0405,0.73,CDR
P0405,P0750,0.74,CDR
P0750,P0688,0.61,CDR
P0688,P0724,0.52,CDR
P0724,P0957,0.83,CDR
P0957,P0830,0.78,CDR
P0830,P0930,0.83,CDR
P0930,P0113,0.52,CDR
P0113,P0171,0.7,CDR
P0171,P0475,0.66,CDR
P0475,P0104,0.71,CDR
P0104,P0379,0.8,CDR
P0379,P0850,0.91,CDR
P0850,P0584,0.55,CDR
P0584,P0580,0.56,CDR
P0580,P0055,0.81,CDR
P0055,P0410,0.94,CDR
P0410,P0795,0.81,CDR
P0795,P0501,0.92,CDR
P0501,P0543,0.66,CDR
P0543,P0391,0.63,CDR
P0391,P0432,0.77,CDR
P0432,P0498,0.63,CDR
P0498,P0669,0.86,CDR
P0669,P0441,0.86,CDR
P0441,P0121,0.83,CDR
P0121,P0713,0.75,CDR
P0713,P0969,0.79,CDR
P0969,P0697,0.84,CDR
P0697,P0878,0.94,CDR
P0878,P0444,0.75,CDR
P0444,P0357,0.66,CDR
P0357,P0784,0.51,CDR
P0784,P0964,0.84,CDR
P0964,P0553,0.56,CDR
P0553,P0003,0.51,CDR
P0003,P0687,0.51,CDR
P0687,P0469,0.73,CDR
P0469,P0806,0.64,CDR
P0806,P0159,0.92,CDR
P0159,P0671,0.85,CDR
P0368,P0148,0.3,SHARED_ORG
P0156,P0258,0.52,CDR
P0847,P0847,0.3,SHARED_ORG
P0763,P0309,0.79,CDR
P0309,P0622,0.62,CDR
P0622,P0267,0.53,CDR
P0267,P0115,0.53,CDR
P0115,P0932,0.84,CDR
P0932,P0068,0.83,CDR
P0068,P0333,0.73,CDR
P0333,P0721,0.6,CDR
P0721,P0225,0.73,CDR
P0225,P0107,0.67,CDR
P0107,P0089,0.65,CDR
P0089,P0994,0.62,CDR
P0994,P0845,0.51,CDR
P0845,P0923,0.81,CDR
P0923,P0795,0.69,CDR
P0795,P0280,0.65,CDR
P0280,P0051,0.62,CDR
P0051,P0510,0.77,CDR
P0510,P0971,0.91,CDR
P0971,P0238,0.52,CDR
P0238,P0262,0.87,CDR
P0262,P0724,0.92,CDR
P0724,P0103,0.73,CDR
P0103,P0712,0.83,CDR
P0712,P0788,0.69,CDR
P0788,P0980,0.68,CDR
P0980,P0512,0.95,CDR
P0512,P0989,0.85,CDR
P0989,P0571,0.66,CDR
P0571,P0939,0.75,CDR
P0795,P0980,0.3,SHARED_ORG
P0195,P0846,0.5,CDR
P0195,P0914,0.62,CDR
P0195,P0906,0.72,CDR
P0195,P0326,0.61,CDR
P0195,P0180,0.76,CDR
P0195,P0737,0.82,CDR
P0195,P0212,0.66,CDR
P0195,P0700,0.73,CDR
P0195,P0757,0.79,CDR
P0195,P0550,0.94,CDR
P0195,P0016,0.53,CDR
P0195,P0293,0.88,CDR
P0195,P0998,0.59,CDR
P0195,P0919,0.7,CDR
P0195,P0079,0.89,CDR
P0180,P0079,0.3,SHARED_ORG
P0300,P0357,0.54,CDR
P0357,P0270,0.52,CDR
P0270,P0738,0.5,CDR
P0738,P0469,0.66,CDR
P0469,P0262,0.52,CDR
P0262,P0663,0.54,CDR
P0663,P0084,0.7,CDR
P0084,P0861,0.55,CDR
P0861,P0128,0.74,CDR
P0128,P0853,0.83,CDR
P0853,P0710,0.68,CDR
P0710,P0418,0.79,CDR
P0418,P0212,0.93,CDR
P0212,P0563,0.5,CDR
P0563,P0766,0.52,CDR
P0766,P0240,0.87,CDR
P0240,P0510,0.53,CDR
P0510,P0175,0.58,CDR
P0175,P0770,0.85,CDR
P0770,P0383,0.78,CDR
P0383,P0430,0.76,CDR
P0430,P0980,0.79,CDR
P0980,P0316,0.75,CDR
P0128,P0563,0.3,SHARED_ORG
P0662,P0023,0.68,CDR
P0023,P0683,0.82,CDR
P0683,P0693,0.52,CDR
P0693,P0061,0.92,CDR
P0061,P0175,0.8,CDR
P0175,P0665,0.52,CDR
P0665,P0341,0.74,CDR
P0341,P0206,0.68,CDR
P0206,P0737,0.6,CDR
P0737,P0924,0.69,CDR
P0924,P0518,0.9,CDR
P0518,P0482,0.84,CDR
P0482,P0990,0.64,CDR
P0990,P0549,0.66,CDR
P0549,P0689,0.67,CDR
P0689,P0126,0.8,CDR
P0126,P0736,0.57,CDR
P0736,P0286,0.76,CDR
P0286,P0954,0.8,CDR
P0954,P0197,0.76,CDR
P0197,P0059,0.79,CDR
P0059,P0072,0.73,CDR
P0072,P0314,0.65,CDR
P0314,P0459,0.7,CDR
P0459,P0998,0.75,CDR
P0998,P0419,0.76,CDR
P0419,P0310,0.85,CDR
P0310,P0401,0.54,CDR
P0401,P0484,0.51,CDR
P0484,P0381,0.7,CDR
P0381,P0724,0.9,CDR
P0724,P0232,0.92,CDR
P0232,P0437,0.78,CDR
P0437,P0378,0.66,CDR
P0378,P0553,0.82,CDR
P0553,P0499,0.89,CDR
P0499,P0411,0.57,CDR
P0411,P0649,0.92,CDR
P0649,P0651,0.65,CDR
P0651,P0057,0.66,CDR
P0057,P0745,0.88,CDR
P0745,P0508,0.53,CDR
P0549,P0310,0.3,SHARED_ORG
P0958,P0650,0.82,CDR
P0958,P0172,0.71,CDR
P0958,P0938,0.81,CDR
P0958,P0663,0.73,CDR
P0958,P0019,0.67,CDR
P0958,P0615,0.73,CDR
P0958,P0450,0.79,CDR
P0958,P0935,0.5,CDR
P0958,P0869,0.91,CDR
P0958,P0825,0.91,CDR
P0958,P0837,0.6,CDR
P0958,P0336,0.61,CDR
P0958,P0323,0.6,CDR
P0958,P0751,0.68,CDR
P0958,P0051,0.53,CDR
P0958,P0281,0.8,CDR
P0958,P0004,0.68,CDR
P0958,P0261,0.81,CDR
P0958,P0295,0.54,CDR
P0958,P0489,0.75,CDR
P0958,P0401,0.86,CDR
P0958,P0319,0.94,CDR
P0958,P0691,0.51,CDR
P0958,P0379,0.61,CDR
P0958,P0757,0.93,CDR
P0958,P0906,0.92,CDR
P0958,P0808,0.55,CDR
P0958,P0070,0.71,CDR
P0958,P0377,0.9,CDR
P0958,P0754,0.75,CDR
P0958,P0169,0.66,CDR
P0958,P0146,0.77,CDR
P0958,P0769,0.58,CDR
P0958,P0604,0.9,CDR
P0958,P0164,0.63,CDR
P0958,P0592,0.72,CDR
P0958,P0636,0.72,CDR
P0958,P0214,0.87,CDR
P0958,P0047,0.8,CDR
P0958,P0767,0.5,CDR
P0958,P0588,0.53,CDR
P0958,P0240,0.55,CDR
P0958,P0687,0.88,CDR
P0958,P0010,0.51,CDR
P0958,P0968,0.69,CDR
P0958,P0599,0.61,CDR
P0958,P0764,0.82,CDR
P0958,P0887,0.67,CDR
P0958,P0048,0.94,CDR
P0958,P0290,0.75,CDR
P0958,P0882,0.64,CDR
P0958,P0955,0.85,CDR
P0958,P0846,0.95,CDR
P0958,P0883,0.93,CDR
P0958,P0311,0.68,CDR
P0958,P0834,0.91,CDR
P0958,P0533,0.91,CDR
P0958,P0920,0.66,CDR
P0958,P0481,0.7,CDR
P0958,P0541,0.58,CDR
P0958,P0108,0.73,CDR
P0958,P0473,0.67,CDR
P0958,P0670,0.92,CDR
P0958,P0403,0.74,CDR
P0958,P0289,0.52,CDR
P0958,P0013,0.67,CDR
P0958,P0065,0.57,CDR
P0311,P0906,0.3,SHARED_ORG
P0664,P0450,0.54,CDR
P0450,P0235,0.9,CDR
P0235,P0286,0.82,CDR
P0286,P0572,0.58,CDR
P0572,P0955,0.66,CDR
P0955,P0321,0.87,CDR
P0321,P0455,0.61,CDR
P0455,P0409,0.62,CDR
P0409,P0640,0.91,CDR
P0640,P0956,0.75,CDR
P0956,P0904,0.83,CDR
P0904,P0987,0.52,CDR
P0987,P0189,0.72,CDR
P0189,P0621,0.51,CDR
P0621,P0830,0.59,CDR
P0830,P0428,0.58,CDR
P0428,P0547,0.53,CDR
P0547,P0276,0.64,CDR
P0358,P0036,0.76,CDR
P0036,P0821,0.52,CDR
P0821,P0673,0.89,CDR
P0673,P0543,0.72,CDR
P0543,P0711,0.91,CDR
P0711,P0650,0.62,CDR
P0650,P0143,0.8,CDR
P0143,P0209,0.58,CDR
P0209,P0086,0.65,CDR
P0086,P0626,0.6,CDR
P0626,P0954,0.82,CDR
P0954,P0897,0.77,CDR
P0897,P0581,0.63,CDR
P0581,P0812,0.89,CDR
P0812,P0055,0.65,CDR
P0055,P0011,0.55,CDR
P0011,P0600,0.88,CDR
P0600,P0493,0.94,CDR
P0493,P0994,0.84,CDR
P0276,P0358,0.84,CDR
P0955,P0621,0.3,SHARED_ORG
P0884,P0056,0.8,CDR
P0056,P0329,0.74,CDR
P0329,P0251,0.53,CDR
P0251,P0309,0.78,CDR
P0309,P0036,0.78,CDR
P0036,P0821,0.65,CDR
P0821,P0040,0.94,CDR
P0040,P0498,0.75,CDR
P0498,P0317,0.61,CDR
P0317,P0402,0.86,CDR
P0402,P0875,0.68,CDR
P0875,P0549,0.68,CDR
P0549,P0964,0.91,CDR
P0964,P0233,0.93,CDR
P0233,P0250,0.6,CDR
P0250,P0843,0.59,CDR
P0843,P0909,0.83,CDR
P0909,P0125,0.88,CDR
P0125,P0734,0.94,CDR
P0734,P0597,0.6,CDR
P0597,P0838,0.71,CDR
P0838,P0958,0.86,CDR
P0958,P0683,0.93,CDR
P0683,P0308,0.58,CDR
P0308,P0577,0.65,CDR
P0577,P0351,0.94,CDR
P0351,P0057,0.92,CDR
P0057,P0963,0.95,CDR
P0963,P0935,0.8,CDR
P0935,P0344,0.56,CDR
P0344,P0916,0.81,CDR
P0916,P0650,0.84,CDR
P0650,P0401,0.65,CDR
P0401,P0678,0.58,CDR
P0678,P0372,0.68,CDR
P0511,P0939,0.54,CDR
P0939,P0934,0.78,CDR
P0934,P0319,0.85,CDR
P0319,P0803,0.7,CDR
P0803,P0975,0.78,CDR
P0975,P0887,0.93,CDR
P0887,P0531,0.86,CDR
P0531,P0374,0.73,CDR
P0374,P0991,0.81,CDR
P0991,P0147,0.52,CDR
P0147,P0184,0.62,CDR
P0184,P0508,0.75,CDR
P0508,P0676,0.51,CDR
P0676,P0016,0.73,CDR
P0016,P0500,0.8,CDR
P0500,P0273,0.75,CDR
P0273,P0398,0.69,CDR
P0398,P0910,0.78,CDR
P0910,P0456,0.7,CDR
P0456,P0830,0.78,CDR
P0830,P0361,0.67,CDR
P0361,P0264,0.66,CDR
P0264,P0522,0.94,CDR
P0522,P0285,0.85,CDR
P0285,P0258,0.94,CDR
P0258,P0217,0.59,CDR
P0217,P0651,0.75,CDR
P0651,P0845,0.7,CDR
P0845,P0320,0.66,CDR
P0320,P0529,0.64,CDR
P0529,P0071,0.88,CDR
P0071,P0536,0.51,CDR
P0536,P0523,0.74,CDR
P0523,P0978,0.51,CDR
P0978,P0898,0.5,CDR
P0372,P0511,0.68,CDR
P0935,P0344,0.3,SHARED_ORG
P0460,P0143,0.78,CDR
P0571,P0143,0.6,CDR
P0143,P0014,0.65,CDR
P0474,P0014,0.54,CDR
P0505,P0571,0.3,SHARED_ORG
P0947,P0559,0.52,CDR
P0101,P0771,0.69,CDR
P0095,P0240,0.92,CDR
P0771,P0771,0.3,SHARED_ORG
P0664,P0775,0.87,CDR
P0664,P0968,0.8,CDR
P0775,P0968,0.95,CDR
P0775,P0690,0.7,CDR
P0968,P0690,0.6,CDR
P0968,P0343,0.84,CDR
P0690,P0343,0.64,CDR
P0690,P0649,0.94,CDR
P0343,P0649,0.58,CDR
P0343,P0854,0.92,CDR
P0649,P0854,0.76,CDR
P0649,P0397,0.84,CDR
P0854,P0397,0.58,CDR
P0854,P0144,0.63,CDR
P0397,P0144,0.81,CDR
P0397,P0106,0.79,CDR
P0144,P0106,0.79,CDR
P0144,P0009,0.92,CDR
P0106,P0009,0.77,CDR
P0106,P0541,0.52,CDR
P0009,P0541,0.55,CDR
P0009,P0286,0.54,CDR
P0541,P0286,0.56,CDR
P0541,P0352,0.59,CDR
P0286,P0352,0.9,CDR
P0286,P0169,0.81,CDR
P0352,P0169,0.92,CDR
P0352,P0785,0.83,CDR
P0169,P0785,0.69,CDR
P0169,P0996,0.87,CDR
P0785,P0996,0.94,CDR
P0785,P0572,0.59,CDR
P0996,P0572,0.62,CDR
P0996,P0230,0.72,CDR
P0572,P0230,0.63,CDR
P0572,P0692,0.74,CDR
P0230,P0692,0.67,CDR
P0230,P0705,0.84,CDR
P0692,P0705,0.84,CDR
P0692,P0876,0.63,CDR
P0705,P0876,0.5,CDR
P0705,P0737,0.59,CDR
P0876,P0737,0.82,CDR
P0876,P0904,0.74,CDR
P0737,P0904,0.92,CDR
P0737,P0436,0.69,CDR
P0904,P0436,0.73,CDR
P0904,P0618,0.64,CDR
P0436,P0618,0.58,CDR
P0541,P0775,0.3,SHARED_ORG
P0200,P0092,0.72,CDR
P0092,P0346,0.83,CDR
P0346,P0248,0.63,CDR
P0248,P0856,0.79,CDR
P0856,P0052,0.63,CDR
P0052,P0832,0.56,CDR
P0832,P0445,0.81,CDR
P0445,P0107,0.89,CDR
P0107,P0981,0.83,CDR
P0981,P0801,0.62,CDR
P0801,P0285,0.78,CDR
P0285,P0148,0.54,CDR
P0148,P0833,0.58,CDR
P0833,P0691,0.72,CDR
P0691,P0597,0.77,CDR
P0597,P0864,0.66,CDR
P0864,P0905,0.61,CDR
P0905,P0612,0.87,CDR
P0612,P0777,0.83,CDR
P0777,P0295,0.67,CDR
P0295,P0927,0.59,CDR
P0927,P0619,0.64,CDR
P0619,P0269,0.76,CDR
P0269,P0325,0.6,CDR
P0325,P0711,0.62,CDR
P0711,P0725,0.93,CDR
P0725,P0138,0.93,CDR
P0536,P0985,0.84,CDR
P0985,P0002,0.55,CDR
P0002,P0270,0.68,CDR
P0270,P0240,0.76,CDR
P0240,P0868,0.74,CDR
P0868,P0658,0.8,CDR
P0658,P0524,0.52,CDR
P0524,P0854,0.86,CDR
P0854,P0489,0.91,CDR
P0489,P0036,0.86,CDR
P0036,P0160,0.62,CDR
P0160,P0019,0.81,CDR
P0019,P0694,0.89,CDR
P0694,P0056,0.88,CDR
P0056,P0796,0.76,CDR
P0796,P0328,0.93,CDR
P0328,P0222,0.87,CDR
P0222,P0969,0.86,CDR
P0969,P0010,0.56,CDR
P0010,P0128,0.59,CDR
P0128,P0561,0.62,CDR
P0561,P0341,0.63,CDR
P0341,P0618,0.54,CDR
P0618,P0701,0.85,CDR
P0701,P0474,0.71,CDR
P0474,P0225,0.95,CDR
P0225,P0719,0.84,CDR
P0138,P0536,0.64,CDR
P0269,P0618,0.3,SHARED_ORG
P0701,P0139,0.5,CDR
P0701,P0171,0.74,CDR
P0701,P0267,0.85,CDR
P0701,P0007,0.93,CDR
P0701,P0313,0.78,CDR
P0701,P0769,0.6,CDR
P0701,P0451,0.52,CDR
P0701,P0784,0.81,CDR
P0701,P0108,0.56,CDR
P0701,P0086,0.86,CDR
P0701,P0204,0.69,CDR
P0701,P0507,0.89,CDR
P0701,P0832,0.6,CDR
P0701,P0644,0.93,CDR
P0701,P0837,0.71,CDR
P0701,P0465,0.81,CDR
P0701,P0594,0.7,CDR
P0701,P0373,0.68,CDR
P0701,P0867,0.58,CDR
P0701,P0541,0.69,CDR
P0701,P0066,0.54,CDR
P0701,P0341,0.51,CDR
P0701,P0670,0.73,CDR
P0701,P0745,0.61,CDR
P0701,P0210,0.72,CDR
P0701,P0535,0.61,CDR
P0701,P0704,0.67,CDR
P0701,P0746,0.85,CDR
P0701,P0286,0.87,CDR
P0701,P0367,0.59,CDR
P0701,P0028,0.68,CDR
P0701,P0279,0.68,CDR
P0373,P0451,0.3,SHARED_ORG
P0303,P0779,0.56,CDR
P0303,P0049,0.57,CDR
P0303,P0997,0.66,CDR
P0303,P0881,0.61,CDR
P0303,P0869,0.62,CDR
P0303,P0699,0.7,CDR
P0303,P0105,0.56,CDR
P0303,P0735,0.54,CDR
P0303,P0155,0.95,CDR
P0303,P0131,0.61,CDR
P0303,P0322,0.91,CDR
P0303,P0643,0.74,CDR
P0303,P0026,0.93,CDR
P0303,P0392,0.84,CDR
P0322,P0155,0.3,SHARED_ORG
P0582,P0548,0.74,CDR
P0582,P0117,0.68,CDR
P0548,P0117,0.76,CDR
P0548,P0351,0.59,CDR
P0117,P0351,0.86,CDR
P0117,P0233,0.72,CDR
P0351,P0233,0.69,CDR
P0351,P0979,0.5,CDR
P0233,P0979,0.78,CDR
P0233,P0433,0.89,CDR
P0979,P0433,0.69,CDR
P0979,P0872,0.91,CDR
P0433,P0872,0.93,CDR
P0433,P0789,0.78,CDR
P0872,P0789,0.9,CDR
P0872,P0525,0.9,CDR
P0789,P0525,0.88,CDR
P0789,P0742,0.87,CDR
P0525,P0742,0.66,CDR
P0525,P0493,0.77,CDR
P0742,P0493,0.94,CDR
P0742,P0562,0.75,CDR
P0493,P0562,0.59,CDR
P0493,P0107,0.86,CDR
P0562,P0107,0.75,CDR
P0562,P0891,0.51,CDR
P0107,P0891,0.65,CDR
P0107,P0429,0.54,CDR
P0891,P0429,0.71,CDR
P0891,P0585,0.8,CDR
P0429,P0585,0.69,CDR
P0429,P0620,0.8,CDR
P0585,P0620,0.57,CDR
P0585,P0499,0.86,CDR
P0620,P0499,0.81,CDR
P0620,P0439,0.8,CDR
P0499,P0439,0.66,CDR
P0499,P0075,0.87,CDR
P0439,P0075,0.66,CDR
P0439,P0434,0.74,CDR
P0075,P0434,0.88,CDR
P0075,P0007,0.87,CDR
P0434,P0007,0.68,CDR
P0434,P0679,0.75,CDR
P0007,P0679,0.72,CDR
P0007,P0505,0.51,CDR
P0679,P0505,0.68,CDR
P0679,P0986,0.64,CDR
P0505,P0986,0.87,CDR
P0505,P0946,0.68,CDR
P0986,P0946,0.86,CDR
P0986,P0945,0.89,CDR
P0946,P0945,0.73,CDR
P0946,P0684,0.91,CDR
P0945,P0684,0.76,CDR
P0945,P0420,0.66,CDR
P0684,P0420,0.69,CDR
P0684,P0873,0.8,CDR
P0420,P0873,0.53,CDR
P0420,P0992,0.8,CDR
P0873,P0992,0.69,CDR
P0873,P0566,0.68,CDR
P0992,P0566,0.58,CDR
P0992,P0393,0.81,CDR
P0566,P0393,0.78,CDR
P0566,P0261,0.93,CDR
P0393,P0261,0.64,CDR
P0393,P0352,0.9,CDR
P0261,P0352,0.66,CDR
P0261,P0295,0.72,CDR
P0352,P0295,0.73,CDR
P0352,P0529,0.95,CDR
P0295,P0529,0.74,CDR
P0295,P0944,0.55,CDR
P0529,P0944,0.65,CDR
P0620,P0233,0.3,SHARED_ORG
P0530,P0107,0.51,CDR
P0107,P0243,0.78,CDR
P0243,P0525,0.62,CDR
P0525,P0534,0.84,CDR
P0534,P0397,0.93,CDR
P0397,P0701,0.9,CDR
P0701,P0547,0.73,CDR
P0547,P0433,0.75,CDR
P0433,P0314,0.76,CDR
P0314,P0862,0.54,CDR
P0862,P0325,0.73,CDR
P0325,P0042,0.88,CDR
P0042,P0581,0.6,CDR
P0581,P0284,0.57,CDR
P0284,P0103,0.52,CDR
P0103,P0186,0.83,CDR
P0186,P0504,0.86,CDR
P0504,P0138,0.66,CDR
P0138,P0848,0.82,CDR
P0848,P0404,0.81,CDR
P0404,P0233,0.83,CDR
P0233,P0614,0.52,CDR
P0614,P0145,0.89,CDR
P0145,P0116,0.65,CDR
P0116,P0248,0.57,CDR
P0248,P0528,0.64,CDR
P0528,P0387,0.73,CDR
P0387,P0255,0.95,CDR
P0255,P0236,0.58,CDR
P0236,P0279,0.89,CDR
P0528,P0534,0.3,SHARED_ORG
P0241,P0435,0.69,CDR
P0241,P0827,0.73,CDR
P0241,P0351,0.63,CDR
P0241,P0549,0.59,CDR
P0241,P0163,0.74,CDR
P0241,P0277,0.71,CDR
P0241,P0661,0.87,CDR
P0241,P0371,0.68,CDR
P0241,P0321,0.58,CDR
P0241,P0929,0.57,CDR
P0241,P0793,0.85,CDR
P0241,P0259,0.54,CDR
P0241,P0857,0.77,CDR
P0241,P0278,0.58,CDR
P0241,P0324,0.72,CDR
P0241,P0415,0.58,CDR
P0241,P0014,0.85,CDR
P0241,P0066,0.72,CDR
P0241,P0601,0.63,CDR
P0241,P0671,0.63,CDR
P0241,P0158,0.77,CDR
P0241,P0229,0.66,CDR
P0241,P0660,0.66,CDR
P0241,P0288,0.83,CDR
P0241,P0052,0.57,CDR
P0241,P0850,0.79,CDR
P0241,P0247,0.79,CDR
P0415,P0052,0.3,SHARED_ORG
P0647,P0862,0.57,CDR
P0647,P0612,0.65,CDR
P0862,P0612,0.62,CDR
P0862,P0651,0.83,CDR
P0612,P0651,0.54,CDR
P0612,P0870,0.73,CDR
P0651,P0870,0.52,CDR
P0651,P0198,0.82,CDR
P0870,P0198,0.5,CDR
P0870,P0960,0.57,CDR
P0198,P0960,0.82,CDR
P0198,P0624,0.76,CDR
P0960,P0624,0.59,CDR
P0960,P0575,0.87,CDR
P0624,P0575,0.79,CDR
P0624,P0567,0.9,CDR
P0575,P0567,0.68,CDR
P0575,P0576,0.6,CDR
P0567,P0576,0.72,CDR
P0567,P0649,0.63,CDR
P0576,P0649,0.91,CDR
P0576,P0867,0.55,CDR
P0649,P0867,0.85,CDR
P0649,P0785,0.84,CDR
P0867,P0785,0.55,CDR
P0867,P0077,0.85,CDR
P0785,P0077,0.52,CDR
P0785,P0668,0.69,CDR
P0077,P0668,0.59,CDR
P0077,P0689,0.52,CDR
P0668,P0689,0.62,CDR
